Time (s),Extension (mm),Load (N),Axial Strain (mm/mm),Transverse Strain (mm/mm)
84.5,7.042,26231.22,0.07888,0.02861
84.6,7.05,26233.51,0.07903,0.02867
84.7,7.059,26234.81,0.07918,0.02872
84.8,7.067,26232.05,0.07933,0.02878
84.9,7.075,26232.54,0.07948,0.02884
85,7.084,26235.2,0.07963,0.02889
85.1,7.092,26233.92,0.07978,0.02894
85.2,7.1,26235.13,0.07993,0.029
85.3,7.109,26233.55,0.08008,0.02905
85.4,7.117,26236.94,0.08022,0.02911
85.5,7.125,26235.72,0.08037,0.02916
85.6,7.134,26236.93,0.08053,0.02921
85.7,7.142,26236.66,0.08068,0.02926
85.8,7.15,26236.2,0.08083,0.02931
85.9,7.159,26237.42,0.08098,0.02936
86,7.167,26238.58,0.08113,0.02942
86.1,7.175,26233.95,0.08128,0.02947
86.2,7.184,26238.92,0.08143,0.02952
86.3,7.192,26245.29,0.08158,0.02957
86.4,7.2,26240.68,0.08174,0.02962
86.5,7.209,26241.37,0.08188,0.02968
86.6,7.217,26243.82,0.08203,0.02972
86.7,7.225,26242.46,0.08219,0.02978
86.8,7.234,26242.85,0.08234,0.02983
86.9,7.242,26241.81,0.08249,0.02988
87,7.25,26240.5,0.08264,0.02994
87.1,7.259,26241.91,0.08279,0.02999
87.2,7.267,26245.98,0.08295,0.03004
87.3,7.275,26243.52,0.0831,0.0301
87.4,7.284,26242.45,0.08325,0.03015
87.5,7.292,26247.12,0.0834,0.0302
87.6,7.3,26248.08,0.08356,0.03025
87.7,7.309,26245.12,0.08372,0.0303
87.8,7.317,26246.27,0.08387,0.03035
87.9,7.325,26243.05,0.08403,0.0304
88,7.334,26244.12,0.08418,0.03046
88.1,7.342,26243.3,0.08433,0.03051
88.2,7.35,26241.86,0.08449,0.03056
88.3,7.359,26244.71,0.08464,0.03061
88.4,7.367,26243.3,0.0848,0.03066
88.5,7.375,26242.71,0.08495,0.03072
88.6,7.383,26242.01,0.08511,0.03077
88.7,7.392,26245.25,0.08526,0.03082
88.8,7.4,26248.46,0.08541,0.03087
88.9,7.409,26246.32,0.08557,0.03093
89,7.417,26249.56,0.08573,0.03098
89.1,7.425,26249.61,0.08588,0.03103
89.2,7.434,26242.56,0.08604,0.03108
89.3,7.442,26245.42,0.0862,0.03114
89.4,7.45,26248.55,0.08635,0.03119
89.5,7.459,26247.66,0.08651,0.03124
89.6,7.467,26245.21,0.08666,0.03129
89.7,7.475,26247.39,0.08682,0.03134
89.8,7.483,26248.27,0.08698,0.03139
89.9,7.492,26247.96,0.08714,0.03144
90,7.5,26248.09,0.08729,0.03149
90.1,7.509,26247.56,0.08745,0.03155
90.2,7.517,26246.23,0.08761,0.0316
90.3,7.525,26246.92,0.08777,0.03165
90.4,7.534,26247.52,0.08792,0.0317
90.5,7.542,26248.94,0.08808,0.03175
90.6,7.55,26247.67,0.08823,0.0318
90.7,7.559,26247.99,0.0884,0.03185
90.8,7.567,26248.15,0.08855,0.03191
90.9,7.575,26250.75,0.08872,0.03196
91,7.584,26248.08,0.08888,0.03201
91.1,7.592,26247.85,0.08903,0.03206
91.2,7.6,26249.28,0.08919,0.03211
91.3,7.609,26245.5,0.08935,0.03216
91.4,7.617,26244.98,0.08951,0.03221
91.5,7.625,26241.89,0.08966,0.03226
91.6,7.634,26247.82,0.08983,0.03231
91.7,7.642,26251.34,0.08998,0.03236
91.8,7.65,26245.02,0.09014,0.03241
91.9,7.659,26245.65,0.0903,0.03246
92,7.667,26250.04,0.09046,0.03251
92.1,7.675,26246.19,0.09062,0.03256
92.2,7.684,26245.75,0.09078,0.03261
92.3,7.692,26244.75,0.09094,0.03266
92.4,7.7,26246.67,0.0911,0.03271
92.5,7.709,26245.46,0.09125,0.03275
92.6,7.717,26245.21,0.09142,0.0328
92.7,7.725,26245.94,0.09158,0.03285
92.8,7.734,26243.37,0.09174,0.0329
92.9,7.742,26244.9,0.0919,0.03295
93,7.75,26245.26,0.09206,0.033
93.1,7.759,26244.84,0.09222,0.03305
93.2,7.767,26248.42,0.09238,0.0331
93.3,7.775,26242.32,0.09254,0.03314
93.4,7.784,26239.75,0.0927,0.03319
93.5,7.792,26242.48,0.09286,0.03323
93.6,7.8,26242.57,0.09302,0.03328
93.7,7.809,26243.37,0.09318,0.03333
93.8,7.817,26244.8,0.09333,0.03338
93.9,7.825,26243.29,0.09349,0.03343
94,7.834,26239.95,0.09365,0.03347
94.1,7.842,26242.49,0.09381,0.03351
94.2,7.85,26238.84,0.09397,0.03356
94.3,7.859,26242.61,0.09413,0.03361
94.4,7.867,26244.15,0.09429,0.03365
94.5,7.875,26240.48,0.09445,0.03369
94.6,7.883,26241.3,0.0946,0.03374
94.7,7.892,26241.77,0.09476,0.03379
94.8,7.9,26242.22,0.09492,0.03383
94.9,7.909,26239.63,0.09508,0.03387
95,7.917,26240.84,0.09524,0.03392
95.1,7.925,26238.49,0.09539,0.03395
95.2,7.933,26238.6,0.09555,0.034
95.3,7.942,26240.65,0.09571,0.03404
95.4,7.95,26233.94,0.09587,0.03408
95.5,7.959,26237.69,0.09603,0.03412
95.6,7.967,26234.53,0.09619,0.03416
95.7,7.975,26233.11,0.09634,0.0342
95.8,7.984,26232.82,0.09649,0.03424
95.9,7.992,26233.18,0.09665,0.03428
96,8,26232.03,0.09681,0.03432
96.1,8.009,26233.5,0.09697,0.03436
96.2,8.017,26231.68,0.09712,0.03439
96.3,8.025,26232.64,0.09727,0.03443
96.4,8.034,26233.14,0.09743,0.03447
96.5,8.042,26228.34,0.09758,0.03451
96.6,8.05,26228.27,0.09774,0.03454
96.7,8.059,26228.23,0.09789,0.03458
96.8,8.067,26228.5,0.09804,0.03462
96.9,8.075,26228.04,0.09819,0.03465
97,8.084,26227.46,0.09834,0.03468
97.1,8.092,26224.65,0.09849,0.03472
97.2,8.1,26225.74,0.09864,0.03475
97.3,8.109,26224.38,0.0988,0.03479
97.4,8.117,26225.02,0.09895,0.03481
97.5,8.125,26223.38,0.09909,0.03485
97.6,8.134,26224.2,0.09924,0.03488
97.7,8.142,26220.19,0.09939,0.0349
97.8,8.15,26216.71,0.09954,0.03493
97.9,8.159,26218.96,0.09969,0.03496
98,8.167,26217.08,0.09984,0.03499
98.1,8.175,26216.55,0.09998,0.03501
98.2,8.184,26215.23,0.10013,0.03504
98.3,8.192,26212.64,0.10027,0.03507
98.4,8.2,26212.49,0.10042,0.03509
98.5,8.209,26212.69,0.10056,0.03512
98.6,8.217,26208.4,0.10071,0.03514
98.7,8.225,26211.16,0.10085,0.03516
98.8,8.234,26207.88,0.10099,0.03519
98.9,8.242,26205.1,0.10113,0.03521
99,8.25,26206.87,0.10127,0.03523
99.1,8.259,26206.42,0.1014,0.03525
99.2,8.267,26204.07,0.10154,0.03528
99.3,8.275,26201.94,0.10168,0.0353
99.4,8.284,26200.78,0.10182,0.03531
99.5,8.292,26196.42,0.10195,0.03533
99.6,8.3,26192.78,0.10209,0.03535
99.7,8.309,26194.78,0.10222,0.03537
99.8,8.317,26189.48,0.10236,0.03539
99.9,8.325,26184.29,0.10249,0.03541
100,8.334,26180.77,0.10262,0.03542
100.1,8.342,26181.82,0.10275,0.03544
100.2,8.35,26180.84,0.10289,0.03546
100.3,8.359,26178,0.10302,0.03548
100.4,8.367,26172.82,0.10315,0.03549
100.5,8.375,26163.2,0.10328,0.0355
100.6,8.384,26165.4,0.10341,0.03552
100.7,8.392,26160.24,0.10354,0.03553
100.8,8.4,26148.71,0.10367,0.03554
100.9,8.409,26140.79,0.10379,0.03556
101,8.417,26138.06,0.10391,0.03557
101.1,8.425,26134.48,0.10404,0.03558
101.2,8.434,26122.5,0.10417,0.0356
101.3,8.442,26119.36,0.10429,0.03561
101.4,8.45,26109.71,0.10441,0.03562
101.5,8.458,26111.62,0.10453,0.03563
101.6,8.467,26093.75,0.10465,0.03564
101.7,8.475,26086.27,0.10477,0.03564
101.8,8.484,26076.97,0.10489,0.03562
101.9,8.492,26074.59,0.10502,0.03563
102,8.5,26060.42,0.10514,0.03565
102.1,8.509,26054.57,0.10526,0.03566
102.2,8.517,26050.13,0.10538,0.03567
102.3,8.525,26046.39,0.10549,0.03568
102.4,8.534,26036.86,0.10561,0.03568
102.5,8.542,26033.11,0.10572,0.0357
102.6,8.55,26031.92,0.10584,0.03571
102.7,8.559,26023.92,0.10596,0.03571
102.8,8.567,26022.35,0.10607,0.03572
102.9,8.575,26016.31,0.10619,0.03573
103,8.584,26012.8,0.1063,0.03574
103.1,8.592,26007.1,0.10642,0.03575
103.2,8.6,26005.94,0.10653,0.03575
103.3,8.609,25999.58,0.10665,0.03576
103.4,8.617,25988.64,0.10676,0.03577
103.5,8.625,25984.41,0.10687,0.03577
103.6,8.634,25982.8,0.10699,0.03578
103.7,8.642,25965.75,0.10709,0.03578
103.8,8.65,25957.12,0.10721,0.03579
103.9,8.659,25948.01,0.10732,0.0358
104,8.667,25941.18,0.10743,0.0358
104.1,8.675,25932.37,0.10754,0.03581
104.2,8.684,25920.08,0.10764,0.03581
104.3,8.692,25913.71,0.10775,0.03582
104.4,8.7,25908.78,0.10786,0.03583
104.5,8.709,25895.59,0.10798,0.03583
104.6,8.717,25888.57,0.10809,0.03583
104.7,8.725,25885.88,0.1082,0.03584
104.8,8.733,25883.71,0.10831,0.03584
104.9,8.742,25875.61,0.10841,0.03585
105,8.75,25871.29,0.10852,0.03585
105.1,8.759,25861.2,0.10862,0.03585
105.2,8.767,25859.22,0.10872,0.03586
105.3,8.775,25847.55,0.10883,0.03586
105.4,8.784,25839.98,0.10894,0.03587
105.5,8.792,25837.22,0.10904,0.03587
105.6,8.8,25827.08,0.10915,0.03587
105.7,8.809,25814.9,0.10926,0.03587
105.8,8.817,25801.35,0.10936,0.03588
105.9,8.825,25796.73,0.10946,0.03588
106,8.834,25794.09,0.10957,0.03588
106.1,8.842,25782.83,0.10968,0.03589
106.2,8.85,25774.29,0.10978,0.03589
106.3,8.859,25771.4,0.10988,0.03589
106.4,8.867,25765.14,0.10998,0.03589
106.5,8.875,25765.65,0.11009,0.0359
106.6,8.884,25761.64,0.11019,0.0359
106.7,8.892,25757.71,0.11029,0.0359
106.8,8.9,25755.66,0.11039,0.03586
106.9,8.909,25746.67,0.11049,0.03583
107,8.917,25743.88,0.11059,0.03585
107.1,8.925,25737.64,0.1107,0.03585
107.2,8.934,25733.59,0.1108,0.03585
107.3,8.942,25731.75,0.1109,0.03586
107.4,8.95,25727.29,0.111,0.03586
107.5,8.959,25726.61,0.1111,0.03586
107.6,8.967,25725.29,0.1112,0.03588
107.7,8.975,25719.15,0.11131,0.03587
107.8,8.984,25714.76,0.1114,0.03588
107.9,8.992,25711,0.1115,0.03588
108,9,25702.37,0.1116,0.03588
108.1,9.008,25693.46,0.1117,0.03589
108.2,9.017,25682.74,0.1118,0.03589
108.3,9.025,25671.81,0.1119,0.03589
108.4,9.034,25653.19,0.112,0.03589
108.5,9.042,25629.1,0.1121,0.03589
108.6,9.05,25614.18,0.1122,0.0359
108.7,9.059,25597.56,0.1123,0.0359
108.8,9.067,25580.19,0.1124,0.0359
108.9,9.075,25564.74,0.11249,0.0359
109,9.084,25552.48,0.11259,0.0359
109.1,9.092,25542.51,0.11269,0.03591
109.2,9.1,25533.43,0.11279,0.03591
109.3,9.109,25521.36,0.11289,0.03591
109.4,9.117,25511.45,0.11298,0.03591
109.5,9.125,25498.49,0.11308,0.03591
109.6,9.134,25488.95,0.11317,0.03591
109.7,9.142,25468.16,0.11327,0.03591
109.8,9.15,25456.03,0.11337,0.03591
109.9,9.159,25443.46,0.11346,0.03591
110,9.167,25412.47,0.11356,0.03591
110.1,9.175,25392.57,0.11365,0.03591
110.2,9.183,25382.69,0.11375,0.03591
110.3,9.192,25361.91,0.11385,0.03591
110.4,9.2,25347.59,0.11394,0.03591
110.5,9.209,25330.38,0.11404,0.03592
110.6,9.217,25318.28,0.11413,0.03591
110.7,9.225,25302.45,0.11423,0.03591
110.8,9.234,25293.33,0.11433,0.03592
110.9,9.242,25279.8,0.11442,0.03591
111,9.25,25257.99,0.11452,0.03592
111.1,9.259,25244.56,0.11461,0.03592
111.2,9.267,25229.26,0.1147,0.03592
111.3,9.275,25217.85,0.1148,0.03592
111.4,9.284,25214.69,0.11489,0.03592
111.5,9.292,25206.3,0.11498,0.03592
111.6,9.3,25199.02,0.11508,0.03592
111.7,9.309,25189.56,0.11517,0.03592
111.8,9.317,25182.68,0.11527,0.03592
111.9,9.325,25177.57,0.11536,0.03592
112,9.334,25171.75,0.11545,0.03592
112.1,9.342,25166.16,0.11554,0.03592
112.2,9.35,25164.12,0.11564,0.03592
112.3,9.359,25161.5,0.11573,0.03592
112.4,9.367,25161.99,0.11582,0.03592
112.5,9.375,25161.08,0.11591,0.03592
112.6,9.384,25159.31,0.116,0.03591
112.7,9.392,25152.52,0.1161,0.03591
112.8,9.4,25146.96,0.1162,0.03592
112.9,9.409,25134,0.11629,0.03591
113,9.417,25117.51,0.11638,0.03591
113.1,9.425,25100.03,0.11647,0.03591
113.2,9.434,25080.24,0.11656,0.03591
113.3,9.442,25065.95,0.11665,0.03591
113.4,9.45,25047.88,0.11674,0.03591
113.5,9.459,25032.03,0.11683,0.03591
113.6,9.467,25023,0.11693,0.03591
113.7,9.475,25008.92,0.11702,0.03591
113.8,9.484,24994.12,0.11711,0.03591
113.9,9.492,24973.01,0.1172,0.03591
114,9.5,24955.54,0.11729,0.03591
114.1,9.509,24945.6,0.11738,0.03586
114.2,9.517,24928.36,0.11747,0.03587
114.3,9.525,24910.59,0.11756,0.03587
114.4,9.534,24887.2,0.11765,0.03587
114.5,9.542,24865.23,0.11774,0.03588
114.6,9.55,24839.49,0.11783,0.03587
114.7,9.559,24814.31,0.11792,0.03588
114.8,9.567,24768.59,0.118,0.03588
114.9,9.575,24752.08,0.11809,0.03588
115,9.583,24736.55,0.11818,0.03587
115.1,9.592,24726.75,0.11827,0.03588
115.2,9.6,24719.82,0.11836,0.03587
115.3,9.609,24713.09,0.11845,0.03587
115.4,9.617,24699.41,0.11853,0.03587
115.5,9.625,24688.22,0.11862,0.03587
115.6,9.633,24680.63,0.11871,0.03587
115.7,9.642,24667.79,0.1188,0.03587
115.8,9.65,24660.86,0.11888,0.03587
115.9,9.659,24646.41,0.11897,0.03587
116,9.667,24633.73,0.11906,0.03587
116.1,9.675,24617.04,0.11915,0.03587
116.2,9.684,24613.04,0.11924,0.03587
116.3,9.692,24584.8,0.11933,0.03587
116.4,9.7,24562.31,0.11941,0.03587
116.5,9.709,24535.24,0.1195,0.03587
116.6,9.717,24508.6,0.11958,0.03587
116.7,9.725,24487.64,0.11967,0.03587
116.8,9.734,24469.86,0.11975,0.03587
116.9,9.742,24459.47,0.11984,0.03587
117,9.75,24450.35,0.11992,0.03587
117.1,9.759,24440.81,0.12001,0.03587
117.2,9.767,24428.55,0.12009,0.03587
117.3,9.775,24412.65,0.12018,0.03587
117.4,9.784,24397.56,0.12027,0.03588
117.5,9.792,24386.96,0.12035,0.03588
117.6,9.8,24380,0.12043,0.03588
117.7,9.808,24370.58,0.12052,0.03588
117.8,9.817,24361.15,0.12061,0.03588
117.9,9.825,24347.75,0.12069,0.03588
118,9.834,24329.29,0.12077,0.03588
118.1,9.842,24311.75,0.12085,0.03588
118.2,9.85,24279.74,0.12093,0.03588
118.3,9.859,24262.27,0.12102,0.03588
118.4,9.867,24252.54,0.1211,0.03588
118.5,9.875,24233.42,0.12118,0.03588
118.6,9.884,24218.51,0.12127,0.03588
118.7,9.892,24200.03,0.12135,0.03588
118.8,9.9,24187.65,0.12143,0.03588
118.9,9.909,24174.36,0.12151,0.03587
119,9.917,24165.23,0.1216,0.03587
119.1,9.925,24156.91,0.12168,0.03587
119.2,9.934,24139.29,0.12176,0.03587
119.3,9.942,24125.65,0.12184,0.03587
119.4,9.95,24104.45,0.12192,0.03587
119.5,9.959,24073.89,0.122,0.03587
119.6,9.967,24039.21,0.12208,0.03587
119.7,9.975,23997.43,0.12216,0.03587
119.8,9.983,23976.92,0.12224,0.03587
119.9,9.992,23954.49,0.12232,0.03587
120,10,23930.18,0.1224,0.03588
120.1,10.009,23903.74,0.12248,0.03588
120.2,10.017,23868.32,0.12256,0.03587
120.3,10.025,23841.61,0.12264,0.03587
120.4,10.034,23820.94,0.12271,0.03587
120.5,10.042,23802.14,0.1228,0.03587
120.6,10.05,23772.85,0.12287,0.03587
120.7,10.059,23749.92,0.12295,0.03587
120.8,10.067,23722.55,0.12303,0.03587
120.9,10.075,23688.88,0.12311,0.03587
121,10.084,23674.1,0.12319,0.03586
121.1,10.092,23669.11,0.12327,0.03586
121.2,10.1,23667.8,0.12334,0.03586
121.3,10.109,23667.88,0.12343,0.03586
121.4,10.117,23667.81,0.1235,0.03586
121.5,10.125,23667.75,0.12358,0.03587
121.6,10.134,23667.19,0.12365,0.03587
121.7,10.142,23666.83,0.12373,0.03587
121.8,10.15,23663.86,0.1238,0.03587
121.9,10.159,23656.3,0.12388,0.03587
122,10.167,23630.66,0.12396,0.03587
122.1,10.175,23602.82,0.12403,0.03587
122.2,10.184,23566.32,0.12411,0.03587
122.3,10.192,23527.49,0.12418,0.03587
122.4,10.2,23499.01,0.12426,0.03587
122.5,10.209,23468.9,0.12433,0.03586
122.6,10.217,23435.56,0.1244,0.03586
122.7,10.225,23414.08,0.12448,0.03586
122.8,10.234,23374.44,0.12455,0.03586
122.9,10.242,23349.92,0.12462,0.03586
123,10.25,23324.42,0.1247,0.03585
123.1,10.259,23295.35,0.12477,0.03585
123.2,10.267,23268,0.12484,0.03585
123.3,10.275,23226.63,0.12492,0.03585
123.4,10.284,23189.28,0.12499,0.03585
123.5,10.292,23168.56,0.12506,0.03585
123.6,10.3,23153.97,0.12513,0.03585
123.7,10.309,23134.19,0.12521,0.03585
123.8,10.317,23112.21,0.12528,0.03584
123.9,10.325,23083.24,0.12535,0.03584
124,10.334,23063.56,0.12542,0.03584
124.1,10.342,23046.88,0.12549,0.03584
124.2,10.35,23042.33,0.12557,0.03584
124.3,10.359,23034.37,0.12564,0.03584
124.4,10.367,23015.3,0.12572,0.03586
124.5,10.375,22985.66,0.12579,0.03586
124.6,10.384,22962.85,0.12586,0.03586
124.7,10.392,22953.43,0.12593,0.03586
124.8,10.4,22941.4,0.12601,0.03585
124.9,10.409,22924.74,0.12609,0.03585
125,10.417,22902.68,0.12631,0.03597
125.1,10.425,22886.16,0.12639,0.03593
125.2,10.434,22864.19,0.12647,0.03596
125.3,10.442,22830.21,0.12655,0.03597
125.4,10.45,22784.79,0.12663,0.03598
125.5,10.459,22725.32,0.1267,0.03599
125.6,10.467,22688.85,0.12677,0.036
125.7,10.475,22673.57,0.12684,0.03601
125.8,10.484,22661.63,0.12691,0.03602
125.9,10.492,22647.2,0.12698,0.03603
126,10.5,22630.29,0.12705,0.03603
126.1,10.509,22606.16,0.12711,0.03604
126.2,10.517,22584.34,0.12718,0.03605
126.3,10.525,22559.32,0.12725,0.03605
126.4,10.534,22524.01,0.12731,0.03606
126.5,10.542,22488.28,0.12739,0.03607
126.6,10.55,22449.25,0.12745,0.03607
126.7,10.559,22407.64,0.12752,0.03608
126.8,10.567,22366.71,0.12758,0.03608
126.9,10.575,22324.61,0.12764,0.03609
127,10.584,22279.45,0.1277,0.03609
127.1,10.592,22257.76,0.12777,0.0361
127.2,10.6,22244.6,0.12783,0.0361
127.3,10.609,22227.55,0.12788,0.0361
127.4,10.617,22189.37,0.12795,0.0361
127.5,10.625,22172.53,0.12801,0.0361
127.6,10.634,22167.4,0.12807,0.03611
127.7,10.642,22166.65,0.12813,0.03611
127.8,10.65,22160.49,0.12819,0.03611
127.9,10.659,22147.29,0.12824,0.03612
128,10.667,22118.63,0.1283,0.03612
128.1,10.675,22071.12,0.12835,0.03612
128.2,10.683,22004.2,0.12841,0.03612
128.3,10.692,21932.35,0.12846,0.03611
128.4,10.7,21412.12,0.12846,0.03609
128.444,10.704,9969.49,0.14155,0.03321
