Time (s),Extension (mm),Load (N),Axial Strain (mm/mm),Transverse Strain (mm/mm)
10.4,0.867,1077.9,0.00018,0.00014
10.5,0.875,1073.8,0.00018,0.00014
10.6,0.884,1076.3,0.00018,0.00014
10.7,0.892,1074.54,0.00017,0.00014
10.8,0.9,1078.42,0.00017,0.00014
10.9,0.909,1077.87,0.00018,0.00014
11,0.917,1084.77,0.00018,0.00014
11.1,0.925,1085.65,0.00018,0.00015
11.2,0.934,1086.95,0.00018,0.00015
11.3,0.942,1090.99,0.00019,0.00015
11.4,0.95,1095.08,0.00019,0.00015
11.5,0.959,1098.99,0.00019,0.00015
11.6,0.967,1103.84,0.0002,0.00016
11.7,0.975,1115.29,0.0002,0.00016
11.8,0.984,1122.96,0.00021,0.00016
11.9,0.992,1148.06,0.00021,0.00016
12,1,1161.86,0.00022,0.00016
12.1,1.009,1177.41,0.00022,0.00016
12.2,1.017,1192.04,0.00022,0.00017
12.3,1.025,1207.74,0.00022,0.00017
12.4,1.034,1219.78,0.00023,0.00017
12.5,1.042,1230.03,0.00023,0.00017
12.6,1.05,1248.23,0.00023,0.00017
12.7,1.058,1269.23,0.00024,0.00018
12.8,1.067,1282.53,0.00024,0.00018
12.9,1.075,1302.12,0.00025,0.00018
13,1.084,1319.05,0.00025,0.00018
13.1,1.092,1332.9,0.00025,0.00018
13.2,1.1,1341.93,0.00026,0.00019
13.3,1.108,1357.73,0.00026,0.00019
13.4,1.117,1375.25,0.00027,0.00019
13.5,1.125,1401.94,0.00027,0.00019
13.6,1.134,1429.05,0.00027,0.00019
13.7,1.142,1457.14,0.00028,0.0002
13.8,1.15,1487.84,0.00028,0.0002
13.9,1.159,1510.29,0.00028,0.0002
14,1.167,1525.16,0.00029,0.0002
14.1,1.175,1535.11,0.00029,0.0002
14.2,1.183,1542.37,0.0003,0.00021
14.3,1.192,1549.64,0.0003,0.00021
14.4,1.2,1557.34,0.00031,0.00021
14.5,1.209,1573.2,0.00031,0.00021
14.6,1.217,1584,0.00031,0.00021
14.7,1.225,1599.83,0.00032,0.00022
14.8,1.234,1616.3,0.00032,0.00022
14.9,1.242,1630.33,0.00033,0.00022
15,1.25,1643.09,0.00034,0.00022
15.1,1.259,1660.86,0.00034,0.00023
15.2,1.267,1679.03,0.00034,0.00023
15.3,1.275,1704.38,0.00034,0.00023
15.4,1.284,1725.58,0.00035,0.00023
15.5,1.292,1747.05,0.00035,0.00023
15.6,1.3,1763.5,0.00036,0.00024
15.7,1.308,1775.72,0.00036,0.00024
15.8,1.317,1791.4,0.00037,0.00024
15.9,1.325,1810.99,0.00037,0.00024
16,1.333,1829.64,0.00037,0.00024
16.1,1.342,1853.45,0.00038,0.00025
16.2,1.35,1864.11,0.00039,0.00025
16.3,1.358,1878.66,0.00039,0.00025
16.4,1.367,1891.41,0.0004,0.00025
16.5,1.375,1916.07,0.0004,0.00026
16.6,1.384,1940.35,0.00041,0.00026
16.7,1.392,1963.56,0.00041,0.00026
16.8,1.4,1985.68,0.00042,0.00026
16.9,1.409,2003.52,0.00042,0.00026
17,1.417,2015.4,0.00042,0.00027
17.1,1.425,2026.83,0.00043,0.00027
17.2,1.434,2036.08,0.00043,0.00027
17.3,1.442,2042.13,0.00044,0.00027
17.4,1.45,2045.81,0.00044,0.00027
17.5,1.459,2052.66,0.00044,0.00028
17.6,1.467,2054.22,0.00045,0.00028
17.7,1.475,2058.73,0.00045,0.00028
17.8,1.484,2070.89,0.00046,0.00028
17.9,1.492,2073.52,0.00046,0.00028
18,1.5,2085.99,0.00046,0.00029
18.1,1.509,2100.6,0.00047,0.00029
18.2,1.517,2123.78,0.00047,0.00029
18.3,1.525,2147.86,0.00048,0.00029
18.4,1.533,2176.94,0.00048,0.00029
18.5,1.542,2207.61,0.00048,0.0003
18.6,1.55,2231.29,0.00049,0.0003
18.7,1.559,2253.61,0.00049,0.0003
18.8,1.567,2268.44,0.00049,0.0003
18.9,1.575,2296.83,0.0005,0.0003
19,1.583,2316.23,0.0005,0.00031
19.1,1.592,2342.82,0.00051,0.00031
19.2,1.6,2367.06,0.00051,0.00031
19.3,1.609,2396.68,0.00052,0.00031
19.4,1.617,2414.55,0.00052,0.00031
19.5,1.625,2425.85,0.00053,0.00032
19.6,1.633,2442.15,0.00053,0.00032
19.7,1.642,2453.72,0.00053,0.00032
19.8,1.65,2473.23,0.00054,0.00032
19.9,1.659,2495.91,0.00055,0.00032
20,1.667,2524.87,0.00055,0.00033
20.1,1.675,2542.01,0.00056,0.00033
20.2,1.683,2557.52,0.00056,0.00033
20.3,1.692,2567.41,0.00057,0.00033
20.4,1.7,2576.58,0.00057,0.00034
20.5,1.708,2582,0.00058,0.00034
20.6,1.717,2593.21,0.00059,0.00034
20.7,1.725,2600.27,0.00059,0.00034
20.8,1.734,2610.59,0.0006,0.00035
20.9,1.742,2623.96,0.0006,0.00035
21,1.75,2639.97,0.00061,0.00035
21.1,1.759,2659.22,0.00061,0.00035
21.2,1.767,2686.09,0.00062,0.00036
21.3,1.775,2721.97,0.00063,0.00036
21.4,1.784,2751.94,0.00063,0.00036
21.5,1.792,2767.12,0.00064,0.00037
21.6,1.8,2790.69,0.00064,0.00037
21.7,1.809,2817.23,0.00065,0.00037
21.8,1.817,2852.04,0.00066,0.00038
21.9,1.825,2879.02,0.00067,0.00038
22,1.834,2906.4,0.00067,0.00038
22.1,1.842,2931.26,0.00068,0.00038
22.2,1.85,2966.3,0.00069,0.00039
22.3,1.858,3010.36,0.00069,0.00039
22.4,1.867,3056.62,0.0007,0.00039
22.5,1.875,3081.01,0.0007,0.00039
22.6,1.884,3094.68,0.00071,0.0004
22.7,1.892,3111.64,0.00072,0.0004
22.8,1.9,3120.73,0.00072,0.0004
22.9,1.908,3131.76,0.00073,0.0004
23,1.917,3142.61,0.00074,0.00041
23.1,1.925,3149.69,0.00075,0.00041
23.2,1.934,3158.09,0.00075,0.00041
23.3,1.942,3167.21,0.00076,0.00041
23.4,1.95,3186.7,0.00076,0.00042
23.5,1.958,3221.47,0.00077,0.00042
23.6,1.967,3248.43,0.00078,0.00042
23.7,1.975,3276.45,0.00078,0.00043
23.8,1.984,3301.64,0.00079,0.00043
23.9,1.992,3337.43,0.0008,0.00043
24,2,3380.97,0.00081,0.00044
24.1,2.009,3424.18,0.00082,0.00044
24.2,2.017,3451.6,0.00083,0.00044
24.3,2.025,3477.61,0.00084,0.00045
24.4,2.034,3509.86,0.00084,0.00045
24.5,2.042,3545.04,0.00085,0.00045
24.6,2.05,3570.27,0.00086,0.00046
24.7,2.059,3581.48,0.00087,0.00046
24.8,2.067,3589.49,0.00088,0.00046
24.9,2.075,3599.37,0.00088,0.00046
25,2.083,3616.87,0.00089,0.00047
25.1,2.092,3643.94,0.0009,0.00047
25.2,2.1,3687.38,0.00091,0.00048
25.3,2.109,3725.98,0.00092,0.00048
25.4,2.117,3777.84,0.00093,0.00048
25.5,2.125,3821.2,0.00093,0.00048
25.6,2.134,3841.32,0.00094,0.00049
25.7,2.142,3865.37,0.00095,0.00049
25.8,2.15,3896.98,0.00096,0.0005
25.9,2.158,3921.34,0.00097,0.0005
26,2.167,3944.57,0.00098,0.0005
26.1,2.175,3973.35,0.00099,0.00051
26.2,2.184,4016.52,0.00099,0.00051
26.3,2.192,4066.03,0.001,0.00051
26.4,2.2,4099.86,0.00101,0.00052
26.5,2.209,4129.72,0.00102,0.00052
26.6,2.217,4145.61,0.00103,0.00052
26.7,2.225,4157.27,0.00104,0.00053
26.8,2.234,4162.48,0.00105,0.00053
26.9,2.242,4168.62,0.00106,0.00053
27,2.25,4192.76,0.00107,0.00054
27.1,2.259,4230.15,0.00107,0.00054
27.2,2.267,4276.62,0.00108,0.00054
27.3,2.275,4307.06,0.00109,0.00055
27.4,2.284,4326.36,0.0011,0.00055
27.5,2.292,4355.93,0.00111,0.00055
27.6,2.3,4400.07,0.00112,0.00056
27.7,2.308,4446.86,0.00112,0.00056
27.8,2.317,4487.84,0.00114,0.00056
27.9,2.325,4524.28,0.00114,0.00057
28,2.334,4558.95,0.00115,0.00057
28.1,2.342,4599.46,0.00116,0.00057
28.2,2.35,4616.82,0.00117,0.00058
28.3,2.359,4627.91,0.00118,0.00058
28.4,2.367,4641.23,0.00119,0.00058
28.5,2.375,4650.58,0.0012,0.00059
28.6,2.383,4657.87,0.0012,0.00059
28.7,2.392,4667.3,0.00122,0.00059
28.8,2.4,4680.66,0.00122,0.0006
28.9,2.409,4725.31,0.00123,0.0006
29,2.417,4794.13,0.00124,0.00061
29.1,2.425,4852.58,0.00125,0.00061
29.2,2.433,4883.8,0.00126,0.00061
29.3,2.442,4910.89,0.00127,0.00062
29.4,2.45,4947.51,0.00127,0.00062
29.5,2.459,4976.85,0.00128,0.00062
29.6,2.467,5003.18,0.00129,0.00063
29.7,2.475,5036.39,0.0013,0.00063
29.8,2.483,5076.01,0.00131,0.00063
29.9,2.492,5105.34,0.00132,0.00064
30,2.5,5126.92,0.00133,0.00064
30.1,2.509,5149.67,0.00134,0.00064
30.2,2.517,5167.35,0.00134,0.00065
30.3,2.525,5186.93,0.00135,0.00065
30.4,2.533,5202.25,0.00136,0.00065
30.5,2.542,5217.6,0.00137,0.00066
30.6,2.55,5245.97,0.00138,0.00066
30.7,2.559,5286.85,0.00139,0.00066
30.8,2.567,5319.73,0.0014,0.00067
30.9,2.575,5343.11,0.00141,0.00067
31,2.584,5372.38,0.00142,0.00067
31.1,2.592,5411.02,0.00142,0.00068
31.2,2.6,5448.05,0.00143,0.00068
31.3,2.608,5493.3,0.00144,0.00069
31.4,2.617,5536.91,0.00145,0.00069
31.5,2.625,5600.34,0.00146,0.00069
31.6,2.634,5648.32,0.00147,0.0007
31.7,2.642,5666.11,0.00148,0.0007
31.8,2.65,5681.82,0.00149,0.0007
31.9,2.658,5696.15,0.0015,0.00071
32,2.667,5710.73,0.00151,0.00071
32.1,2.675,5719.22,0.00152,0.00071
32.2,2.684,5728.71,0.00153,0.00072
32.3,2.692,5756.09,0.00154,0.00072
32.4,2.7,5812.34,0.00155,0.00072
32.5,2.709,5856.89,0.00155,0.00073
32.6,2.717,5888.59,0.00156,0.00073
32.7,2.725,5924.79,0.00158,0.00074
32.8,2.734,5965.55,0.00158,0.00074
32.9,2.742,5995.31,0.00159,0.00074
33,2.75,6020.56,0.0016,0.00075
33.1,2.759,6060.7,0.00161,0.00075
33.2,2.767,6103.85,0.00162,0.00075
33.3,2.775,6129.38,0.00163,0.00076
33.4,2.784,6144.58,0.00164,0.00076
33.5,2.792,6163.09,0.00165,0.00077
33.6,2.8,6193.33,0.00166,0.00077
33.7,2.808,6220.13,0.00167,0.00077
33.8,2.817,6249.67,0.00168,0.00078
33.9,2.825,6293.35,0.00169,0.00078
34,2.834,6343.36,0.0017,0.00078
34.1,2.842,6389.36,0.00171,0.00079
34.2,2.85,6423.53,0.00172,0.00079
34.3,2.859,6451.27,0.00173,0.00079
34.4,2.867,6490.51,0.00174,0.0008
34.5,2.875,6523.89,0.00175,0.0008
34.6,2.884,6563.44,0.00176,0.00081
34.7,2.892,6605.8,0.00177,0.00081
34.8,2.9,6647.02,0.00178,0.00081
34.9,2.909,6663.71,0.00179,0.00082
35,2.917,6672.58,0.0018,0.00082
35.1,2.925,6684.82,0.00181,0.00082
35.2,2.934,6704.08,0.00182,0.00083
35.3,2.942,6718.85,0.00183,0.00083
35.4,2.95,6729.34,0.00184,0.00084
35.5,2.959,6754.54,0.00185,0.00084
35.6,2.967,6806.34,0.00186,0.00084
35.7,2.975,6869.64,0.00187,0.00085
35.8,2.983,6915.22,0.00188,0.00085
35.9,2.992,6953.83,0.00189,0.00085
36,3,7004.8,0.0019,0.00086
36.1,3.008,7038.6,0.00191,0.00086
36.2,3.017,7086.53,0.00192,0.00086
36.3,3.025,7153.19,0.00193,0.00087
36.4,3.034,7210.33,0.00194,0.00087
36.5,3.042,7222.38,0.00195,0.00088
36.6,3.05,7234.18,0.00196,0.00088
36.7,3.059,7246.17,0.00197,0.00088
36.8,3.067,7258.94,0.00198,0.00089
36.9,3.075,7276.13,0.00198,0.00089
37,3.084,7293.03,0.002,0.00089
37.1,3.092,7319.34,0.002,0.0009
37.2,3.1,7353.28,0.00202,0.0009
37.3,3.108,7387.32,0.00203,0.00091
37.4,3.117,7415.25,0.00204,0.00091
37.5,3.125,7458.2,0.00204,0.00091
37.6,3.134,7499.4,0.00206,0.00092
37.7,3.142,7520.34,0.00207,0.00092
37.8,3.15,7552.15,0.00208,0.00092
37.9,3.159,7621.12,0.00209,0.00093
38,3.167,7679.6,0.0021,0.00093
38.1,3.175,7719.21,0.00211,0.00094
38.2,3.184,7737.39,0.00212,0.00094
38.3,3.192,7751.29,0.00212,0.00094
38.4,3.2,7778.07,0.00214,0.00095
38.5,3.208,7806,0.00215,0.00095
38.6,3.217,7841.55,0.00216,0.00096
38.7,3.225,7892.97,0.00217,0.00096
38.8,3.233,7950.07,0.00218,0.00096
38.9,3.242,7987.22,0.00219,0.00097
39,3.25,8021.86,0.0022,0.00097
39.1,3.258,8054.83,0.00221,0.00098
39.2,3.267,8074.8,0.00223,0.00098
39.3,3.275,8099.86,0.00223,0.00098
39.4,3.283,8139.85,0.00225,0.00099
39.5,3.292,8166.73,0.00226,0.00099
39.6,3.3,8187.76,0.00227,0.00099
39.7,3.309,8208.79,0.00228,0.001
39.8,3.317,8235.02,0.00229,0.001
39.9,3.325,8267.94,0.0023,0.00101
40,3.334,8291,0.00231,0.00101
40.1,3.342,8345.56,0.00232,0.00101
40.2,3.35,8403.54,0.00233,0.00102
40.3,3.358,8441.85,0.00234,0.00102
40.4,3.367,8487.75,0.00235,0.00103
40.5,3.375,8556.24,0.00237,0.00103
40.6,3.383,8606.59,0.00237,0.00103
40.7,3.392,8650.94,0.00239,0.00104
40.8,3.4,8698.12,0.0024,0.00104
40.9,3.409,8750.6,0.00241,0.00105
41,3.417,8779.75,0.00242,0.00105
41.1,3.425,8783.35,0.00243,0.00106
41.2,3.433,8783.86,0.00244,0.00106
41.3,3.442,8784.15,0.00246,0.00106
41.4,3.45,8787.2,0.00247,0.00107
41.5,3.459,8819.05,0.00248,0.00107
41.6,3.467,8874.96,0.00249,0.00108
41.7,3.475,8919.27,0.0025,0.00108
41.8,3.484,8973.11,0.00251,0.00109
41.9,3.492,9030.5,0.00252,0.00109
42,3.5,9084.26,0.00254,0.00109
42.1,3.508,9132.79,0.00255,0.0011
42.2,3.517,9209.58,0.00256,0.0011
42.3,3.525,9252.43,0.00257,0.00111
42.4,3.534,9276,0.00258,0.00111
42.5,3.542,9294.32,0.00259,0.00112
42.6,3.55,9332.45,0.00261,0.00112
42.7,3.558,9371.38,0.00261,0.00112
42.8,3.567,9411.73,0.00263,0.00113
42.9,3.575,9461.84,0.00264,0.00113
43,3.583,9492.16,0.00265,0.00114
43.1,3.592,9509.73,0.00266,0.00114
43.2,3.6,9541.06,0.00267,0.00114
43.3,3.608,9567.27,0.00269,0.00115
43.4,3.617,9591.82,0.0027,0.00115
43.5,3.625,9637.8,0.00271,0.00116
43.6,3.634,9706.74,0.00272,0.00116
43.7,3.642,9753.62,0.00273,0.00117
43.8,3.65,9784.89,0.00274,0.00117
43.9,3.658,9800.96,0.00276,0.00118
44,3.667,9823.47,0.00277,0.00118
44.1,3.675,9859.3,0.00278,0.00118
44.2,3.683,9925.16,0.00279,0.00119
44.3,3.692,9983.18,0.0028,0.00119
44.4,3.7,10027.28,0.00281,0.0012
44.5,3.709,10095.12,0.00283,0.0012
44.6,3.717,10168.61,0.00284,0.00121
44.7,3.725,10203.63,0.00285,0.00121
44.8,3.733,10246.3,0.00286,0.00121
44.9,3.742,10279.51,0.00288,0.00122
45,3.75,10288.89,0.00289,0.00122
45.1,3.758,10288.9,0.0029,0.00123
45.2,3.767,10289.22,0.00291,0.00123
45.3,3.775,10295.08,0.00292,0.00124
45.4,3.783,10327.96,0.00294,0.00124
45.5,3.792,10414.81,0.00295,0.00124
45.6,3.8,10487.86,0.00297,0.00125
45.7,3.809,10524.87,0.00298,0.00125
45.8,3.817,10580.5,0.00299,0.00126
45.9,3.825,10641.02,0.003,0.00126
46,3.833,10681.99,0.00301,0.00127
46.1,3.842,10743.59,0.00302,0.00127
46.2,3.85,10809.66,0.00304,0.00128
46.3,3.859,10850.75,0.00305,0.00128
46.4,3.867,10882.48,0.00306,0.00128
46.5,3.875,10898.27,0.00307,0.00129
46.6,3.884,10905.23,0.00308,0.00129
46.7,3.892,10921.72,0.0031,0.0013
46.8,3.9,10977.49,0.00311,0.0013
46.9,3.909,11002.43,0.00312,0.00131
47,3.917,11028.65,0.00314,0.00131
47.1,3.925,11084.15,0.00315,0.00132
47.2,3.934,11131.3,0.00316,0.00132
47.3,3.942,11198.15,0.00317,0.00133
47.4,3.95,11274.62,0.00319,0.00133
47.5,3.958,11315.48,0.0032,0.00133
47.6,3.967,11344.97,0.00321,0.00134
47.7,3.975,11371.45,0.00323,0.00134
47.8,3.983,11399.06,0.00324,0.00135
47.9,3.992,11433.74,0.00325,0.00135
48,4,11507.32,0.00327,0.00136
48.1,4.008,11578.68,0.00327,0.00136
48.2,4.017,11625.58,0.00329,0.00137
48.3,4.025,11672.53,0.0033,0.00137
48.4,4.034,11697.41,0.00331,0.00138
48.5,4.042,11724.07,0.00333,0.00138
48.6,4.05,11769.25,0.00334,0.00138
48.7,4.059,11786.99,0.00335,0.00139
48.8,4.067,11803.23,0.00336,0.00139
48.9,4.075,11833.26,0.00338,0.0014
49,4.084,11868.25,0.00339,0.0014
49.1,4.092,11911.96,0.0034,0.00141
49.2,4.1,11978.03,0.00342,0.00141
49.3,4.108,12044.6,0.00343,0.00142
49.4,4.117,12083.54,0.00344,0.00142
49.5,4.125,12153.2,0.00345,0.00142
49.6,4.133,12214.4,0.00347,0.00143
49.7,4.142,12272.29,0.00348,0.00143
49.8,4.15,12336.13,0.00349,0.00144
49.9,4.159,12373.71,0.00351,0.00144
50,4.167,12391.24,0.00351,0.00145
50.1,4.175,12405.13,0.00353,0.00145
50.2,4.183,12409.28,0.00354,0.00146
50.3,4.192,12415.53,0.00355,0.00146
50.4,4.2,12461.1,0.00356,0.00147
50.5,4.209,12526.7,0.00358,0.00147
50.6,4.217,12564.72,0.00359,0.00148
50.7,4.225,12605.42,0.0036,0.00148
50.8,4.234,12656.59,0.00361,0.00148
50.9,4.242,12716.61,0.00362,0.00149
51,4.25,12801.06,0.00364,0.00149
51.1,4.259,12855.57,0.00365,0.0015
51.2,4.267,12874.73,0.00367,0.0015
51.3,4.275,12905.21,0.00368,0.00151
51.4,4.283,12938.18,0.00369,0.00151
51.5,4.292,12967.37,0.0037,0.00151
51.6,4.3,13003.43,0.00371,0.00152
51.7,4.308,13077.65,0.00373,0.00152
51.8,4.317,13117.42,0.00374,0.00153
51.9,4.325,13156.58,0.00375,0.00153
52,4.333,13189.23,0.00377,0.00154
52.1,4.342,13215.99,0.00378,0.00154
52.2,4.35,13283.62,0.00379,0.00155
52.3,4.358,13342.42,0.00381,0.00155
52.4,4.367,13360.18,0.00382,0.00156
52.5,4.375,13376.76,0.00383,0.00156
52.6,4.384,13410.6,0.00384,0.00157
52.7,4.392,13446.48,0.00385,0.00157
52.8,4.4,13495.57,0.00387,0.00157
52.9,4.409,13576.18,0.00388,0.00158
53,4.417,13635.96,0.00389,0.00158
53.1,4.425,13696.9,0.0039,0.00159
53.2,4.434,13746.31,0.00392,0.00159
53.3,4.442,13776.49,0.00393,0.0016
53.4,4.45,13834.32,0.00394,0.0016
53.5,4.458,13884.98,0.00395,0.00161
53.6,4.467,13906.5,0.00397,0.00161
53.7,4.475,13922.75,0.00398,0.00162
53.8,4.483,13944.09,0.00399,0.00162
53.9,4.492,13967.16,0.00401,0.00162
54,4.5,14018.03,0.00402,0.00163
54.1,4.508,14070.57,0.00403,0.00163
54.2,4.517,14116.49,0.00405,0.00164
54.3,4.525,14181.73,0.00406,0.00164
54.4,4.534,14240.12,0.00408,0.00165
54.5,4.542,14304.71,0.00408,0.00165
54.6,4.55,14382.62,0.0041,0.00166
54.7,4.558,14429.78,0.00411,0.00166
54.8,4.567,14449.86,0.00413,0.00167
54.9,4.575,14461.83,0.00414,0.00167
55,4.583,14473.97,0.00415,0.00168
55.1,4.592,14519.57,0.00417,0.00168
55.2,4.6,14587.69,0.00418,0.00169
55.3,4.609,14633.11,0.0042,0.00169
55.4,4.617,14700.41,0.00421,0.0017
55.5,4.625,14756.67,0.00422,0.0017
55.6,4.633,14795.51,0.00424,0.0017
55.7,4.642,14860.32,0.00425,0.00171
55.8,4.65,14893.3,0.00427,0.00171
55.9,4.659,14918.57,0.00428,0.00172
56,4.667,14962.15,0.00429,0.00172
56.1,4.675,15013.86,0.00431,0.00173
56.2,4.683,15068.09,0.00432,0.00173
56.3,4.692,15135.99,0.00434,0.00174
56.4,4.7,15174.4,0.00435,0.00174
56.5,4.709,15222.03,0.00436,0.00175
56.6,4.717,15263.38,0.00438,0.00175
56.7,4.725,15306.06,0.00439,0.00176
56.8,4.733,15389.53,0.0044,0.00176
56.9,4.742,15450.58,0.00442,0.00177
57,4.75,15471.91,0.00443,0.00177
57.1,4.759,15483.43,0.00445,0.00178
57.2,4.767,15501.24,0.00446,0.00178
57.3,4.775,15547.96,0.00447,0.00179
57.4,4.784,15608.61,0.00449,0.00179
57.5,4.792,15648.77,0.0045,0.0018
57.6,4.8,15724.76,0.00451,0.0018
57.7,4.809,15807.54,0.00453,0.00181
57.8,4.817,15853.18,0.00454,0.00181
57.9,4.825,15920.36,0.00455,0.00182
58,4.834,15955.49,0.00457,0.00182
58.1,4.842,15968.84,0.00458,0.00183
58.2,4.85,15979.88,0.0046,0.00183
58.3,4.858,16010.32,0.00461,0.00184
58.4,4.867,16075.85,0.00463,0.00184
58.5,4.875,16171.77,0.00464,0.00185
58.6,4.883,16209.9,0.00465,0.00185
58.7,4.892,16255.55,0.00466,0.00186
58.8,4.9,16302.13,0.00468,0.00186
58.9,4.908,16340.59,0.00469,0.00187
59,4.917,16412.55,0.0047,0.00187
59.1,4.925,16473.33,0.00472,0.00187
59.2,4.934,16507.02,0.00473,0.00188
59.3,4.942,16532.12,0.00475,0.00188
59.4,4.95,16542.81,0.00476,0.00189
59.5,4.959,16579.81,0.00477,0.0019
59.6,4.967,16651.71,0.00479,0.0019
59.7,4.975,16690.44,0.0048,0.0019
59.8,4.984,16750.67,0.00482,0.00191
59.9,4.992,16824.37,0.00483,0.00191
60,5,16887.53,0.00484,0.00192
60.1,5.009,16958.81,0.00486,0.00192
60.2,5.017,16999.41,0.00487,0.00193
60.3,5.025,17022.82,0.00488,0.00193
60.4,5.034,17037.82,0.0049,0.00194
60.5,5.042,17052.1,0.00491,0.00194
60.6,5.05,17117.45,0.00493,0.00195
60.7,5.059,17190.92,0.00494,0.00195
60.8,5.067,17244.58,0.00496,0.00196
60.9,5.075,17302.14,0.00497,0.00196
61,5.083,17338.42,0.00499,0.00197
61.1,5.092,17396.17,0.005,0.00197
61.2,5.1,17454.58,0.00502,0.00198
61.3,5.108,17482.23,0.00503,0.00198
