Time (s),Extension (mm),Load (N),Axial Strain (mm/mm),Transverse Strain (mm/mm)
7.2,0.6,2817.7,0.00121,0.00011
7.3,0.608,2903.27,0.00122,0.00011
7.4,0.617,2970.97,0.00123,0.00011
7.5,0.625,3008.42,0.00124,0.00011
7.6,0.633,3037.03,0.00126,0.00011
7.7,0.642,3060.55,0.00127,0.00012
7.8,0.65,3111.76,0.00129,0.00012
7.9,0.658,3159.44,0.00129,0.00012
8,0.667,3224.54,0.00131,0.00012
8.1,0.675,3312.14,0.00132,0.00012
8.2,0.684,3369.58,0.00133,0.00013
8.3,0.692,3434.14,0.00135,0.00013
8.4,0.7,3477.71,0.00136,0.00013
8.5,0.708,3498.94,0.00137,0.00013
8.6,0.717,3550.9,0.00138,0.00013
8.7,0.725,3640.05,0.00139,0.00014
8.8,0.734,3732.23,0.00141,0.00014
8.9,0.742,3780.27,0.00142,0.00014
9,0.75,3834.22,0.00144,0.00014
9.1,0.758,3909.73,0.00144,0.00014
9.2,0.767,4003.77,0.00146,0.00015
9.3,0.775,4046.59,0.00147,0.00015
9.4,0.783,4062.57,0.00148,0.00015
9.5,0.792,4108.2,0.0015,0.00015
9.6,0.8,4192.09,0.00151,0.00016
9.7,0.809,4249.96,0.00152,0.00016
9.8,0.817,4353.81,0.00153,0.00016
9.9,0.825,4430.77,0.00155,0.00016
10,0.833,4508.03,0.00156,0.00017
10.1,0.842,4540.05,0.00157,0.00017
10.2,0.85,4559.32,0.00159,0.00017
10.3,0.859,4591.57,0.0016,0.00017
10.4,0.867,4723.43,0.00161,0.00017
10.5,0.875,4813.32,0.00162,0.00018
10.6,0.883,4875.74,0.00164,0.00018
10.7,0.892,4958.73,0.00165,0.00018
10.8,0.9,5026.43,0.00166,0.00019
10.9,0.909,5074.19,0.00168,0.00019
11,0.917,5110.78,0.00169,0.00019
11.1,0.925,5188.02,0.0017,0.00019
11.2,0.933,5248.64,0.00172,0.0002
11.3,0.942,5338.74,0.00173,0.0002
11.4,0.95,5435.11,0.00174,0.0002
11.5,0.958,5545.5,0.00176,0.00021
11.6,0.967,5589.04,0.00177,0.00021
11.7,0.975,5616.58,0.00178,0.00021
11.8,0.983,5658.37,0.0018,0.00021
11.9,0.992,5770.84,0.00181,0.00022
12,1,5853.41,0.00183,0.00022
12.1,1.008,5923.37,0.00184,0.00022
12.2,1.017,6010.1,0.00185,0.00022
12.3,1.025,6053.31,0.00187,0.00023
12.4,1.034,6115.02,0.00188,0.00023
12.5,1.042,6195.77,0.00189,0.00023
12.6,1.05,6300.19,0.00191,0.00024
12.7,1.058,6379.24,0.00192,0.00024
12.8,1.067,6462.58,0.00194,0.00024
12.9,1.075,6548.43,0.00195,0.00025
13,1.084,6578.34,0.00197,0.00025
13.1,1.092,6616.96,0.00198,0.00025
13.2,1.1,6666.19,0.00199,0.00025
13.3,1.108,6804.66,0.00201,0.00026
13.4,1.117,6893.37,0.00202,0.00026
13.5,1.125,7024.63,0.00204,0.00026
13.6,1.133,7120.79,0.00205,0.00027
13.7,1.142,7140.77,0.00206,0.00027
13.8,1.15,7181.11,0.00208,0.00028
13.9,1.158,7263.24,0.00209,0.00028
14,1.167,7327.77,0.00211,0.00028
14.1,1.175,7413.05,0.00212,0.00029
14.2,1.183,7514.54,0.00213,0.00029
14.3,1.192,7629.42,0.00215,0.00029
14.4,1.2,7672.74,0.00217,0.0003
14.5,1.209,7731.9,0.00218,0.0003
14.6,1.217,7865.68,0.00219,0.0003
14.7,1.225,7946.04,0.00221,0.00031
14.8,1.233,7997.92,0.00222,0.00031
14.9,1.242,8073.32,0.00224,0.00031
15,1.25,8122.59,0.00225,0.00032
15.1,1.258,8200.86,0.00227,0.00032
15.2,1.267,8297.61,0.00228,0.00032
15.3,1.275,8405.46,0.0023,0.00033
15.4,1.283,8533.48,0.00231,0.00033
15.5,1.292,8622.62,0.00233,0.00034
15.6,1.3,8681.53,0.00234,0.00034
15.7,1.308,8684.65,0.00235,0.00034
15.8,1.317,8745.08,0.00237,0.00035
15.9,1.325,8854.85,0.00239,0.00035
16,1.333,8975.89,0.0024,0.00035
16.1,1.342,9114.74,0.00242,0.00036
16.2,1.35,9180.6,0.00243,0.00036
16.3,1.359,9248.93,0.00245,0.00037
16.4,1.367,9349.39,0.00246,0.00037
16.5,1.375,9405.12,0.00248,0.00037
16.6,1.384,9473.68,0.00249,0.00038
16.7,1.392,9556.98,0.00251,0.00038
16.8,1.4,9667.36,0.00252,0.00038
16.9,1.409,9716.31,0.00254,0.00039
17,1.417,9801.43,0.00255,0.00039
17.1,1.425,9935.48,0.00257,0.0004
17.2,1.434,10066.56,0.00259,0.0004
17.3,1.442,10167.61,0.0026,0.0004
17.4,1.45,10189.02,0.00262,0.00041
17.5,1.458,10193.17,0.00263,0.00041
17.6,1.467,10298.96,0.00265,0.00042
17.7,1.475,10422.88,0.00266,0.00042
17.8,1.483,10546.6,0.00268,0.00042
17.9,1.492,10664.62,0.00269,0.00043
18,1.5,10760.72,0.00271,0.00043
18.1,1.508,10801.1,0.00273,0.00044
18.2,1.517,10855.72,0.00274,0.00044
18.3,1.525,10935.52,0.00276,0.00044
18.4,1.533,11040.24,0.00278,0.00045
18.5,1.542,11180.61,0.0028,0.00045
18.6,1.55,11252.07,0.00282,0.00045
18.7,1.558,11315.19,0.00288,0.00046
18.8,1.567,11447.9,0.00289,0.00046
18.9,1.575,11556.31,0.00291,0.00047
19,1.584,11617.01,0.00293,0.00047
19.1,1.592,11685.04,0.00294,0.00047
19.2,1.6,11732.9,0.00296,0.00048
19.3,1.608,11824.72,0.00297,0.00048
19.4,1.617,11952.86,0.00299,0.00049
19.5,1.625,12088.92,0.00301,0.00049
19.6,1.633,12231.09,0.00303,0.0005
19.7,1.642,12285.65,0.00304,0.0005
19.8,1.65,12310.24,0.00306,0.0005
19.9,1.659,12397.3,0.00307,0.00051
20,1.667,12474.77,0.00309,0.00051
20.1,1.675,12587.5,0.00311,0.00052
20.2,1.683,12741.67,0.00312,0.00052
20.3,1.692,12797.42,0.00313,0.00053
20.4,1.7,12867.27,0.00316,0.00053
20.5,1.708,12994.42,0.00317,0.00053
20.6,1.717,13069.68,0.00319,0.00054
20.7,1.725,13159.32,0.00321,0.00054
20.8,1.733,13263.15,0.00322,0.00055
20.9,1.742,13316.39,0.00324,0.00055
21,1.75,13424.77,0.00326,0.00056
21.1,1.758,13554.66,0.00328,0.00056
21.2,1.767,13659.93,0.00329,0.00056
21.3,1.775,13757.2,0.00331,0.00057
21.4,1.784,13819.68,0.00333,0.00057
21.5,1.792,13866.92,0.00335,0.00058
21.6,1.8,13968.09,0.00337,0.00058
21.7,1.809,14077.94,0.00338,0.00059
21.8,1.817,14213.08,0.0034,0.00059
21.9,1.825,14330.73,0.00342,0.00059
22,1.833,14365.06,0.00344,0.0006
22.1,1.842,14454.18,0.00346,0.0006
22.2,1.85,14546.52,0.00347,0.00061
22.3,1.858,14666.74,0.00349,0.00061
22.4,1.867,14756.7,0.00351,0.00062
22.5,1.875,14835.41,0.00353,0.00062
22.6,1.884,14923.62,0.00355,0.00063
22.7,1.892,15046.29,0.00356,0.00063
22.8,1.9,15137.43,0.00359,0.00064
22.9,1.908,15245.05,0.0036,0.00064
23,1.917,15365.2,0.00362,0.00065
23.1,1.925,15391.02,0.00364,0.00065
23.2,1.934,15483.84,0.00366,0.00066
23.3,1.942,15582.14,0.00368,0.00066
23.4,1.95,15734.8,0.0037,0.00067
23.5,1.958,15842.34,0.00372,0.00067
23.6,1.967,15877.54,0.00374,0.00068
23.7,1.975,15949.32,0.00376,0.00068
23.8,1.983,16101.05,0.00378,0.00069
23.9,1.992,16192.24,0.0038,0.0007
24,2,16305.97,0.00382,0.0007
24.1,2.008,16408.14,0.00384,0.00071
24.2,2.017,16445.37,0.00387,0.00071
24.3,2.025,16546.89,0.00388,0.00072
24.4,2.034,16654.91,0.00391,0.00072
24.5,2.042,16779.85,0.00392,0.00073
24.6,2.05,16895.2,0.00395,0.00074
24.7,2.058,16938.9,0.00397,0.00074
24.8,2.067,16996.54,0.00399,0.00075
24.9,2.075,17135.02,0.00401,0.00075
25,2.083,17235.54,0.00403,0.00076
25.1,2.092,17348.42,0.00406,0.00076
25.2,2.1,17412.34,0.00408,0.00077
25.3,2.108,17513.15,0.0041,0.00078
25.4,2.117,17621.26,0.00412,0.00078
25.5,2.125,17730.48,0.00415,0.00079
25.6,2.133,17834.25,0.00417,0.0008
25.7,2.142,17925.45,0.00419,0.0008
25.8,2.15,17950.82,0.00421,0.00081
25.9,2.159,18056.61,0.00423,0.00082
26,2.167,18183.32,0.00426,0.00082
26.1,2.175,18310.59,0.00429,0.00083
26.2,2.183,18437.1,0.00431,0.00084
26.3,2.192,18469.74,0.00433,0.00084
26.4,2.2,18522.94,0.00436,0.00085
26.5,2.209,18632.72,0.00439,0.00086
26.6,2.217,18731.74,0.00441,0.00086
26.7,2.225,18845.98,0.00443,0.00087
26.8,2.233,18965.73,0.00446,0.00088
26.9,2.242,19027.29,0.00449,0.00089
27,2.25,19138.73,0.00452,0.0009
27.1,2.258,19239.35,0.00454,0.0009
27.2,2.267,19304.58,0.00457,0.00091
27.3,2.275,19419.15,0.0046,0.00092
27.4,2.284,19481,0.00463,0.00093
27.5,2.292,19546.53,0.00466,0.00094
27.6,2.3,19674.87,0.00469,0.00095
27.7,2.308,19807.44,0.00471,0.00096
27.8,2.317,19902.67,0.00475,0.00096
27.9,2.325,19996.96,0.00477,0.00097
28,2.333,20002.49,0.00481,0.00098
28.1,2.342,20041.96,0.00483,0.00099
28.2,2.35,20179.08,0.00487,0.001
28.3,2.358,20312.62,0.0049,0.00101
28.4,2.367,20436.34,0.00494,0.00102
28.5,2.375,20530.61,0.00497,0.00103
28.6,2.384,20603.83,0.005,0.00104
28.7,2.392,20675.26,0.00504,0.00105
28.8,2.4,20728.73,0.00507,0.00106
28.9,2.408,20804.67,0.0051,0.00107
29,2.417,20937.04,0.00514,0.00108
29.1,2.425,21007.21,0.00518,0.00109
29.2,2.433,21065.17,0.00522,0.0011
29.3,2.442,21151.28,0.00525,0.00111
29.4,2.45,21272.89,0.00529,0.00112
29.5,2.458,21380.55,0.00533,0.00113
29.6,2.467,21460.6,0.00537,0.00115
29.7,2.475,21502.29,0.00541,0.00116
29.8,2.484,21508.92,0.00545,0.00117
29.9,2.492,21566.23,0.00549,0.00118
30,2.5,21710.98,0.00554,0.00119
30.1,2.508,21797.86,0.00558,0.00121
30.2,2.517,21896.06,0.00562,0.00122
30.3,2.525,22019.05,0.00567,0.00124
30.4,2.533,22107.56,0.00572,0.00125
30.5,2.542,22124.56,0.00576,0.00126
30.6,2.55,22131.31,0.00581,0.00128
30.7,2.559,22200.13,0.00586,0.0013
30.8,2.567,22254.75,0.0059,0.00131
30.9,2.575,22349.28,0.00596,0.00133
31,2.583,22433.81,0.00601,0.00134
31.1,2.592,22523.4,0.00606,0.00136
31.2,2.6,22573.65,0.00612,0.00138
31.3,2.608,22615.64,0.00617,0.00141
31.4,2.617,22650.04,0.00622,0.00144
31.5,2.625,22744.99,0.00628,0.00147
31.6,2.633,22818.37,0.00634,0.0015
31.7,2.642,22871.57,0.00639,0.00154
31.8,2.65,22912.3,0.00645,0.00157
31.9,2.658,22933.53,0.00651,0.00161
32,2.667,22983.45,0.00658,0.00164
32.1,2.675,23008.5,0.00664,0.00168
32.2,2.683,23040.79,0.0067,0.00172
32.3,2.692,23075.8,0.00677,0.00176
32.4,2.7,23116.96,0.00683,0.00181
32.5,2.708,23154.74,0.00689,0.00186
32.6,2.717,23216.97,0.00696,0.00191
32.7,2.725,23280.49,0.00703,0.00196
32.8,2.734,23328.8,0.0071,0.00202
32.9,2.742,23382.03,0.00717,0.00208
33,2.75,23437.78,0.00724,0.00214
33.1,2.759,23477.62,0.00731,0.00221
33.2,2.767,23523.26,0.00738,0.00228
33.3,2.775,23580.42,0.00746,0.00235
33.4,2.784,23610.69,0.00753,0.00242
33.5,2.792,23622.09,0.00761,0.00249
33.6,2.8,23624.33,0.00769,0.00255
33.7,2.808,23626.21,0.00777,0.00262
33.8,2.817,23627.03,0.00785,0.00268
33.9,2.825,23629.57,0.00794,0.00274
34,2.834,23635.95,0.00802,0.0028
34.1,2.842,23661.83,0.0081,0.00286
34.2,2.85,23698.84,0.00818,0.00291
34.3,2.858,23738.43,0.00828,0.00297
34.4,2.867,23756.17,0.00836,0.00303
34.5,2.875,23768.04,0.00845,0.00309
34.6,2.884,23793.8,0.00854,0.00316
34.7,2.892,23822.31,0.00862,0.00324
34.8,2.9,23856.94,0.00872,0.00331
34.9,2.909,23894.6,0.00881,0.00339
35,2.917,23922.76,0.0089,0.00346
35.1,2.925,23944.78,0.00899,0.00353
35.2,2.934,23966.12,0.00909,0.0036
35.3,2.942,23993.38,0.00919,0.00368
35.4,2.95,24023.13,0.00928,0.00376
35.5,2.959,24055.52,0.00938,0.00383
35.6,2.967,24077.48,0.00948,0.0039
35.7,2.975,24093.85,0.00958,0.00397
35.8,2.983,24102.12,0.00968,0.00404
35.9,2.992,24114.5,0.00978,0.00412
36,3,24125.53,0.00988,0.00419
36.1,3.009,24135.19,0.00999,0.00427
36.2,3.017,24146.57,0.01009,0.00435
36.3,3.025,24156.22,0.01019,0.00444
36.4,3.033,24172.1,0.0103,0.00452
36.5,3.042,24179.84,0.01041,0.00459
36.6,3.05,24188.16,0.01051,0.00467
36.7,3.059,24190.92,0.01062,0.00475
36.8,3.067,24198.68,0.01073,0.00484
36.9,3.075,24206.46,0.01085,0.00493
37,3.083,24214.68,0.01095,0.00503
37.1,3.092,24223.31,0.01106,0.00512
37.2,3.1,24235.11,0.01117,0.00521
37.3,3.109,24256.77,0.01129,0.00529
37.4,3.117,24275.11,0.0114,0.00538
37.5,3.125,24291.17,0.01151,0.00547
37.6,3.134,24308.43,0.01163,0.00555
37.7,3.142,24318.51,0.01175,0.00564
37.8,3.15,24324.55,0.01186,0.00573
37.9,3.158,24336.05,0.01198,0.00582
38,3.167,24340.46,0.0121,0.00592
38.1,3.175,24345.73,0.01222,0.00601
38.2,3.183,24355.01,0.01233,0.00611
38.3,3.192,24355.41,0.01245,0.00621
38.4,3.2,24365.78,0.01257,0.00631
38.5,3.208,24371.88,0.01269,0.0064
38.6,3.217,24379.28,0.01281,0.00649
38.7,3.225,24387.86,0.01293,0.00659
38.8,3.233,24394.08,0.01305,0.00671
38.9,3.242,24401.85,0.01317,0.00682
39,3.25,24407.64,0.01329,0.00691
39.1,3.258,24414.55,0.01342,0.007
39.2,3.267,24419.71,0.01354,0.00709
39.3,3.275,24427.95,0.01367,0.00718
39.4,3.284,24433.08,0.01379,0.00726
39.5,3.292,24441.45,0.01392,0.00734
39.6,3.3,24452.9,0.01404,0.00742
39.7,3.308,24471.09,0.01416,0.00751
39.8,3.317,24482.05,0.01429,0.00761
39.9,3.325,24492.64,0.01441,0.00769
40,3.334,24514,0.01454,0.00779
40.1,3.342,24526.88,0.01467,0.00788
40.2,3.35,24528.43,0.0148,0.00798
40.3,3.359,24548.99,0.01492,0.00808
40.4,3.367,24556.6,0.01505,0.00818
40.5,3.375,24557.84,0.01517,0.00827
40.6,3.383,24566.49,0.0153,0.00835
40.7,3.392,24571.6,0.01542,0.00843
40.8,3.4,24575.19,0.01555,0.00852
40.9,3.408,24580.45,0.01568,0.00861
41,3.417,24582.41,0.01581,0.0087
41.1,3.425,24589.03,0.01594,0.00879
41.2,3.433,24588.52,0.01607,0.00888
41.3,3.442,24591.54,0.0162,0.00897
41.4,3.45,24599.9,0.01633,0.00905
41.5,3.459,24597.54,0.01647,0.00914
41.6,3.467,24603.06,0.01659,0.00923
41.7,3.475,24608.38,0.01672,0.00933
41.8,3.483,24613.32,0.01685,0.00943
41.9,3.492,24618.63,0.01698,0.00952
42,3.5,24622.45,0.01711,0.00961
42.1,3.509,24626.41,0.01724,0.0097
42.2,3.517,24628.63,0.01737,0.00979
42.3,3.525,24632.31,0.0175,0.00987
42.4,3.533,24640.91,0.01763,0.00995
42.5,3.542,24648.69,0.01776,0.01004
42.6,3.55,24648.61,0.01789,0.01014
42.7,3.559,24655.07,0.01802,0.01023
42.8,3.567,24657.93,0.01815,0.01032
42.9,3.575,24667.16,0.01828,0.0104
43,3.584,24675.51,0.01841,0.01049
43.1,3.592,24676.62,0.01854,0.01058
43.2,3.6,24680.16,0.01868,0.01066
43.3,3.609,24690.05,0.01881,0.01075
43.4,3.617,24692.33,0.01894,0.01083
43.5,3.625,24697.66,0.01907,0.01092
43.6,3.634,24705.6,0.0192,0.01101
43.7,3.642,24716.94,0.01933,0.01109
43.8,3.65,24720.86,0.01946,0.01117
43.9,3.658,24728.05,0.01959,0.01126
44,3.667,24744.25,0.01972,0.01134
44.1,3.675,24758.07,0.01985,0.01143
44.2,3.684,24768.15,0.01999,0.01153
44.3,3.692,24781.37,0.02013,0.01163
44.4,3.7,24786.45,0.02026,0.01172
44.5,3.708,24796.39,0.02038,0.01182
44.6,3.717,24813.42,0.02052,0.01192
44.7,3.725,24815.73,0.02065,0.01201
44.8,3.734,24824.61,0.02078,0.0121
44.9,3.742,24831.82,0.02091,0.01219
45,3.75,24844.68,0.02104,0.01228
45.1,3.758,24844.26,0.02118,0.01237
45.2,3.767,24849.64,0.02131,0.01245
45.3,3.775,24858.03,0.02144,0.01254
45.4,3.783,24861.69,0.02157,0.01263
45.5,3.792,24869.02,0.02171,0.01272
45.6,3.8,24874.22,0.02184,0.01281
45.7,3.808,24878.81,0.02197,0.0129
45.8,3.817,24882.17,0.0221,0.01299
45.9,3.825,24888.52,0.02224,0.01308
46,3.833,24892.38,0.02236,0.01318
46.1,3.842,24898.14,0.0225,0.01327
46.2,3.85,24904.56,0.02263,0.01336
46.3,3.858,24910.4,0.02276,0.01345
46.4,3.867,24915.33,0.02289,0.01354
46.5,3.875,24922.74,0.02303,0.01363
46.6,3.883,24929.1,0.02316,0.01372
46.7,3.892,24937.3,0.02329,0.01381
46.8,3.9,24942.27,0.02343,0.0139
46.9,3.909,24946.82,0.02355,0.01399
47,3.917,24953.76,0.02368,0.01408
47.1,3.925,24958.64,0.02381,0.01417
47.2,3.933,24962.85,0.02395,0.01427
47.3,3.942,24962.61,0.02408,0.01436
47.4,3.95,24974.85,0.02421,0.01445
47.5,3.959,24976.83,0.02434,0.01454
47.6,3.967,24980.55,0.02447,0.01463
47.7,3.975,24983.2,0.02461,0.01472
47.8,3.983,24989.43,0.02474,0.01482
47.9,3.992,24996.48,0.02487,0.01491
48,4,24997.39,0.025,0.015
48.1,4.008,25002.76,0.02513,0.01509
48.2,4.017,25009.2,0.02526,0.01518
48.3,4.025,25016.75,0.02539,0.01526
48.4,4.034,25018.97,0.02552,0.01535
48.5,4.042,25026.53,0.02565,0.01544
48.6,4.05,25037.25,0.02579,0.01553
48.7,4.058,25041.02,0.02592,0.01562
48.8,4.067,25045.74,0.02605,0.01571
48.9,4.075,25056.04,0.02618,0.01579
49,4.084,25062.28,0.02632,0.01588
49.1,4.092,25070.72,0.02644,0.01597
49.2,4.1,25075.97,0.02658,0.01606
49.3,4.108,25076.78,0.0267,0.01614
49.4,4.117,25088.46,0.02683,0.01623
49.5,4.125,25098.67,0.02697,0.01631
49.6,4.134,25100.59,0.0271,0.0164
49.7,4.142,25104.89,0.02723,0.01649
49.8,4.15,25110.54,0.02736,0.01658
49.9,4.158,25112.7,0.02749,0.01666
50,4.167,25115.32,0.02763,0.01675
50.1,4.175,25115.64,0.02776,0.01683
50.2,4.183,25118.19,0.02788,0.01692
50.3,4.192,25121.83,0.02802,0.017
50.4,4.2,25121.92,0.02815,0.01708
50.5,4.208,25125.32,0.02827,0.01716
50.6,4.217,25127.37,0.02841,0.01725
50.7,4.225,25125.53,0.02854,0.01734
50.8,4.234,25132.26,0.02867,0.01743
50.9,4.242,25131.86,0.0288,0.01751
51,4.25,25130.31,0.02893,0.01759
51.1,4.259,25134.39,0.02906,0.01768
51.2,4.267,25135.91,0.02919,0.01777
51.3,4.275,25139.31,0.02932,0.01785
51.4,4.283,25142.89,0.02945,0.01794
51.5,4.292,25148.45,0.02957,0.01803
51.6,4.3,25149.38,0.02971,0.01812
51.7,4.308,25152.95,0.02984,0.01821
51.8,4.317,25154.49,0.02997,0.0183
51.9,4.325,25163.8,0.0301,0.01839
52,4.333,25165.71,0.03024,0.01847
52.1,4.342,25167.28,0.03037,0.01856
52.2,4.35,25168.08,0.03049,0.01865
52.3,4.358,25168.26,0.03063,0.01874
52.4,4.367,25168.49,0.03076,0.01883
52.5,4.375,25165.31,0.03089,0.01891
52.6,4.383,25169.03,0.03102,0.019
52.7,4.392,25169.9,0.03115,0.01909
52.8,4.4,25169.38,0.03128,0.01917
52.9,4.409,25170.78,0.03141,0.01926
53,4.417,25172.39,0.03154,0.01934
53.1,4.425,25174.57,0.03167,0.01943
53.2,4.434,25173.08,0.0318,0.01951
53.3,4.442,25176.71,0.03193,0.01959
53.4,4.45,25175.96,0.03206,0.01967
53.5,4.459,25177.24,0.03219,0.01974
53.6,4.467,25178.79,0.03232,0.01982
53.7,4.475,25179.68,0.03245,0.0199
53.8,4.483,25183.33,0.03259,0.01998
53.9,4.492,25185.33,0.03271,0.02006
54,4.5,25186.25,0.03284,0.02014
54.1,4.508,25189.32,0.03297,0.02022
54.2,4.517,25193.26,0.0331,0.02031
54.3,4.525,25197.1,0.03324,0.02039
54.4,4.533,25198.25,0.03337,0.02047
54.5,4.542,25201.03,0.0335,0.02054
54.6,4.55,25207.23,0.03362,0.02061
54.7,4.558,25215.65,0.03375,0.02068
54.8,4.567,25218.26,0.03389,0.02075
54.9,4.575,25231.62,0.03402,0.02083
55,4.584,25236.23,0.03415,0.0209
55.1,4.592,25247.27,0.03428,0.02097
55.2,4.6,25248.12,0.03441,0.02105
55.3,4.609,25258.06,0.03455,0.02112
55.4,4.617,25262.78,0.03467,0.0212
55.5,4.625,25269.09,0.0348,0.02128
55.6,4.634,25274.98,0.03493,0.02135
55.7,4.642,25287.77,0.03506,0.02143
55.8,4.65,25291.34,0.03519,0.02152
55.9,4.659,25297.18,0.03532,0.0216
56,4.667,25310.79,0.03545,0.02169
56.1,4.675,25312.31,0.03558,0.02178
56.2,4.683,25315.06,0.03571,0.02186
56.3,4.692,25323.84,0.03584,0.02194
56.4,4.7,25330.28,0.03597,0.02203
56.5,4.709,25334.59,0.0361,0.02211
56.6,4.717,25343.62,0.03623,0.0222
56.7,4.725,25343.64,0.03636,0.02228
56.8,4.733,25351.52,0.03649,0.02236
56.9,4.742,25355.71,0.03662,0.02244
57,4.75,25369.51,0.03675,0.02252
57.1,4.759,25372.38,0.03688,0.0226
57.2,4.767,25375.33,0.03701,0.02268
57.3,4.775,25378.46,0.03714,0.02276
57.4,4.783,25387.49,0.03728,0.02284
57.5,4.792,25390.94,0.03741,0.02292
57.6,4.8,25392.98,0.03754,0.023
57.7,4.809,25401.2,0.03766,0.02307
57.8,4.817,25407.39,0.0378,0.02315
57.9,4.825,25412.51,0.03793,0.02322
58,4.834,25418.74,0.03805,0.02329
58.1,4.842,25424.78,0.03819,0.02336
58.2,4.85,25426.16,0.03832,0.02344
58.3,4.858,25429.92,0.03845,0.02352
58.4,4.867,25437.13,0.03857,0.0236
58.5,4.875,25445.23,0.0387,0.02369
58.6,4.883,25451.97,0.03883,0.02377
58.7,4.892,25450.57,0.03896,0.02386
58.8,4.9,25454.16,0.03909,0.02393
58.9,4.908,25461.6,0.03922,0.02401
59,4.917,25463.36,0.03935,0.02409
59.1,4.925,25466.6,0.03948,0.02417
59.2,4.934,25471.92,0.03961,0.02425
59.3,4.942,25475.07,0.03974,0.02434
59.4,4.95,25477.02,0.03987,0.02442
59.5,4.958,25477.9,0.04,0.0245
59.6,4.967,25483.72,0.04013,0.02458
59.7,4.975,25487.2,0.04026,0.02466
59.8,4.984,25494.07,0.0404,0.02474
59.9,4.992,25495.45,0.04052,0.02482
60,5,25500.72,0.04066,0.0249
60.1,5.008,25505.06,0.04078,0.02471
60.2,5.017,25513.81,0.04091,0.02478
60.3,5.025,25516.77,0.04104,0.02481
60.4,5.034,25524.28,0.04117,0.02485
60.5,5.042,25528.92,0.04131,0.02489
60.6,5.05,25532.17,0.04144,0.02493
60.7,5.058,25541.41,0.04157,0.02498
60.8,5.067,25551.76,0.0417,0.02502
60.9,5.075,25550.16,0.04182,0.02506
61,5.083,25559.29,0.04195,0.0251
61.1,5.092,25570.3,0.04209,0.02513
61.2,5.1,25576.96,0.04222,0.02518
