Time (s),Extension (mm),Load (N),Axial Strain (mm/mm),Transverse Strain (mm/mm)
14.8,1.234,19437.95,0.0017,0.00033
14.9,1.242,19452.5,0.00172,0.00033
15,1.25,19629.45,0.00173,0.00034
15.1,1.259,19817.2,0.00175,0.00034
15.2,1.267,19973.27,0.00177,0.00034
15.3,1.275,20085.58,0.00179,0.00034
15.4,1.284,20189.29,0.0018,0.00035
15.5,1.292,20351.21,0.00182,0.00035
15.6,1.3,20473.25,0.00184,0.00035
15.7,1.308,20618.75,0.00186,0.00035
15.8,1.317,20813.09,0.00188,0.00036
15.9,1.325,20930.3,0.0019,0.00036
16,1.334,20956.14,0.00192,0.00036
16.1,1.342,21140.1,0.00194,0.00036
16.2,1.35,21316.5,0.00196,0.00037
16.3,1.358,21504.61,0.00198,0.00037
16.4,1.367,21563.55,0.002,0.00037
16.5,1.375,21647.72,0.00202,0.00037
16.6,1.384,21803.23,0.00204,0.00038
16.7,1.392,21976.73,0.00206,0.00038
16.8,1.4,22067.2,0.00208,0.00038
16.9,1.409,22259.82,0.0021,0.00039
17,1.417,22350.61,0.00212,0.00039
17.1,1.425,22445.92,0.00214,0.00039
17.2,1.434,22548.06,0.00216,0.0004
17.3,1.442,22698.9,0.00218,0.0004
17.4,1.45,22878.45,0.0022,0.00041
17.5,1.459,23045.94,0.00222,0.00041
17.6,1.467,23063.78,0.00224,0.00041
17.7,1.475,23126.39,0.00226,0.00042
17.8,1.483,23271.08,0.00228,0.00042
17.9,1.492,23433.72,0.00229,0.00042
18,1.5,23561.71,0.0023,0.00043
18.1,1.509,23632.29,0.00232,0.00043
18.2,1.517,23740.61,0.00233,0.00044
18.3,1.525,23793.26,0.00234,0.00044
18.4,1.534,23857.04,0.00234,0.00045
18.5,1.542,23967.93,0.00234,0.00045
18.6,1.55,24032.84,0.00235,0.00046
18.7,1.559,24093.93,0.00235,0.00047
18.8,1.567,24143.55,0.00236,0.00048
18.9,1.575,24249.06,0.00236,0.00048
19,1.583,24339.92,0.00237,0.00049
19.1,1.592,24418.99,0.00239,0.0005
19.2,1.6,24483.85,0.00241,0.00051
19.3,1.609,24549.26,0.00243,0.00052
19.4,1.617,24566.6,0.00246,0.00054
19.5,1.625,24601.22,0.00249,0.00055
19.6,1.634,24617.29,0.00254,0.00056
19.7,1.642,24677.19,0.00258,0.00058
19.8,1.65,24735.69,0.00263,0.00059
19.9,1.659,24789.8,0.00269,0.0006
20,1.667,24852.63,0.00276,0.00062
20.1,1.675,24893.08,0.00284,0.00063
20.2,1.683,24920.29,0.00292,0.00064
20.3,1.692,24953.59,0.00302,0.00066
20.4,1.7,24997.89,0.00311,0.00067
20.5,1.708,25031.36,0.00322,0.00069
20.6,1.717,25065.03,0.00335,0.0007
20.7,1.725,25092.18,0.00349,0.00071
20.8,1.734,25101.19,0.00363,0.00072
20.9,1.742,25104.89,0.00379,0.00074
21,1.75,25110.29,0.00396,0.00075
21.1,1.759,25112.38,0.00414,0.00076
21.2,1.767,25111.86,0.00435,0.00078
21.3,1.775,25111.12,0.00456,0.00079
21.4,1.784,25106.48,0.00479,0.00081
21.5,1.792,25107.15,0.00502,0.00082
21.6,1.8,25107.19,0.00525,0.00083
21.7,1.809,25107.46,0.00549,0.00085
21.8,1.817,25111.38,0.00572,0.00086
21.9,1.825,25112.47,0.00596,0.00087
22,1.834,25113.74,0.0062,0.00089
22.1,1.842,25113.05,0.00644,0.0009
22.2,1.85,25113.55,0.00668,0.00091
22.3,1.858,25113.52,0.00692,0.00093
22.4,1.867,25113.92,0.00717,0.00094
22.5,1.875,25112.53,0.00743,0.00096
22.6,1.883,25108.29,0.00768,0.00098
22.7,1.892,25107,0.00794,0.001
22.8,1.9,25107.36,0.00819,0.00102
22.9,1.909,25105.97,0.00845,0.00105
23,1.917,25106.96,0.0087,0.00108
23.1,1.925,25105.37,0.00895,0.00111
23.2,1.934,25100.62,0.0092,0.00115
23.3,1.942,25083.42,0.00946,0.00121
23.4,1.95,25040.32,0.00972,0.00127
23.5,1.959,24998.83,0.00997,0.00135
23.6,1.967,24960.76,0.01021,0.00143
23.7,1.975,24925.29,0.01043,0.00153
23.8,1.983,24897.16,0.01059,0.00164
23.9,1.992,24867.55,0.01075,0.00176
24,2,24835.77,0.0109,0.0019
24.1,2.009,24786.81,0.01102,0.00205
24.2,2.017,24742.38,0.01113,0.00222
24.3,2.025,24678.91,0.01122,0.00242
24.4,2.034,24628.26,0.01129,0.00265
24.5,2.042,24615.17,0.01135,0.00289
24.6,2.05,24613.83,0.01141,0.0031
24.7,2.059,24619.48,0.01148,0.00328
24.8,2.067,24626.7,0.01154,0.00345
24.9,2.075,24650.46,0.01161,0.0036
25,2.084,24712.81,0.01169,0.00374
25.1,2.092,24761.41,0.01178,0.00387
25.2,2.1,24791.34,0.01187,0.00399
25.3,2.109,24831.91,0.01197,0.00411
25.4,2.117,24871.84,0.01206,0.00421
25.5,2.125,24901.9,0.01217,0.0043
25.6,2.134,24930.85,0.01227,0.0044
25.7,2.142,24957.63,0.01237,0.00449
25.8,2.15,25005.54,0.01248,0.00458
25.9,2.158,25027.44,0.01258,0.00467
26,2.167,25054.07,0.01267,0.00475
26.1,2.175,25079.28,0.01277,0.00482
26.2,2.184,25086.82,0.01288,0.00489
26.3,2.192,25095.55,0.01298,0.00496
26.4,2.2,25098.71,0.01307,0.00503
26.5,2.208,25093.07,0.01317,0.00508
26.6,2.217,25085.19,0.01327,0.00514
26.7,2.225,25087.63,0.01336,0.00518
26.8,2.233,25074.29,0.01346,0.00523
26.9,2.242,25030.32,0.01355,0.00526
27,2.25,25007.21,0.01364,0.00529
27.1,2.259,24978.52,0.01371,0.00532
27.2,2.267,24964.39,0.01379,0.00534
27.3,2.275,24970.98,0.01386,0.00536
27.4,2.284,25008,0.01392,0.00538
27.5,2.292,25033.42,0.01398,0.0054
27.6,2.3,25087.35,0.01403,0.00542
27.7,2.309,25111.94,0.01409,0.00543
27.8,2.317,25126.26,0.01414,0.00546
27.9,2.325,25150.79,0.01419,0.00548
28,2.334,25214.9,0.01426,0.00551
28.1,2.342,25282.46,0.01432,0.00554
28.2,2.35,25355.34,0.01438,0.00557
28.3,2.359,25417.17,0.01444,0.00561
28.4,2.367,25472.56,0.01451,0.00564
28.5,2.375,25542.69,0.01459,0.00568
28.6,2.384,25577.77,0.01466,0.00573
28.7,2.392,25609.25,0.01474,0.00577
28.8,2.4,25658.18,0.01482,0.00581
28.9,2.409,25685.7,0.01491,0.00585
29,2.417,25705.59,0.01499,0.00589
29.1,2.425,25744.68,0.01508,0.00593
29.2,2.433,25781.74,0.01517,0.00597
29.3,2.442,25818.84,0.01526,0.00602
29.4,2.45,25845.13,0.01535,0.00606
29.5,2.459,25868.83,0.01544,0.0061
29.6,2.467,25911.04,0.01554,0.00614
29.7,2.475,25941.17,0.01563,0.00618
29.8,2.484,25968.67,0.01573,0.00622
29.9,2.492,26014.16,0.01583,0.00626
30,2.5,26066.81,0.01593,0.0063
30.1,2.509,26094.41,0.01602,0.00634
30.2,2.517,26109.01,0.01612,0.00638
30.3,2.525,26116.32,0.01621,0.00641
30.4,2.534,26124.09,0.01631,0.00645
30.5,2.542,26134.79,0.01641,0.00649
30.6,2.55,26150.29,0.0165,0.00653
30.7,2.559,26164.65,0.0166,0.00657
30.8,2.567,26190.62,0.01669,0.00661
30.9,2.575,26248.44,0.01679,0.00665
31,2.584,26295.09,0.01689,0.00669
31.1,2.592,26318.34,0.01698,0.00673
31.2,2.6,26354.71,0.01708,0.00677
31.3,2.608,26411.29,0.01717,0.00681
31.4,2.617,26453.96,0.01726,0.00685
31.5,2.625,26482.55,0.01736,0.00689
31.6,2.633,26504.14,0.01745,0.00693
31.7,2.642,26542.41,0.01755,0.00697
31.8,2.65,26587.5,0.01764,0.007
31.9,2.658,26611.27,0.01773,0.00704
32,2.667,26616.27,0.01783,0.00708
32.1,2.675,26623.6,0.01791,0.00712
32.2,2.684,26635.73,0.01801,0.00716
32.3,2.692,26648.42,0.0181,0.0072
32.4,2.7,26667.08,0.01819,0.00724
32.5,2.708,26692.56,0.01829,0.00728
32.6,2.717,26724.17,0.01838,0.00732
32.7,2.725,26780.02,0.01848,0.00737
32.8,2.734,26817.04,0.01856,0.00741
32.9,2.742,26839.97,0.01866,0.00745
33,2.75,26862.49,0.01875,0.00749
33.1,2.759,26890.95,0.01885,0.00753
33.2,2.767,26920.13,0.01895,0.00757
33.3,2.775,26944.37,0.01904,0.00761
33.4,2.784,26964.16,0.01913,0.00765
33.5,2.792,26996.97,0.01922,0.00769
33.6,2.8,27050.93,0.01932,0.00774
33.7,2.809,27111.04,0.01941,0.00778
33.8,2.817,27143.57,0.01951,0.00783
33.9,2.825,27168.82,0.0196,0.00787
34,2.833,27183.04,0.0197,0.00791
34.1,2.842,27189.06,0.01979,0.00795
34.2,2.85,27196.62,0.01989,0.00799
34.3,2.859,27202.88,0.01998,0.00804
34.4,2.867,27213.66,0.02008,0.00808
34.5,2.875,27225.53,0.02017,0.00812
34.6,2.883,27248.92,0.02026,0.00816
34.7,2.892,27302.68,0.02036,0.00821
34.8,2.9,27325.43,0.02045,0.00825
34.9,2.909,27349.53,0.02055,0.00829
35,2.917,27392.95,0.02064,0.00833
35.1,2.925,27431.17,0.02074,0.00838
35.2,2.934,27475.31,0.02083,0.00842
35.3,2.942,27512.67,0.02092,0.00847
35.4,2.95,27536.66,0.02102,0.00851
35.5,2.959,27562.99,0.02112,0.00855
35.6,2.967,27599.57,0.02121,0.00859
35.7,2.975,27632.02,0.0213,0.00864
35.8,2.984,27653.3,0.0214,0.00868
35.9,2.992,27670.34,0.0215,0.00872
36,3,27681.05,0.02159,0.00877
36.1,3.008,27686.18,0.02169,0.00881
36.2,3.017,27693.07,0.02178,0.00886
36.3,3.025,27703.68,0.02188,0.0089
36.4,3.034,27710.46,0.02198,0.00894
36.5,3.042,27733.17,0.02208,0.00899
36.6,3.05,27777.21,0.02217,0.00903
36.7,3.059,27831.47,0.02227,0.00908
36.8,3.067,27872.96,0.02237,0.00912
36.9,3.075,27892.68,0.02246,0.00917
37,3.084,27909.41,0.02256,0.00921
37.1,3.092,27941.28,0.02266,0.00925
37.2,3.1,27966.61,0.02276,0.0093
37.3,3.109,27984.06,0.02285,0.00934
37.4,3.117,28006.5,0.02295,0.00939
37.5,3.125,28032.81,0.02305,0.00944
37.6,3.134,28070.91,0.02315,0.00948
37.7,3.142,28093.89,0.02324,0.00953
37.8,3.15,28119.31,0.02334,0.00957
37.9,3.159,28141.85,0.02343,0.00961
38,3.167,28177.06,0.02353,0.00966
38.1,3.175,28189.93,0.02363,0.0097
38.2,3.183,28221.46,0.02373,0.00975
38.3,3.192,28247.51,0.02383,0.00979
38.4,3.2,28257.6,0.02393,0.00984
38.5,3.209,28268.83,0.02403,0.00988
38.6,3.217,28288.49,0.02413,0.00993
38.7,3.225,28313.84,0.02423,0.00997
38.8,3.234,28349.04,0.02432,0.01002
38.9,3.242,28376.26,0.02442,0.01006
39,3.25,28393.71,0.02452,0.01011
39.1,3.259,28421.66,0.02462,0.01015
39.2,3.267,28444.9,0.02472,0.0102
39.3,3.275,28483.55,0.02482,0.01026
39.4,3.284,28521.81,0.02492,0.01031
39.5,3.292,28539.7,0.02502,0.01035
39.6,3.3,28559.46,0.02512,0.0104
39.7,3.309,28591.42,0.02522,0.01045
39.8,3.317,28630.34,0.02532,0.01049
39.9,3.325,28655.49,0.02542,0.01054
40,3.334,28676.01,0.02552,0.01059
40.1,3.342,28687.74,0.02561,0.01064
40.2,3.35,28691.28,0.02571,0.01068
40.3,3.358,28697.67,0.02581,0.01072
40.4,3.367,28703.07,0.02591,0.01077
40.5,3.375,28714.47,0.02601,0.01082
40.6,3.384,28728.04,0.02611,0.01087
40.7,3.392,28741.84,0.02622,0.01091
40.8,3.4,28772.46,0.02632,0.01095
40.9,3.409,28810.98,0.02641,0.011
41,3.417,28844.92,0.02652,0.01104
41.1,3.425,28884.76,0.02661,0.01109
41.2,3.434,28910.42,0.02672,0.01114
41.3,3.442,28927.23,0.02682,0.01119
41.4,3.45,28967.54,0.02692,0.01123
41.5,3.459,29003.49,0.02702,0.01128
41.6,3.467,29025.71,0.02712,0.01132
41.7,3.475,29053.62,0.02722,0.01137
41.8,3.484,29073.22,0.02732,0.01141
41.9,3.492,29100.84,0.02742,0.01146
42,3.5,29122.29,0.02752,0.0115
42.1,3.508,29147.83,0.02762,0.01155
42.2,3.517,29183.15,0.02772,0.0116
42.3,3.525,29194.99,0.02782,0.01164
42.4,3.534,29198.35,0.02792,0.01169
42.5,3.542,29208.08,0.02802,0.01174
42.6,3.55,29214.46,0.02812,0.01179
42.7,3.558,29234.31,0.02822,0.01183
42.8,3.567,29242.61,0.02833,0.01188
42.9,3.575,29252.98,0.02843,0.01192
43,3.584,29258.35,0.02853,0.01197
43.1,3.592,29271.29,0.02863,0.01201
43.2,3.6,29291.84,0.02873,0.01206
43.3,3.609,29328.75,0.02883,0.0121
43.4,3.617,29363.94,0.02893,0.01215
43.5,3.625,29385.49,0.02903,0.0122
43.6,3.634,29407.6,0.02913,0.01225
43.7,3.642,29420.03,0.02924,0.0123
43.8,3.65,29435.49,0.02934,0.01235
43.9,3.659,29462.73,0.02944,0.01239
44,3.667,29487.44,0.02954,0.01244
44.1,3.675,29511.76,0.02964,0.01249
44.2,3.684,29530.54,0.02974,0.01253
44.3,3.692,29567.11,0.02984,0.01258
44.4,3.7,29604.08,0.02994,0.01263
44.5,3.709,29651.32,0.03005,0.01267
44.6,3.717,29687.24,0.03015,0.01273
44.7,3.725,29709.96,0.03025,0.01278
44.8,3.733,29728.93,0.03035,0.01282
44.9,3.742,29750.22,0.03045,0.01287
45,3.75,29761.2,0.03056,0.01291
45.1,3.759,29771.76,0.03066,0.01296
45.2,3.767,29785.99,0.03076,0.013
45.3,3.775,29795.11,0.03086,0.01305
45.4,3.783,29798.72,0.03096,0.01309
45.5,3.792,29810.28,0.03107,0.01314
45.6,3.8,29821.8,0.03117,0.01318
45.7,3.808,29836.79,0.03128,0.01323
45.8,3.817,29882.34,0.03138,0.01328
45.9,3.825,29908.1,0.03147,0.01332
46,3.833,29931.79,0.03158,0.01337
46.1,3.842,29951.88,0.03168,0.01342
46.2,3.85,29965.67,0.03178,0.01346
46.3,3.859,29972.44,0.03189,0.01351
46.4,3.867,29988.02,0.03199,0.01355
46.5,3.875,30011.66,0.0321,0.01361
46.6,3.884,30029.71,0.0322,0.01366
46.7,3.892,30048.36,0.0323,0.01371
46.8,3.9,30061.82,0.0324,0.01376
46.9,3.909,30078.21,0.0325,0.01381
47,3.917,30104.4,0.03261,0.01386
47.1,3.925,30129.5,0.03271,0.01391
47.2,3.934,30159.12,0.0328,0.01396
47.3,3.942,30181.66,0.03291,0.01401
47.4,3.95,30196.56,0.03301,0.01405
47.5,3.959,30210.17,0.03311,0.0141
47.6,3.967,30216.61,0.0332,0.01414
47.7,3.975,30238.1,0.0333,0.01419
47.8,3.984,30254.18,0.03341,0.01423
47.9,3.992,30266.7,0.03351,0.01428
48,4,30275.61,0.03361,0.01433
48.1,4.009,30288.57,0.03371,0.01438
48.2,4.017,30296.73,0.03381,0.01443
48.3,4.025,30305.52,0.03391,0.01448
48.4,4.034,30320.18,0.03402,0.01453
48.5,4.042,30345.8,0.03411,0.01457
48.6,4.05,30379.66,0.03421,0.01461
48.7,4.059,30433.24,0.03431,0.01466
48.8,4.067,30458.57,0.03441,0.01471
48.9,4.075,30479.27,0.03451,0.01476
49,4.084,30504.57,0.03461,0.01481
49.1,4.092,30528.02,0.03471,0.01485
49.2,4.1,30547.92,0.03482,0.0149
49.3,4.109,30570.83,0.03491,0.01495
49.4,4.117,30585.11,0.03502,0.015
49.5,4.125,30600,0.03512,0.01505
49.6,4.134,30612.85,0.03522,0.01509
49.7,4.142,30634.66,0.03532,0.01514
49.8,4.15,30655.76,0.03542,0.01519
49.9,4.159,30690.96,0.03552,0.01524
50,4.167,30715.36,0.03563,0.01529
50.1,4.175,30727.83,0.03572,0.01533
50.2,4.184,30740.75,0.03582,0.01538
50.3,4.192,30742.24,0.03593,0.01543
50.4,4.2,30743.59,0.03603,0.01548
50.5,4.209,30745.26,0.03613,0.01552
50.6,4.217,30745.12,0.03623,0.01557
50.7,4.225,30747.88,0.03633,0.01561
50.8,4.234,30752.96,0.03643,0.01566
50.9,4.242,30759.12,0.03653,0.01571
51,4.25,30766.75,0.03664,0.01576
51.1,4.259,30775.54,0.03674,0.0158
51.2,4.267,30787.08,0.03684,0.01585
51.3,4.275,30802.2,0.03695,0.0159
51.4,4.284,30828.01,0.03705,0.01595
51.5,4.292,30871.78,0.03715,0.016
51.6,4.3,30880.26,0.03725,0.01605
51.7,4.308,30897.11,0.03736,0.0161
51.8,4.317,30921,0.03746,0.01615
51.9,4.325,30948.82,0.03755,0.0162
52,4.334,30974.02,0.03766,0.01624
52.1,4.342,30990.23,0.03776,0.01629
52.2,4.35,31020.84,0.03787,0.01634
52.3,4.359,31052.51,0.03797,0.01639
52.4,4.367,31072.14,0.03807,0.01643
52.5,4.375,31086.57,0.03817,0.01648
52.6,4.383,31106.41,0.03827,0.01652
52.7,4.392,31129.14,0.03837,0.01657
52.8,4.4,31138.88,0.03847,0.01662
52.9,4.408,31161.06,0.03857,0.01666
53,4.417,31190.73,0.03868,0.01671
53.1,4.425,31220.04,0.03878,0.01676
53.2,4.434,31261.44,0.03888,0.01681
53.3,4.442,31270.31,0.03898,0.01687
53.4,4.45,31289.73,0.03909,0.01692
53.5,4.459,31304.27,0.03919,0.01696
53.6,4.467,31313.95,0.03929,0.01701
53.7,4.475,31323.64,0.03939,0.01706
53.8,4.484,31339.37,0.03949,0.0171
53.9,4.492,31346.69,0.03959,0.01715
54,4.5,31357.72,0.0397,0.0172
54.1,4.509,31368.28,0.0398,0.01725
54.2,4.517,31372.9,0.03991,0.0173
54.3,4.525,31375.84,0.04001,0.01734
54.4,4.534,31378.71,0.04011,0.01739
54.5,4.542,31383.83,0.04021,0.01745
54.6,4.55,31392.93,0.04032,0.01749
54.7,4.559,31404.61,0.04042,0.01754
54.8,4.567,31425.43,0.04052,0.01759
54.9,4.575,31438.01,0.04062,0.01764
55,4.584,31457.03,0.04072,0.01768
55.1,4.592,31466.18,0.04083,0.01773
55.2,4.6,31473.38,0.04093,0.01778
55.3,4.609,31481.29,0.04103,0.01783
55.4,4.617,31495.91,0.04114,0.01787
55.5,4.625,31512.19,0.04124,0.01792
55.6,4.634,31524.62,0.04135,0.01797
55.7,4.642,31542.1,0.04145,0.01802
55.8,4.65,31565,0.04156,0.01807
55.9,4.659,31575.32,0.04166,0.01811
56,4.667,31590.13,0.04176,0.01816
56.1,4.675,31614.8,0.04186,0.01821
56.2,4.684,31636.67,0.04197,0.01826
56.3,4.692,31669.08,0.04207,0.0183
56.4,4.7,31697.29,0.04217,0.01835
56.5,4.709,31728.53,0.04228,0.0184
56.6,4.717,31739.32,0.04238,0.01845
56.7,4.725,31756.65,0.04248,0.01849
56.8,4.734,31766.2,0.04259,0.01854
56.9,4.742,31767.86,0.04269,0.0186
57,4.75,31779.86,0.0428,0.01866
57.1,4.759,31791.49,0.0429,0.0187
57.2,4.767,31795.93,0.043,0.01875
57.3,4.775,31810.86,0.04311,0.01879
57.4,4.784,31822.51,0.04321,0.01884
57.5,4.792,31831.92,0.04332,0.01889
57.6,4.8,31840.18,0.04343,0.01894
57.7,4.809,31847.01,0.04353,0.01898
57.8,4.817,31857.73,0.04363,0.01904
57.9,4.825,31871.04,0.04373,0.01909
58,4.834,31881.96,0.04384,0.01913
58.1,4.842,31904.89,0.04394,0.01918
58.2,4.85,31912.86,0.04405,0.01923
58.3,4.858,31949.46,0.04415,0.01927
58.4,4.867,31979.14,0.04426,0.01932
58.5,4.875,31991.38,0.04436,0.01937
58.6,4.883,32012.37,0.04446,0.01942
58.7,4.892,32033.73,0.04457,0.01947
58.8,4.9,32040.41,0.04467,0.01952
58.9,4.908,32059.5,0.04478,0.01957
59,4.917,32077.73,0.04488,0.01962
59.1,4.925,32089.42,0.04499,0.01967
59.2,4.933,32109.31,0.04509,0.01971
59.3,4.942,32131.75,0.04519,0.01976
59.4,4.95,32144.16,0.0453,0.01981
59.5,4.959,32154.52,0.0454,0.01986
59.6,4.967,32161.21,0.04551,0.0199
59.7,4.975,32165.79,0.04561,0.01995
59.8,4.984,32175.01,0.04572,0.02
59.9,4.992,32180.6,0.04582,0.02005
60,5,32194.89,0.04593,0.0201
60.1,5.009,32207.4,0.04604,0.02015
60.2,5.017,32222.33,0.04614,0.0202
60.3,5.025,32226.42,0.04625,0.02024
60.4,5.033,32236.12,0.04635,0.02029
60.5,5.042,32249.72,0.04645,0.02034
60.6,5.05,32254.89,0.04656,0.02038
60.7,5.059,32255.2,0.04666,0.02043
60.8,5.067,32257.42,0.04677,0.02048
60.9,5.075,32258.3,0.04687,0.02053
61,5.084,32264.8,0.04698,0.02059
61.1,5.092,32267.42,0.04708,0.02064
