Time (s),Extension (mm),Load (N),Axial Strain (mm/mm),Transverse Strain (mm/mm)
5.8,0.483,862.06,0.00216,0.00006
5.9,0.492,885.75,0.00219,0.00007
6,0.5,917.99,0.00223,0.00007
6.1,0.508,940.53,0.00227,0.00007
6.2,0.517,962.5,0.0023,0.00007
6.3,0.525,985.82,0.00234,0.00007
6.4,0.533,998.37,0.00237,0.00007
6.5,0.542,1008.94,0.0024,0.00007
6.6,0.55,1014.42,0.00244,0.00007
6.7,0.558,1019.54,0.00247,0.00007
6.8,0.567,1027.01,0.00251,0.00007
6.9,0.575,1034.66,0.00254,0.00007
7,0.583,1040.26,0.00257,0.00008
7.1,0.592,1048.51,0.00261,0.00008
7.2,0.6,1054.4,0.00264,0.00008
7.3,0.608,1057.53,0.00267,0.00008
7.4,0.617,1061.51,0.00271,0.00008
7.5,0.625,1065.07,0.00274,0.00008
7.6,0.633,1067.69,0.00278,0.00008
7.7,0.642,1069.48,0.00281,0.00008
7.8,0.65,1070.92,0.00284,0.00008
7.9,0.658,1077.12,0.00287,0.00008
8,0.667,1089.42,0.00291,0.00008
8.1,0.675,1103.73,0.00294,0.00008
8.2,0.683,1111.07,0.00297,0.00008
8.3,0.692,1124.18,0.003,0.00009
8.4,0.7,1129.77,0.00303,0.00009
8.5,0.708,1144.11,0.00306,0.00009
8.6,0.717,1157.25,0.00309,0.00009
8.7,0.725,1168.2,0.00312,0.00009
8.8,0.733,1178.97,0.00315,0.00009
8.9,0.742,1189.63,0.00318,0.00009
9,0.75,1202.06,0.00321,0.00009
9.1,0.758,1208.3,0.00324,0.00009
9.2,0.767,1220.99,0.00327,0.00009
9.3,0.775,1233.82,0.00329,0.00009
9.4,0.783,1247.58,0.00332,0.00009
9.5,0.792,1258.07,0.00335,0.00009
9.6,0.8,1269.41,0.00338,0.00009
9.7,0.809,1283.5,0.0034,0.00009
9.8,0.817,1288.87,0.00343,0.00009
9.9,0.825,1301.95,0.00345,0.0001
10,0.833,1309.55,0.00348,0.0001
10.1,0.842,1322.76,0.0035,0.0001
10.2,0.85,1326.8,0.00352,0.0001
10.3,0.858,1338.04,0.00354,0.0001
10.4,0.867,1345.2,0.00356,0.0001
10.5,0.875,1352.18,0.00358,0.0001
10.6,0.883,1360.43,0.0036,0.0001
10.7,0.892,1364.81,0.00362,0.0001
10.8,0.9,1378.7,0.00364,0.0001
10.9,0.909,1390.52,0.00365,0.0001
11,0.917,1395.4,0.00367,0.0001
11.1,0.925,1410.92,0.00369,0.0001
11.2,0.933,1417.42,0.00371,0.0001
11.3,0.942,1435.35,0.00372,0.0001
11.4,0.95,1444.81,0.00374,0.0001
11.5,0.958,1454.01,0.00377,0.0001
11.6,0.967,1466.07,0.00379,0.0001
11.7,0.975,1483.89,0.00381,0.0001
11.8,0.983,1489.94,0.00383,0.0001
11.9,0.992,1494.98,0.00385,0.0001
12,1,1502.9,0.00387,0.0001
12.1,1.008,1508.47,0.00389,0.0001
12.2,1.017,1509.85,0.00392,0.00011
12.3,1.025,1516.75,0.00394,0.00011
12.4,1.034,1519.32,0.00396,0.00011
12.5,1.042,1523.91,0.00398,0.00011
12.6,1.05,1526.93,0.00401,0.00011
12.7,1.058,1532.33,0.00403,0.00011
12.8,1.067,1534.94,0.00405,0.00011
12.9,1.075,1540.05,0.00407,0.00011
13,1.083,1545.07,0.00409,0.00011
13.1,1.092,1548.91,0.00411,0.00011
13.2,1.1,1553.5,0.00413,0.00011
13.3,1.108,1560.32,0.00414,0.00011
13.4,1.117,1565.14,0.00416,0.00011
13.5,1.125,1563.46,0.00417,0.00011
13.6,1.133,1569.5,0.00418,0.00011
13.7,1.142,1568.88,0.00417,0.00011
13.8,1.15,1564.31,0.00417,0.00011
13.9,1.158,1561.68,0.00416,0.00011
14,1.167,1556.46,0.00415,0.00011
14.1,1.175,1561.2,0.00415,0.00011
14.2,1.183,1560.49,0.00416,0.00011
14.3,1.192,1565.13,0.00417,0.00011
14.4,1.2,1566.34,0.00419,0.00011
14.5,1.208,1579.27,0.00421,0.00011
14.6,1.217,1586.82,0.00423,0.00011
14.7,1.225,1596.36,0.00425,0.00011
14.8,1.233,1600.39,0.00428,0.00011
14.9,1.242,1610.21,0.0043,0.00011
15,1.25,1618.52,0.00432,0.00012
15.1,1.258,1626.29,0.00434,0.00012
15.2,1.267,1635.11,0.00437,0.00012
15.3,1.275,1645.02,0.00439,0.00012
15.4,1.283,1652.04,0.00442,0.00012
15.5,1.292,1666.76,0.00444,0.00012
15.6,1.3,1680.84,0.00446,0.00012
15.7,1.308,1692.22,0.00449,0.00012
15.8,1.317,1709.1,0.00451,0.00012
15.9,1.325,1719.89,0.00454,0.00012
16,1.333,1730.03,0.00456,0.00012
16.1,1.342,1736.1,0.00458,0.00012
16.2,1.35,1742.47,0.00461,0.00012
16.3,1.358,1748.36,0.00463,0.00012
16.4,1.367,1754.37,0.00465,0.00012
16.5,1.375,1761.77,0.00467,0.00012
16.6,1.383,1768.44,0.0047,0.00012
16.7,1.392,1774.63,0.00472,0.00012
16.8,1.4,1784.43,0.00474,0.00013
16.9,1.408,1794.89,0.00477,0.00013
17,1.417,1806.35,0.00479,0.00013
17.1,1.425,1815.4,0.00482,0.00013
17.2,1.434,1828.68,0.00484,0.00013
17.3,1.442,1833.03,0.00486,0.00013
17.4,1.45,1840.01,0.00489,0.00013
17.5,1.458,1848.54,0.00492,0.00013
17.6,1.467,1853.58,0.00494,0.00013
17.7,1.475,1861.64,0.00497,0.00013
17.8,1.483,1865.61,0.00499,0.00013
17.9,1.492,1880.41,0.00501,0.00013
18,1.5,1892.5,0.00504,0.00013
18.1,1.508,1898.83,0.00506,0.00013
18.2,1.517,1914.88,0.00509,0.00013
18.3,1.525,1929.82,0.00511,0.00013
18.4,1.533,1941.44,0.00514,0.00014
18.5,1.542,1955.46,0.00516,0.00014
18.6,1.55,1963.87,0.00518,0.00014
18.7,1.558,1972.91,0.00521,0.00014
18.8,1.567,1978.52,0.00523,0.00014
18.9,1.575,1987.83,0.00526,0.00014
19,1.583,1995.58,0.00529,0.00014
19.1,1.592,1998.89,0.00531,0.00014
19.2,1.6,2003.24,0.00533,0.00014
19.3,1.609,2009.58,0.00537,0.00014
19.4,1.617,2012.3,0.00539,0.00014
19.5,1.625,2015.65,0.00541,0.00014
19.6,1.633,2020.26,0.00544,0.00014
19.7,1.642,2022.88,0.00547,0.00014
19.8,1.65,2022.99,0.00549,0.00014
19.9,1.659,2029.79,0.00552,0.00014
20,1.667,2031.15,0.00555,0.00014
20.1,1.675,2036.28,0.00557,0.00015
20.2,1.683,2040.24,0.0056,0.00015
20.3,1.692,2045.56,0.00563,0.00015
20.4,1.7,2050.19,0.00565,0.00015
20.5,1.708,2058.65,0.00568,0.00015
20.6,1.717,2070.3,0.00571,0.00015
20.7,1.725,2079.01,0.00573,0.00015
20.8,1.733,2100.32,0.00576,0.00015
20.9,1.742,2115.87,0.00579,0.00015
21,1.75,2129.97,0.00582,0.00015
21.1,1.759,2147.63,0.00584,0.00015
21.2,1.767,2170.2,0.00587,0.00015
21.3,1.775,2186.86,0.0059,0.00015
21.4,1.783,2198.82,0.00593,0.00016
21.5,1.792,2214.31,0.00596,0.00016
21.6,1.8,2228.2,0.00598,0.00016
21.7,1.809,2246.44,0.00601,0.00016
21.8,1.817,2256.7,0.00604,0.00016
21.9,1.825,2271.5,0.00606,0.00016
22,1.833,2285.63,0.00609,0.00016
22.1,1.842,2301.16,0.00612,0.00016
22.2,1.85,2316.67,0.00615,0.00016
22.3,1.858,2332.85,0.00617,0.00016
22.4,1.867,2347.03,0.0062,0.00016
22.5,1.875,2361.05,0.00623,0.00016
22.6,1.883,2370.7,0.00625,0.00016
22.7,1.892,2385.35,0.00628,0.00016
22.8,1.9,2387.89,0.00631,0.00016
22.9,1.908,2397.9,0.00634,0.00017
23,1.917,2406.27,0.00637,0.00017
23.1,1.925,2411.28,0.00639,0.00017
23.2,1.933,2418.33,0.00642,0.00017
23.3,1.942,2427.41,0.00645,0.00017
23.4,1.95,2433.57,0.00647,0.00017
23.5,1.958,2443.69,0.0065,0.00017
23.6,1.967,2455.52,0.00653,0.00017
23.7,1.975,2473.82,0.00656,0.00017
23.8,1.983,2483.24,0.00658,0.00017
23.9,1.992,2496.96,0.00661,0.00017
24,2,2505.82,0.00664,0.00017
24.1,2.008,2522.36,0.00667,0.00017
24.2,2.017,2526.87,0.00669,0.00017
24.3,2.025,2534.53,0.00672,0.00017
24.4,2.033,2543.33,0.00675,0.00017
24.5,2.042,2545.52,0.00678,0.00018
24.6,2.05,2551.27,0.0068,0.00018
24.7,2.058,2554.6,0.00684,0.00018
24.8,2.067,2560.04,0.00686,0.00018
24.9,2.075,2561.11,0.00689,0.00018
25,2.083,2566.15,0.00692,0.00018
25.1,2.092,2571.45,0.00695,0.00018
25.2,2.1,2574.49,0.00698,0.00018
25.3,2.108,2577.59,0.007,0.00018
25.4,2.117,2589.33,0.00703,0.00018
25.5,2.125,2594.7,0.00706,0.00018
25.6,2.133,2595.6,0.00709,0.00019
25.7,2.142,2602.46,0.00711,0.00019
25.8,2.15,2609.43,0.00715,0.00019
25.9,2.158,2615.34,0.00717,0.00019
26,2.167,2621.26,0.0072,0.00019
26.1,2.175,2630.28,0.00723,0.00019
26.2,2.183,2646.19,0.00726,0.00019
26.3,2.192,2653.7,0.00729,0.00019
26.4,2.2,2681.18,0.00731,0.00019
26.5,2.208,2689.27,0.00735,0.00019
26.6,2.217,2704.84,0.00737,0.00019
26.7,2.225,2721.36,0.0074,0.00019
26.8,2.233,2731.29,0.00743,0.00019
26.9,2.242,2738.61,0.00746,0.00019
27,2.25,2747.84,0.00749,0.0002
27.1,2.258,2756.81,0.00751,0.0002
27.2,2.267,2767.86,0.00754,0.0002
27.3,2.275,2778.95,0.00757,0.0002
27.4,2.283,2791.79,0.0076,0.0002
27.5,2.292,2804.91,0.00763,0.0002
27.6,2.3,2820.32,0.00766,0.0002
27.7,2.308,2832.47,0.00769,0.0002
27.8,2.317,2845.18,0.00771,0.0002
27.9,2.325,2864.82,0.00774,0.0002
28,2.333,2870.52,0.00777,0.0002
28.1,2.342,2884.35,0.0078,0.0002
28.2,2.35,2897.26,0.00783,0.0002
28.3,2.358,2923.44,0.00786,0.0002
28.4,2.367,2939.91,0.00789,0.0002
28.5,2.375,2953.37,0.00791,0.00021
28.6,2.383,2978.06,0.00794,0.00021
28.7,2.392,2992.08,0.00797,0.00021
28.8,2.4,3003.54,0.008,0.00021
28.9,2.408,3017.2,0.00803,0.00021
29,2.417,3025.91,0.00806,0.00021
29.1,2.425,3033.06,0.00809,0.00021
29.2,2.433,3043.46,0.00812,0.00021
29.3,2.442,3052.01,0.00814,0.00021
29.4,2.45,3059.79,0.00817,0.00021
29.5,2.458,3070.53,0.0082,0.00021
29.6,2.467,3081.67,0.00823,0.00021
29.7,2.475,3084.9,0.00826,0.00021
29.8,2.483,3091.43,0.00828,0.00021
29.9,2.492,3096.56,0.00831,0.00021
30,2.5,3100.15,0.00834,0.00022
30.1,2.508,3106.32,0.00837,0.00022
30.2,2.517,3109.4,0.0084,0.00022
30.3,2.525,3114.05,0.00843,0.00022
30.4,2.533,3120.71,0.00846,0.00022
30.5,2.542,3122.63,0.00849,0.00022
30.6,2.55,3128.57,0.00851,0.00022
30.7,2.558,3130.92,0.00854,0.00022
30.8,2.567,3139.08,0.00857,0.00022
30.9,2.575,3142.16,0.0086,0.00022
31,2.583,3149.01,0.00863,0.00022
31.1,2.592,3159.43,0.00866,0.00022
31.2,2.6,3171.74,0.00868,0.00022
31.3,2.608,3178.85,0.00871,0.00022
31.4,2.617,3193.68,0.00874,0.00023
31.5,2.625,3209.23,0.00877,0.00023
31.6,2.633,3216.51,0.0088,0.00023
31.7,2.642,3220.29,0.00882,0.00023
31.8,2.65,3233.25,0.00885,0.00023
31.9,2.658,3236.86,0.00888,0.00023
32,2.667,3248.42,0.00891,0.00023
32.1,2.675,3256.98,0.00894,0.00023
32.2,2.683,3265.71,0.00897,0.00023
32.3,2.692,3278.55,0.009,0.00023
32.4,2.7,1499.46,0.01461,0.00089
32.402,2.7,1316.02,0.01459,0.00109
