Time (s),Extension (mm),Load (N),Axial Strain (mm/mm),Transverse Strain (mm/mm)
16.4,1.367,1547.48,0.00442,0.00005
16.5,1.375,1550.3,0.00444,0.00005
16.6,1.383,1555.62,0.00447,0.00005
16.7,1.392,1562.22,0.00449,0.00005
16.8,1.4,1566.97,0.00452,0.00005
16.9,1.408,1570.28,0.00455,0.00005
17,1.417,1576.46,0.00457,0.00005
17.1,1.425,1581.25,0.0046,0.00005
17.2,1.433,1587.82,0.00463,0.00005
17.3,1.442,1602.28,0.00466,0.00005
17.4,1.45,1607.49,0.00468,0.00006
17.5,1.459,1616.56,0.00471,0.00006
17.6,1.467,1625.56,0.00473,0.00005
17.7,1.475,1631.32,0.00477,0.00006
17.8,1.483,1641.51,0.00479,0.00006
17.9,1.492,1648.46,0.00482,0.00006
18,1.5,1661.87,0.00485,0.00006
18.1,1.508,1672.73,0.00488,0.00006
18.2,1.517,1685.14,0.00491,0.00006
18.3,1.525,1694.35,0.00493,0.00006
18.4,1.533,1711.89,0.00496,0.00006
18.5,1.542,1723.8,0.00499,0.00006
18.6,1.55,1738.21,0.00502,0.00006
18.7,1.558,1749.16,0.00504,0.00006
18.8,1.567,1761.21,0.00507,0.00006
18.9,1.575,1767.9,0.0051,0.00006
19,1.584,1775.27,0.00513,0.00006
19.1,1.592,1785.81,0.00515,0.00006
19.2,1.6,1787.4,0.00518,0.00006
19.3,1.609,1796.61,0.00521,0.00006
19.4,1.617,1803.4,0.00524,0.00006
19.5,1.625,1817.45,0.00527,0.00006
19.6,1.634,1825.39,0.00529,0.00006
19.7,1.642,1836.75,0.00532,0.00006
19.8,1.65,1845.91,0.00535,0.00006
19.9,1.658,1854.64,0.00538,0.00006
20,1.667,1860.61,0.0054,0.00006
20.1,1.675,1866.94,0.00543,0.00006
20.2,1.683,1876.31,0.00546,0.00006
20.3,1.692,1884.2,0.00549,0.00006
20.4,1.7,1893.72,0.00552,0.00006
20.5,1.708,1900.93,0.00554,0.00006
20.6,1.717,1907.81,0.00557,0.00007
20.7,1.725,1921,0.0056,0.00007
20.8,1.734,1939.5,0.00563,0.00006
20.9,1.742,1946.36,0.00566,0.00007
21,1.75,1959.94,0.00568,0.00007
21.1,1.759,1973.62,0.00571,0.00007
21.2,1.767,1985.98,0.00574,0.00007
21.3,1.775,1994.48,0.00577,0.00007
21.4,1.783,2000.4,0.00579,0.00007
21.5,1.792,2009.31,0.00583,0.00007
21.6,1.8,2017.21,0.00585,0.00007
21.7,1.809,2021.43,0.00588,0.00007
21.8,1.817,2028.76,0.0059,0.00007
21.9,1.825,2035.14,0.00593,0.00007
22,1.833,2036.86,0.00596,0.00007
22.1,1.842,2041.51,0.00599,0.00007
22.2,1.85,2045.18,0.00602,0.00007
22.3,1.858,2047.79,0.00604,0.00007
22.4,1.867,2050.87,0.00607,0.00007
22.5,1.875,2053.43,0.0061,0.00007
22.6,1.883,2056.62,0.00612,0.00007
22.7,1.892,2063.3,0.00615,0.00007
22.8,1.9,2066.64,0.00618,0.00007
22.9,1.909,2069.72,0.00621,0.00007
23,1.917,2070.45,0.00623,0.00007
23.1,1.925,2075.32,0.00627,0.00007
23.2,1.933,2079.41,0.00629,0.00007
23.3,1.942,2089.97,0.00631,0.00007
23.4,1.95,2094.48,0.00634,0.00007
23.5,1.958,2103.98,0.00637,0.00008
23.6,1.967,2118.65,0.00639,0.00007
23.7,1.975,2136.67,0.00642,0.00007
23.8,1.984,2147.99,0.00645,0.00008
23.9,1.992,2168.67,0.00647,0.00008
24,2,2184.55,0.00651,0.00008
24.1,2.008,2196.28,0.00653,0.00008
24.2,2.017,2214.05,0.00656,0.00008
24.3,2.025,2227.51,0.00659,0.00008
24.4,2.034,2242.56,0.00662,0.00008
24.5,2.042,2252.53,0.00665,0.00008
24.6,2.05,2267.52,0.00667,0.00008
24.7,2.058,2280.1,0.0067,0.00008
24.8,2.067,2294.96,0.00673,0.00008
24.9,2.075,2308.1,0.00676,0.00008
25,2.084,2323.71,0.00679,0.00008
25.1,2.092,2334.85,0.00682,0.00008
25.2,2.1,2345.74,0.00685,0.00008
25.3,2.108,2360.16,0.00688,0.00008
25.4,2.117,2374.98,0.00691,0.00008
25.5,2.125,2390.64,0.00694,0.00008
25.6,2.134,2399.61,0.00697,0.00008
25.7,2.142,2410.48,0.00699,0.00008
25.8,2.15,2417.49,0.00702,0.00008
25.9,2.158,2425.34,0.00706,0.00008
26,2.167,2432.58,0.00708,0.00008
26.1,2.175,2440.86,0.00711,0.00008
26.2,2.184,2445.32,0.00714,0.00008
26.3,2.192,2452.26,0.00717,0.00008
26.4,2.2,2460.35,0.0072,0.00008
26.5,2.209,2465.9,0.00723,0.00008
26.6,2.217,2478.12,0.00726,0.00008
26.7,2.225,2490.02,0.00729,0.00008
26.8,2.233,2499.9,0.00732,0.00008
26.9,2.242,2515.3,0.00735,0.00008
27,2.25,2529.15,0.00737,0.00009
27.1,2.258,2540.83,0.00741,0.00009
27.2,2.267,2549.17,0.00743,0.00008
27.3,2.275,2556.77,0.00746,0.00009
27.4,2.283,2565.4,0.00749,0.00009
27.5,2.292,2568.44,0.00752,0.00009
27.6,2.3,2574.06,0.00755,0.00009
27.7,2.309,2580.04,0.00758,0.00009
27.8,2.317,2581.32,0.00761,0.00009
27.9,2.325,2585.09,0.00764,0.00009
28,2.334,2587.47,0.00767,0.00009
28.1,2.342,2592.99,0.0077,0.00009
28.2,2.35,2595.87,0.00773,0.00009
28.3,2.359,2599.51,0.00776,0.00009
28.4,2.367,2601.28,0.0078,0.00009
28.5,2.375,2609.72,0.00783,0.00009
28.6,2.384,2612.66,0.00786,0.00009
28.7,2.392,2617.58,0.0079,0.00009
28.8,2.4,2626.44,0.00792,0.00009
28.9,2.409,2631.81,0.00796,0.00009
29,2.417,2639.37,0.00799,0.00009
29.1,2.425,2643.61,0.00802,0.00009
29.2,2.433,2652.63,0.00805,0.00009
29.3,2.442,2660.88,0.00808,0.00009
29.4,2.45,2669.63,0.00811,0.00009
29.5,2.458,2685.02,0.00814,0.00009
29.6,2.467,2697.06,0.00817,0.00009
29.7,2.475,2717.6,0.0082,0.00009
29.8,2.484,2732.46,0.00823,0.00009
29.9,2.492,2747.68,0.00827,0.00009
30,2.5,2758.88,0.0083,0.00009
30.1,2.508,2767.68,0.00833,0.00009
30.2,2.517,2774.02,0.00836,0.00009
30.3,2.525,2784.04,0.00839,0.0001
30.4,2.534,2790.96,0.00843,0.0001
30.5,2.542,2804.7,0.00846,0.0001
30.6,2.55,2815.41,0.00849,0.0001
30.7,2.558,2828.9,0.00852,0.0001
30.8,2.567,2846.12,0.00855,0.0001
30.9,2.575,2855.5,0.00858,0.0001
31,2.584,2873.23,0.00862,0.0001
31.1,2.592,2881.66,0.00865,0.0001
31.2,2.6,2897.82,0.00868,0.0001
31.3,2.608,2911.23,0.00871,0.0001
31.4,2.617,2926.14,0.00874,0.0001
31.5,2.625,2939.21,0.00878,0.0001
31.6,2.634,2964.39,0.00881,0.0001
31.7,2.642,2977.94,0.00884,0.0001
31.8,2.65,2993.86,0.00887,0.0001
31.9,2.658,3012.55,0.0089,0.0001
32,2.667,3022.57,0.00894,0.0001
32.1,2.675,3037.67,0.00897,0.0001
32.2,2.683,3047.75,0.009,0.0001
32.3,2.692,3059.74,0.00903,0.0001
32.4,2.7,3065.62,0.00907,0.0001
32.5,2.708,3071.79,0.0091,0.0001
32.6,2.717,3081.3,0.00913,0.0001
32.7,2.725,3087.21,0.00917,0.0001
32.8,2.733,3100.54,0.00919,0.0001
32.9,2.742,3105.53,0.00923,0.0001
33,2.75,3113.05,0.00926,0.00011
33.1,2.758,3120.91,0.00929,0.0001
33.2,2.767,3123.24,0.00933,0.00011
33.3,2.775,3132.06,0.00935,0.00011
33.4,2.783,3137.57,0.00939,0.00011
33.5,2.792,3140.24,0.00942,0.00011
33.6,2.8,3146.53,0.00946,0.00011
33.7,2.808,3149.51,0.00949,0.00011
33.8,2.817,3153.59,0.00952,0.00011
33.9,2.825,3158.3,0.00956,0.00011
34,2.833,3163.57,0.00959,0.00011
34.1,2.842,3170.76,0.00962,0.00011
34.2,2.85,3180.75,0.00966,0.00011
34.3,2.858,3189.35,0.00969,0.00011
34.4,2.867,3198.98,0.00972,0.00011
34.5,2.875,3213.33,0.00976,0.00011
34.6,2.884,3228.8,0.00979,0.00011
34.7,2.892,3235.67,0.00982,0.00011
34.8,2.9,3240.11,0.00986,0.00011
34.9,2.908,3249.17,0.00989,0.00011
35,2.917,3255.5,0.00992,0.00011
35.1,2.925,3266.34,0.00996,0.00011
35.2,2.934,3270.22,0.00999,0.00011
35.3,2.942,3286.02,0.01003,0.00011
35.4,2.95,3292.57,0.01006,0.00011
35.5,2.959,3302.3,0.01009,0.00011
35.6,2.967,3317.93,0.01013,0.00011
35.7,2.975,3339.52,0.01016,0.00011
35.8,2.983,3355.1,0.01019,0.00011
35.9,2.992,3366.33,0.01023,0.00011
36,3,3383.63,0.01026,0.00012
36.1,3.008,3403.27,0.01029,0.00011
36.2,3.017,2866.64,0.00939,-0.00079
36.216,3.018,1306.15,0.00563,-0.00401
