Time (s),Extension (mm),Load (N),Axial Strain (mm/mm),Transverse Strain (mm/mm)
61.3,5.108,25281.24,0.04186,0.02019
61.4,5.117,25282.29,0.04198,0.02025
61.5,5.125,25287.07,0.0421,0.02029
61.6,5.133,25282.34,0.04223,0.02035
61.7,5.142,25287.99,0.04235,0.0204
61.8,5.15,25290.46,0.04248,0.02047
61.9,5.159,25291.55,0.0426,0.02053
62,5.167,25291.74,0.04272,0.02058
62.1,5.175,25294.97,0.04284,0.02066
62.2,5.184,25294.8,0.04297,0.02072
62.3,5.192,25296.88,0.04309,0.02076
62.4,5.2,25298.89,0.04322,0.0208
62.5,5.209,25300.37,0.04334,0.02085
62.6,5.217,25301.94,0.04346,0.02089
62.7,5.225,25300.99,0.04359,0.02094
62.8,5.233,25300.56,0.04371,0.02099
62.9,5.242,25302.71,0.04384,0.02103
63,5.25,25304.21,0.04396,0.02108
63.1,5.259,25303.12,0.04408,0.02112
63.2,5.267,25304.06,0.04421,0.02116
63.3,5.275,25306.46,0.04433,0.02121
63.4,5.283,25306.01,0.04445,0.02126
63.5,5.292,25306.88,0.04457,0.02131
63.6,5.3,25308,0.0447,0.02135
63.7,5.308,25309.11,0.04482,0.02141
63.8,5.317,25308.5,0.04494,0.02146
63.9,5.325,25310.84,0.04506,0.02152
64,5.334,25312.39,0.04519,0.02157
64.1,5.342,25312.13,0.04532,0.02162
64.2,5.35,25311.56,0.04544,0.02166
64.3,5.358,25313.71,0.04556,0.02171
64.4,5.367,25314.81,0.04569,0.02176
64.5,5.375,25315.85,0.04581,0.02181
64.6,5.384,25315.71,0.04593,0.02186
64.7,5.392,25317.24,0.04606,0.02191
64.8,5.4,25318.48,0.04618,0.02197
64.9,5.408,25317.58,0.04631,0.02202
65,5.417,25319.62,0.04643,0.02206
65.1,5.425,25321.42,0.04656,0.02211
65.2,5.434,25319.51,0.04668,0.02216
65.3,5.442,25320.69,0.0468,0.0222
65.4,5.45,25323.06,0.04692,0.02225
65.5,5.458,25325.38,0.04705,0.0223
65.6,5.467,25326.34,0.04717,0.02235
65.7,5.475,25328.54,0.04729,0.0224
65.8,5.483,25328.07,0.04742,0.02244
65.9,5.492,25331.22,0.04754,0.02249
66,5.5,25333.65,0.04766,0.02254
66.1,5.509,25336.27,0.04779,0.02259
66.2,5.517,25336.26,0.04791,0.02264
66.3,5.525,25337.14,0.04804,0.02269
66.4,5.534,25340.06,0.04816,0.02274
66.5,5.542,25338.29,0.04829,0.02279
66.6,5.55,25346.14,0.04841,0.02283
66.7,5.559,25350.31,0.04853,0.02288
66.8,5.567,25349.53,0.04866,0.02286
66.9,5.575,25356.26,0.04879,0.0229
67,5.584,25359.85,0.04891,0.02289
67.1,5.592,25356.46,0.04904,0.02289
67.2,5.6,25364.3,0.04917,0.02289
67.3,5.609,25366.12,0.04929,0.02291
67.4,5.617,25375.61,0.04941,0.02296
67.5,5.625,25376.55,0.04953,0.02299
67.6,5.633,25376.09,0.04966,0.02299
67.7,5.642,25389,0.04979,0.02304
67.8,5.65,25394.59,0.04991,0.02309
67.9,5.659,25388.49,0.05004,0.02314
68,5.667,25396.04,0.05017,0.02312
68.1,5.675,25401.28,0.05029,0.02317
68.2,5.683,25399.42,0.05042,0.02323
68.3,5.692,25407.4,0.05054,0.02329
68.4,5.7,25407.55,0.05066,0.02335
68.5,5.709,25412.44,0.05079,0.0234
68.6,5.717,25419.33,0.05091,0.02345
68.7,5.725,25419.27,0.05104,0.02348
68.8,5.734,25428.08,0.05117,0.02354
68.9,5.742,25426.19,0.05129,0.02359
69,5.75,25430.25,0.05142,0.02363
69.1,5.759,25435.17,0.05155,0.02367
69.2,5.767,25436.23,0.05167,0.02371
69.3,5.775,25439.11,0.0518,0.02376
69.4,5.784,25443.18,0.05193,0.02381
69.5,5.792,25442.72,0.05205,0.02386
69.6,5.8,25444.59,0.05218,0.02392
69.7,5.808,25448.02,0.0523,0.02397
69.8,5.817,25452.06,0.05243,0.02401
69.9,5.825,25453.01,0.05255,0.02406
70,5.834,25455.71,0.05268,0.0241
70.1,5.842,25458.32,0.05281,0.02414
70.2,5.85,25460.41,0.05294,0.02418
70.3,5.859,25460.4,0.05307,0.02422
70.4,5.867,25467.48,0.0532,0.02428
70.5,5.875,25463.54,0.05332,0.02433
70.6,5.884,25465.19,0.05345,0.02434
70.7,5.892,25469.12,0.05357,0.02338
70.8,5.9,25471.83,0.05369,0.02346
70.9,5.908,25478.11,0.05382,0.02353
71,5.917,25476.46,0.05395,0.0236
71.1,5.925,25473.68,0.05408,0.02368
71.2,5.934,25478.51,0.05421,0.02376
71.3,5.942,25485.25,0.05434,0.02384
71.4,5.95,25483.69,0.05446,0.02388
71.5,5.959,25484.41,0.05459,0.02379
71.6,5.967,25492.93,0.05471,0.0237
71.7,5.975,25496.12,0.05484,0.02372
71.8,5.983,25492.03,0.05497,0.02374
71.9,5.992,25494.89,0.05509,0.0238
72,6,25498.06,0.05522,0.02385
72.1,6.008,25511.52,0.05535,0.02391
72.2,6.017,25510.3,0.05548,0.02388
72.3,6.025,25511.16,0.0556,0.02363
72.4,6.033,25514.66,0.05573,0.02368
72.5,6.042,25512.09,0.05586,0.02373
72.6,6.05,25522.8,0.05599,0.02377
72.7,6.059,25521.91,0.05612,0.02382
72.8,6.067,25530.67,0.05624,0.02387
72.9,6.075,25531.39,0.05637,0.02391
73,6.083,25539.96,0.0565,0.02392
73.1,6.092,25540.72,0.05662,0.02229
73.2,6.1,25542.6,0.05675,0.02179
73.3,6.109,25549.66,0.05688,0.02184
73.4,6.117,25544.75,0.05701,0.02189
73.5,6.125,25552.53,0.05714,0.02195
73.6,6.134,25557.68,0.05727,0.022
73.7,6.142,25563.52,0.0574,0.02205
73.8,6.15,25560.17,0.05753,0.02211
73.9,6.159,25568.52,0.05765,0.02216
74,6.167,25570.87,0.05777,0.02221
74.1,6.175,25571.29,0.05791,0.02226
74.2,6.183,25572.08,0.05804,0.02231
74.3,6.192,25579.79,0.05817,0.02236
74.4,6.2,25576.33,0.05829,0.02241
74.5,6.208,25582.08,0.05842,0.02247
74.6,6.217,25586.69,0.05855,0.02252
74.7,6.225,25594.3,0.05868,0.02258
74.8,6.234,25590.92,0.05881,0.02263
74.9,6.242,25593.34,0.05893,0.02269
75,6.25,25595.97,0.05906,0.02274
75.1,6.258,25596.87,0.0592,0.0228
75.2,6.267,25600.14,0.05933,0.02285
75.3,6.275,25606.36,0.05946,0.02291
75.4,6.284,25606.79,0.05959,0.02297
75.5,6.292,25606.67,0.05972,0.02303
75.6,6.3,25608.25,0.05985,0.02309
75.7,6.309,25603.85,0.05997,0.02313
75.8,6.317,25615.34,0.06011,0.0231
75.9,6.325,25613.27,0.06024,0.02313
76,6.334,25610.66,0.06037,0.02317
76.1,6.342,25615.18,0.0605,0.02322
76.2,6.35,25614.16,0.06063,0.02327
76.3,6.358,25614.52,0.06075,0.02332
76.4,6.367,25619.53,0.06088,0.02337
76.5,6.375,25621.04,0.06102,0.02342
76.6,6.384,25626.56,0.06115,0.02346
76.7,6.392,25621.81,0.06128,0.0235
76.8,6.4,25624.42,0.06141,0.02356
76.9,6.409,25622.52,0.06154,0.02361
77,6.417,25624.71,0.06167,0.02365
77.1,6.425,25623.61,0.0618,0.02362
77.2,6.433,25625.63,0.06193,0.02366
77.3,6.442,25629.12,0.06206,0.02369
77.4,6.45,25629.68,0.06219,0.02373
77.5,6.459,25631.18,0.06232,0.02378
77.6,6.467,25632.15,0.06245,0.02383
77.7,6.475,25634.09,0.06259,0.02389
77.8,6.483,25634.99,0.06272,0.02394
77.9,6.492,25634.75,0.06284,0.02398
78,6.5,25635.94,0.06298,0.02322
78.1,6.509,25641.94,0.06311,0.02138
78.2,6.517,25644.1,0.06324,0.02145
78.3,6.525,25643,0.06337,0.0215
78.4,6.534,25644.37,0.0635,0.02154
78.5,6.542,25648.25,0.06363,0.02159
78.6,6.55,25647.78,0.06377,0.02164
78.7,6.559,25650.5,0.0639,0.02169
78.8,6.567,25648.05,0.06403,0.02174
78.9,6.575,25648.02,0.06416,0.02179
79,6.583,25655.53,0.06429,0.02184
79.1,6.592,25654.81,0.06442,0.02189
79.2,6.6,25658.28,0.06456,0.02195
79.3,6.608,25662.8,0.06468,0.022
79.4,6.617,25660.53,0.06481,0.02206
79.5,6.625,25663.4,0.06495,0.02212
79.6,6.634,25666.3,0.06508,0.02218
79.7,6.642,25665.03,0.06522,0.02224
79.8,6.65,25663.74,0.06535,0.02229
79.9,6.659,25670.18,0.06548,0.02235
80,6.667,25670.56,0.06561,0.0224
80.1,6.675,25673.71,0.06574,0.02246
80.2,6.684,25672.34,0.06587,0.02252
80.3,6.692,25675.92,0.06601,0.02257
80.4,6.7,25684.88,0.06614,0.02263
80.5,6.708,25684.67,0.06627,0.02268
80.6,6.717,25697.21,0.06641,0.02274
80.7,6.725,25686.4,0.06654,0.02278
80.8,6.734,25691.79,0.06667,0.02136
80.9,6.742,25690.42,0.06681,0.02135
81,6.75,25694.51,0.06694,0.02135
81.1,6.759,25697.36,0.06707,0.02139
81.2,6.767,25694.86,0.06721,0.02143
81.3,6.775,25700.67,0.06735,0.02147
81.4,6.784,25693.87,0.06748,0.02151
81.5,6.792,25707.88,0.06761,0.02155
81.6,6.8,25699.49,0.06774,0.02157
81.7,6.808,25706.74,0.06788,0.02159
81.8,6.817,25704.96,0.06802,0.02162
81.9,6.825,25700.37,0.06815,0.02167
82,6.834,25701.02,0.06829,0.02171
82.1,6.842,25702.78,0.06842,0.02176
82.2,6.85,25720.46,0.06856,0.02181
82.3,6.859,25706.56,0.06869,0.02185
82.4,6.867,25716.99,0.06882,0.0219
82.5,6.875,25722.01,0.06896,0.02195
82.6,6.884,25722.82,0.06909,0.02201
82.7,6.892,25723.28,0.06923,0.022
82.8,6.9,25723.39,0.06937,0.0208
82.9,6.909,25724.8,0.0695,0.0206
83,6.917,25728.23,0.06964,0.02064
83.1,6.925,25726.75,0.06977,0.02069
83.2,6.933,25732.89,0.06991,0.02075
83.3,6.942,25729.75,0.07005,0.02081
83.4,6.95,25726.23,0.07018,0.02086
83.5,6.959,25727.94,0.07032,0.02091
83.6,6.967,25742.53,0.07045,0.02096
83.7,6.975,25736.87,0.07059,0.02101
83.8,6.983,25733.84,0.07073,0.02106
83.9,6.992,25737.18,0.07086,0.02111
84,7,25741.06,0.071,0.02116
84.1,7.008,25739.22,0.07114,0.02121
84.2,7.017,25742.75,0.07127,0.02126
84.3,7.025,25742.19,0.07141,0.02131
84.4,7.033,25743.96,0.07155,0.02136
84.5,7.042,25744.44,0.07168,0.02141
84.6,7.05,25744.43,0.07182,0.02146
84.7,7.058,25748.1,0.07195,0.02151
84.8,7.067,25746.77,0.07209,0.02157
84.9,7.075,25749.15,0.07223,0.02162
85,7.084,25750.44,0.07237,0.02167
85.1,7.092,25751.46,0.07251,0.02172
85.2,7.1,25749.59,0.07264,0.02176
85.3,7.108,25749.99,0.07278,0.02181
85.4,7.117,25753.59,0.07292,0.02186
85.5,7.125,25753.43,0.07305,0.0219
85.6,7.134,25751.75,0.07319,0.02195
85.7,7.142,25753.5,0.07333,0.022
85.8,7.15,25748.69,0.07347,0.02205
85.9,7.158,25749.45,0.07361,0.0221
86,7.167,25755.92,0.07375,0.02214
86.1,7.175,25760.62,0.07389,0.02219
86.2,7.184,25757.02,0.07403,0.02224
86.3,7.192,25754.75,0.07417,0.02228
86.4,7.2,25757.46,0.07431,0.02232
86.5,7.209,25755.45,0.07444,0.02236
86.6,7.217,25758.38,0.07458,0.02241
86.7,7.225,25757.13,0.07472,0.02244
86.8,7.234,25761.59,0.07486,0.02248
86.9,7.242,25755.52,0.075,0.02251
87,7.25,25759.92,0.07513,0.02255
87.1,7.259,25762.85,0.07527,0.02259
87.2,7.267,25760.38,0.07542,0.02263
87.3,7.275,25768.09,0.07556,0.02266
87.4,7.284,25761.12,0.0757,0.0227
87.5,7.292,25761.13,0.07584,0.02273
87.6,7.3,25764.91,0.07598,0.02277
87.7,7.309,25768.48,0.07612,0.02281
87.8,7.317,25764.45,0.07626,0.02284
87.9,7.325,25764.54,0.0764,0.02288
88,7.333,25769.29,0.07654,0.02292
88.1,7.342,25766.36,0.07669,0.02297
88.2,7.35,25767.17,0.07683,0.02301
88.3,7.359,25766.51,0.07697,0.02305
88.4,7.367,25770.55,0.07711,0.02309
88.5,7.375,25768.87,0.07726,0.02312
88.6,7.383,25766.56,0.0774,0.02316
88.7,7.392,25770.95,0.07754,0.0232
88.8,7.4,25768.22,0.07769,0.02324
88.9,7.409,25770.7,0.07783,0.02329
89,7.417,25770.81,0.07797,0.02333
89.1,7.425,25771.09,0.07811,0.02338
89.2,7.434,25773.56,0.07825,0.02343
89.3,7.442,25773.79,0.0784,0.02347
89.4,7.45,25775.91,0.07854,0.02351
89.5,7.459,25777.36,0.07869,0.02355
89.6,7.467,25772.8,0.07883,0.02358
89.7,7.475,25770.85,0.07897,0.02359
89.8,7.484,25774.89,0.07912,0.02362
89.9,7.492,25773.31,0.07926,0.02364
90,7.5,25774.04,0.07941,0.02364
90.1,7.508,25773.39,0.07955,0.02344
90.2,7.517,25775.88,0.0797,0.02342
90.3,7.525,25775.83,0.07984,0.02345
90.4,7.534,25776.69,0.07999,0.02349
90.5,7.542,25780.89,0.08013,0.02353
90.6,7.55,25778.14,0.08028,0.02357
90.7,7.558,25777.48,0.08043,0.0236
90.8,7.567,25781.93,0.08057,0.02364
90.9,7.575,25780.6,0.08072,0.02367
91,7.584,25781.02,0.08087,0.0237
91.1,7.592,25780.12,0.08101,0.02374
91.2,7.6,25775.43,0.08116,0.02378
91.3,7.608,25782.01,0.0813,0.02382
91.4,7.617,25781.8,0.08146,0.02385
91.5,7.625,25777.29,0.08161,0.02389
91.6,7.634,25781.59,0.08175,0.02392
91.7,7.642,25782.39,0.0819,0.02393
91.8,7.65,25778.46,0.08205,0.02338
91.9,7.659,25775.52,0.0822,0.01966
92,7.667,25777.98,0.08234,0.01978
92.1,7.675,25774.63,0.08249,0.01983
92.2,7.683,25782.56,0.08264,0.01989
92.3,7.692,25777.68,0.08279,0.01995
92.4,7.7,25777.66,0.08293,0.02
92.5,7.709,25784.86,0.08309,0.02004
92.6,7.717,25780.8,0.08324,0.02009
92.7,7.725,25782.19,0.08339,0.02013
92.8,7.734,25781.4,0.08354,0.02018
92.9,7.742,25775.83,0.08369,0.02022
93,7.75,25775.57,0.08384,0.02026
93.1,7.759,25779.82,0.08399,0.02031
93.2,7.767,25777.78,0.08414,0.02035
93.3,7.775,25779.68,0.08429,0.02041
93.4,7.784,25781.45,0.08445,0.02046
93.5,7.792,25777.88,0.0846,0.02051
93.6,7.8,25782.19,0.08475,0.02056
93.7,7.809,25781.14,0.08491,0.02052
93.8,7.817,25777,0.08506,0.0199
93.9,7.825,25777.57,0.08521,0.01994
94,7.834,25777.01,0.08536,0.01997
94.1,7.842,25775.76,0.08552,0.02001
94.2,7.85,25772.33,0.08567,0.02004
94.3,7.859,25778.1,0.08583,0.02007
94.4,7.867,25772.69,0.08598,0.02011
94.5,7.875,25775.45,0.08613,0.02014
94.6,7.883,25778.54,0.08629,0.02018
94.7,7.892,25777.92,0.08645,0.02022
94.8,7.9,25777.61,0.08661,0.02025
94.9,7.909,25771.12,0.08676,0.02029
95,7.917,25773.62,0.08692,0.02033
95.1,7.925,25770.81,0.08707,0.02037
95.2,7.934,25766.91,0.08723,0.02041
95.3,7.942,25773.27,0.08739,0.02045
95.4,7.95,25767.67,0.08755,0.02049
95.5,7.959,25767.34,0.08776,0.02052
95.6,7.967,25769.16,0.08793,0.02056
95.7,7.975,25771.85,0.0881,0.0206
95.8,7.984,25765.32,0.08825,0.02063
95.9,7.992,25768.95,0.08842,0.02067
96,8,25764.42,0.08859,0.02071
96.1,8.009,25768.79,0.08875,0.02075
96.2,8.017,25761.99,0.08892,0.02078
96.3,8.025,25763.32,0.08908,0.02082
96.4,8.034,25762.55,0.08925,0.02085
96.5,8.042,25760.98,0.08941,0.02089
96.6,8.05,25755.63,0.08957,0.02092
96.7,8.058,25762.15,0.08973,0.02096
96.8,8.067,25760.17,0.0899,0.02099
96.9,8.075,25760.36,0.09006,0.02102
97,8.084,25757.97,0.09023,0.02106
97.1,8.092,25757.45,0.0904,0.02109
97.2,8.1,25749.71,0.09056,0.02112
97.3,8.108,25752.53,0.09073,0.02115
97.4,8.117,25753.17,0.09089,0.02118
97.5,8.125,25753,0.09106,0.02121
97.6,8.133,25750.79,0.09122,0.02124
97.7,8.142,25752.71,0.09139,0.02127
97.8,8.15,25741.04,0.09155,0.02131
97.9,8.158,25746.67,0.09172,0.02134
98,8.167,25745.48,0.09189,0.02136
98.1,8.175,25741.98,0.09206,0.02139
98.2,8.183,25738.44,0.09223,0.02142
98.3,8.192,25739.49,0.0924,0.02145
98.4,8.2,25737.31,0.09256,0.02147
98.5,8.209,25734.91,0.09274,0.0215
98.6,8.217,25731.8,0.09291,0.02153
98.7,8.225,25728.54,0.09307,0.02156
98.8,8.233,25730.08,0.09324,0.02158
98.9,8.242,25725.65,0.0934,0.02161
99,8.25,25723.58,0.09358,0.02163
99.1,8.259,25720.62,0.09375,0.02166
99.2,8.267,25711.78,0.09392,0.02168
99.3,8.275,25709.81,0.09408,0.0217
99.4,8.283,25692.17,0.09425,0.02173
99.5,8.292,25694.3,0.09442,0.02175
99.6,8.3,25695.12,0.09459,0.02177
99.7,8.309,25691.61,0.09476,0.02179
99.8,8.317,25684.79,0.09492,0.02181
99.9,8.325,25686.94,0.09509,0.02183
100,8.334,25690.32,0.09527,0.02185
100.1,8.342,25680.89,0.09544,0.02187
100.2,8.35,25667.38,0.09561,0.02189
100.3,8.359,25661.51,0.09578,0.02191
100.4,8.367,25662.76,0.09595,0.02192
100.5,8.375,25656.73,0.09612,0.02194
100.6,8.384,25652.48,0.09629,0.02196
100.7,8.392,25652.49,0.09646,0.02197
100.8,8.4,25650.47,0.09663,0.02199
100.9,8.409,25641.53,0.0968,0.022
101,8.417,25641.42,0.09697,0.02202
101.1,8.425,25636.91,0.09714,0.02203
101.2,8.434,25631.87,0.09732,0.02205
101.3,8.442,25627.31,0.09748,0.02206
101.4,8.45,25631.3,0.09766,0.02207
101.5,8.458,25621.17,0.09783,0.02208
101.6,8.467,25621.72,0.098,0.02209
101.7,8.475,25616.85,0.09818,0.02209
101.8,8.484,25609.54,0.09836,0.0221
101.9,8.492,25610.13,0.09852,0.0221
102,8.5,25606.8,0.09869,0.0221
102.1,8.509,25596.03,0.09887,0.0221
102.2,8.517,25595.79,0.09904,0.0221
102.3,8.525,25583.61,0.09921,0.02206
102.4,8.534,25583.89,0.09938,0.02145
102.5,8.542,25573.44,0.09955,0.02148
102.6,8.55,25563.27,0.09972,0.02148
102.7,8.559,25557.86,0.0999,0.02149
102.8,8.567,25554.91,0.10007,0.0215
102.9,8.575,25540.5,0.10024,0.0215
103,8.584,25527.73,0.10042,0.02151
103.1,8.592,25518.42,0.10058,0.02152
103.2,8.6,25513.24,0.10076,0.02153
103.3,8.609,25506.08,0.10093,0.02154
103.4,8.617,25498.2,0.1011,0.02154
103.5,8.625,25488.15,0.10127,0.02155
103.6,8.633,25478.78,0.10144,0.02156
103.7,8.642,25473.34,0.10161,0.02156
103.8,8.65,25473.91,0.10178,0.02156
103.9,8.659,25462.93,0.10195,0.02157
104,8.667,25456.99,0.10211,0.02157
104.1,8.675,25451.1,0.10228,0.02157
104.2,8.683,25445.29,0.10244,0.02158
104.3,8.692,25443.27,0.10261,0.02158
104.4,8.7,25432.34,0.10277,0.02158
104.5,8.709,25426.32,0.10293,0.02159
104.6,8.717,25417.2,0.1031,0.02159
104.7,8.725,25397.16,0.10326,0.02159
104.8,8.733,25392.92,0.10341,0.02159
104.9,8.742,25387.72,0.10357,0.02159
105,8.75,25367.76,0.10374,0.0216
105.1,8.759,25363.32,0.1039,0.0216
105.2,8.767,25352.8,0.10406,0.0216
105.3,8.775,25345.86,0.10422,0.0216
105.4,8.784,25341.33,0.10438,0.0216
105.5,8.792,25332.19,0.10454,0.0216
105.6,8.8,25329.22,0.10471,0.0216
105.7,8.809,25326.47,0.10487,0.0216
105.8,8.817,25320.36,0.10503,0.0216
105.9,8.825,25318.29,0.10519,0.0216
106,8.834,25316.66,0.10534,0.02161
106.1,8.842,25314.8,0.1055,0.02161
106.2,8.85,25312.5,0.10566,0.02161
106.3,8.858,25309.25,0.10582,0.02161
106.4,8.867,25307.09,0.10599,0.02161
106.5,8.875,25306.09,0.10615,0.02161
106.6,8.883,25302.67,0.10632,0.02161
106.7,8.892,25300.94,0.10648,0.02161
106.8,8.9,25299.4,0.10664,0.02161
106.9,8.908,25296.62,0.10682,0.02161
107,8.917,25293.29,0.107,0.02161
107.1,8.925,25291.25,0.10717,0.02161
107.2,8.934,25284.9,0.10733,0.02161
107.3,8.942,25277.15,0.10748,0.02161
107.4,8.95,25270.93,0.10763,0.02161
107.5,8.959,25262.71,0.10777,0.02161
107.6,8.967,25250.72,0.10792,0.02161
107.7,8.975,25236.71,0.10808,0.02161
107.8,8.984,25212.74,0.10822,0.02161
107.9,8.992,25191.03,0.10836,0.02161
108,9,25174.97,0.10851,0.0216
108.1,9.009,25158.24,0.10866,0.02161
108.2,9.017,25141.2,0.10881,0.0216
108.3,9.025,25126.23,0.10896,0.0216
108.4,9.034,25112.45,0.1091,0.0216
108.5,9.042,25104.83,0.10925,0.0216
108.6,9.05,25096.58,0.10941,0.0216
108.7,9.059,25089.57,0.10959,0.0216
108.8,9.067,25072.23,0.10976,0.0216
108.9,9.075,25061.44,0.10992,0.0216
109,9.084,25050.5,0.11008,0.0216
109.1,9.092,25029.76,0.11024,0.0216
109.2,9.1,25017.96,0.11038,0.0216
109.3,9.109,25000.78,0.11054,0.0216
109.4,9.117,24980.56,0.11068,0.0216
109.5,9.125,24968.92,0.11083,0.0216
109.6,9.133,24952.3,0.11096,0.0216
109.7,9.142,24940.86,0.11109,0.02159
109.8,9.15,24924.45,0.11122,0.02159
109.9,9.159,24897.46,0.11133,0.02159
110,9.167,24891.16,0.11147,0.02159
110.1,9.175,24859.21,0.1116,0.02159
110.2,9.183,24842.16,0.11174,0.02159
110.3,9.192,24826.52,0.11189,0.02159
110.4,9.2,24814.28,0.11203,0.02159
110.5,9.208,24809.85,0.11217,0.02159
110.6,9.217,24804.4,0.1123,0.02159
110.7,9.225,24802.43,0.11244,0.02158
110.8,9.233,24798.6,0.11258,0.02158
110.9,9.242,24795.45,0.11272,0.02158
111,9.25,24792.11,0.11286,0.02158
111.1,9.258,24788.46,0.113,0.02158
111.2,9.267,24783.71,0.11315,0.02158
111.3,9.275,24777.46,0.11329,0.02158
111.4,9.284,24767.89,0.11342,0.02158
111.5,9.292,24759.63,0.11356,0.02158
111.6,9.3,24758.2,0.11369,0.02158
111.7,9.308,24751.74,0.11384,0.02158
111.8,9.317,24745.98,0.11399,0.02157
111.9,9.325,24741.3,0.11414,0.02157
112,9.334,24734.08,0.11429,0.02157
112.1,9.342,24722.86,0.11445,0.02157
112.2,9.35,24697.8,0.11461,0.02157
112.3,9.358,24684.07,0.11476,0.02157
112.4,9.367,24666.64,0.11493,0.02157
112.5,9.375,24649.62,0.11509,0.02157
112.6,9.383,24633.26,0.11526,0.02156
112.7,9.392,24618.73,0.11542,0.02157
112.8,9.4,24604.14,0.11558,0.02156
112.9,9.409,24594.97,0.11575,0.02156
113,9.417,24580.32,0.11592,0.02156
113.1,9.425,24562.64,0.11608,0.02156
113.2,9.434,24546.73,0.11625,0.02156
113.3,9.442,24529.97,0.11642,0.02156
113.4,9.45,24515.66,0.11658,0.02156
113.5,9.459,24506.12,0.11675,0.02155
113.6,9.467,24488.47,0.11692,0.02155
113.7,9.475,24480.73,0.11709,0.02155
113.8,9.484,24462.28,0.11727,0.02155
113.9,9.492,24433,0.11743,0.02155
114,9.5,24410.56,0.11761,0.02155
114.1,9.509,24374.48,0.11778,0.02155
114.2,9.517,24354.13,0.11796,0.02155
114.3,9.525,24332.8,0.11813,0.02155
114.4,9.534,24314.86,0.11829,0.02155
114.5,9.542,24299.63,0.11845,0.02155
114.6,9.55,24284.52,0.11861,0.02154
114.7,9.559,24276.7,0.11877,0.02154
114.8,9.567,24266.85,0.11893,0.02154
114.9,9.575,24251.18,0.1191,0.02154
115,9.583,24238.1,0.11927,0.02154
115.1,9.592,24233.38,0.11943,0.02154
115.2,9.6,24218.8,0.1196,0.02154
115.3,9.609,24209.88,0.11977,0.02154
115.4,9.617,24206.69,0.11995,0.02153
115.5,9.625,24196.77,0.12014,0.02153
115.6,9.634,24184.08,0.12032,0.02153
115.7,9.642,24172.13,0.1205,0.02153
115.8,9.65,24143.59,0.12067,0.02153
115.9,9.659,24115.92,0.12085,0.02153
116,9.667,24089.66,0.12104,0.02153
116.1,9.675,24059.48,0.12124,0.02153
116.2,9.684,24044.09,0.12144,0.02152
116.3,9.692,24036.9,0.12163,0.02152
116.4,9.7,24022.9,0.12182,0.02152
116.5,9.709,24010.14,0.12201,0.02152
116.6,9.717,23996.77,0.12219,0.02152
116.7,9.725,23983.32,0.12238,0.02152
116.8,9.734,23972.06,0.12255,0.02152
116.9,9.742,23962.95,0.12273,0.02152
117,9.75,23951.36,0.12292,0.02151
117.1,9.758,23937.5,0.12311,0.02151
117.2,9.767,23918,0.12329,0.02151
117.3,9.775,23887.62,0.12346,0.02151
117.4,9.784,23856.92,0.12362,0.02151
117.5,9.792,23837.79,0.12378,0.02151
117.6,9.8,23828.54,0.12394,0.02151
117.7,9.808,23822.59,0.1241,0.02151
117.8,9.817,23812.53,0.12426,0.02151
117.9,9.825,23803.61,0.12442,0.0215
118,9.833,23789.27,0.12459,0.0215
118.1,9.842,23774,0.12476,0.0215
118.2,9.85,23762.19,0.12494,0.0215
118.3,9.859,23748.24,0.12511,0.0215
118.4,9.867,23728.83,0.12528,0.0215
118.5,9.875,23717.79,0.12545,0.0215
118.6,9.884,23703.22,0.12562,0.02149
118.7,9.892,23673.89,0.12579,0.02149
118.8,9.9,23649.53,0.12595,0.02149
118.9,9.909,23619.4,0.12612,0.02149
119,9.917,23582.71,0.12628,0.02149
119.1,9.925,23562.7,0.12644,0.02149
119.2,9.933,23547.61,0.12661,0.02149
119.3,9.942,23509.59,0.12678,0.02148
119.4,9.95,23487.06,0.12697,0.02148
119.5,9.959,23452.98,0.12717,0.02148
119.6,9.967,23422.89,0.12738,0.02148
119.7,9.975,23402.6,0.12758,0.02148
119.8,9.983,23387.24,0.12779,0.02148
119.9,9.992,23368.71,0.12799,0.02148
120,10,23354.79,0.12819,0.02148
120.1,10.009,23319.89,0.1284,0.02147
120.2,10.017,23281.3,0.1286,0.02147
120.3,10.025,23271.28,0.1288,0.02147
120.4,10.034,23258.5,0.129,0.02147
120.5,10.042,23253.61,0.12921,0.02147
120.6,10.05,23251.51,0.12941,0.02147
120.7,10.059,23251.16,0.12961,0.02147
120.8,10.067,23250.83,0.1298,0.02146
120.9,10.075,23249.59,0.12999,0.02146
121,10.084,23246.8,0.13018,0.02146
121.1,10.092,23242.77,0.13037,0.02146
121.2,10.1,23233.55,0.13056,0.02146
121.3,10.108,23207.52,0.13075,0.02146
121.4,10.117,23180.58,0.13094,0.02145
121.5,10.125,23146.77,0.13113,0.02145
121.6,10.134,23109.51,0.13132,0.02145
121.7,10.142,23085.26,0.13151,0.02145
121.8,10.15,23059.42,0.13171,0.02145
121.9,10.158,23021.08,0.1319,0.02145
122,10.167,22987.83,0.1321,0.02145
122.1,10.175,22949.63,0.13231,0.02144
122.2,10.184,22920.42,0.13251,0.02144
122.3,10.192,22900.04,0.13271,0.02144
122.4,10.2,22869.32,0.13292,0.02144
122.5,10.208,22827.34,0.13313,0.02144
