Time (s),Extension (mm),Load (N),Axial Strain (mm/mm),Transverse Strain (mm/mm)
11.3,0.942,5813.3,0.00127,0.00019
11.4,0.95,5913.46,0.00128,0.00019
11.5,0.958,5991.2,0.0013,0.00019
11.6,0.967,6084.41,0.00131,0.0002
11.7,0.975,6167.69,0.00132,0.0002
11.8,0.983,6201.26,0.00133,0.0002
11.9,0.992,6243.24,0.00135,0.0002
12,1,6300.03,0.00136,0.0002
12.1,1.008,6433.06,0.00137,0.00021
12.2,1.017,6524.4,0.00138,0.00021
12.3,1.025,6655.94,0.00139,0.00021
12.4,1.034,6752.74,0.00141,0.00022
12.5,1.042,6773.24,0.00142,0.00022
12.6,1.05,6819.46,0.00143,0.00022
12.7,1.058,6905.23,0.00145,0.00022
12.8,1.067,6980.84,0.00146,0.00023
12.9,1.075,7057.11,0.00147,0.00023
13,1.084,7197.88,0.00149,0.00023
13.1,1.092,7266.17,0.0015,0.00024
13.2,1.1,7314.01,0.00151,0.00024
13.3,1.108,7419.83,0.00152,0.00024
13.4,1.117,7533.39,0.00154,0.00024
13.5,1.125,7597,0.00155,0.00025
13.6,1.133,7669.91,0.00156,0.00025
13.7,1.142,7719.1,0.00158,0.00025
13.8,1.15,7784.64,0.00159,0.00026
13.9,1.158,7881.29,0.00161,0.00026
14,1.167,7983.66,0.00162,0.00026
14.1,1.175,8122.59,0.00163,0.00027
14.2,1.183,8214.7,0.00165,0.00027
14.3,1.192,8303.89,0.00166,0.00027
14.4,1.2,8308.97,0.00167,0.00027
14.5,1.209,8336.53,0.00169,0.00028
14.6,1.217,8457.27,0.0017,0.00028
14.7,1.225,8577.81,0.00172,0.00028
14.8,1.233,8716.92,0.00173,0.00029
14.9,1.242,8797.85,0.00174,0.00029
15,1.25,8866.35,0.00176,0.00029
15.1,1.259,8966.42,0.00177,0.0003
15.2,1.267,9027.25,0.00179,0.0003
15.3,1.275,9097.56,0.0018,0.0003
15.4,1.283,9168.14,0.00182,0.00031
15.5,1.292,9297.55,0.00183,0.00031
15.6,1.3,9346.73,0.00185,0.00031
15.7,1.308,9443.01,0.00186,0.00032
15.8,1.317,9572.01,0.00187,0.00032
15.9,1.325,9708.2,0.00189,0.00032
16,1.333,9801.83,0.0019,0.00033
16.1,1.342,9813.79,0.00192,0.00033
16.2,1.35,9825.96,0.00193,0.00033
16.3,1.359,9965.16,0.00194,0.00034
16.4,1.367,10078.99,0.00196,0.00034
16.5,1.375,10196.91,0.00198,0.00034
16.6,1.384,10329.21,0.002,0.00035
16.7,1.392,10409.27,0.00201,0.00035
16.8,1.4,10431.66,0.00202,0.00035
16.9,1.409,10520.62,0.00204,0.00036
17,1.417,10592.32,0.00205,0.00036
17.1,1.425,10712.17,0.00207,0.00036
17.2,1.434,10842.63,0.00209,0.00037
17.3,1.442,10905.87,0.0021,0.00037
17.4,1.45,10992.1,0.00212,0.00037
17.5,1.459,11125.14,0.00213,0.00038
17.6,1.467,11216.44,0.00214,0.00038
17.7,1.475,11283.07,0.00216,0.00039
17.8,1.483,11324.37,0.00218,0.00039
17.9,1.492,11401.57,0.00219,0.00039
18,1.5,11525.9,0.00221,0.0004
18.1,1.508,11641.85,0.00222,0.0004
18.2,1.517,11792.08,0.00224,0.0004
18.3,1.525,11894.23,0.00225,0.00041
18.4,1.533,11929.89,0.00227,0.00041
18.5,1.542,11968.77,0.00229,0.00041
18.6,1.55,12073.33,0.0023,0.00042
18.7,1.558,12183.39,0.00232,0.00042
18.8,1.567,12334.55,0.00234,0.00043
18.9,1.575,12413.33,0.00235,0.00043
19,1.584,12480.23,0.00237,0.00043
19.1,1.592,12595.85,0.00239,0.00044
19.2,1.6,12682.43,0.0024,0.00044
19.3,1.609,12763.33,0.00241,0.00045
19.4,1.617,12878.02,0.00243,0.00045
19.5,1.625,12931.38,0.00245,0.00045
19.6,1.634,13034.91,0.00247,0.00046
19.7,1.642,13173.86,0.00248,0.00046
19.8,1.65,13284.16,0.0025,0.00047
19.9,1.659,13387.78,0.00252,0.00047
20,1.667,13447.12,0.00253,0.00047
20.1,1.675,13491.5,0.00255,0.00048
20.2,1.683,13598.25,0.00257,0.00048
20.3,1.692,13708.92,0.00258,0.00049
20.4,1.7,13851.68,0.0026,0.00049
20.5,1.709,13965.8,0.00262,0.0005
20.6,1.717,13992.38,0.00263,0.0005
20.7,1.725,14097.51,0.00265,0.0005
20.8,1.733,14188.83,0.00267,0.00051
20.9,1.742,14309.87,0.00268,0.00051
21,1.75,14415.23,0.0027,0.00052
21.1,1.759,14484.38,0.00272,0.00052
21.2,1.767,14575.62,0.00274,0.00053
21.3,1.775,14703.77,0.00275,0.00053
21.4,1.784,14790.64,0.00277,0.00054
21.5,1.792,14937.8,0.00279,0.00054
21.6,1.8,14996.67,0.00281,0.00054
21.7,1.809,15042.38,0.00283,0.00055
21.8,1.817,15147.24,0.00284,0.00055
21.9,1.825,15287.44,0.00286,0.00056
22,1.833,15405.44,0.00288,0.00056
22.1,1.842,15489.26,0.0029,0.00057
22.2,1.85,15522.71,0.00292,0.00057
22.3,1.858,15664.75,0.00294,0.00058
22.4,1.867,15764.53,0.00295,0.00058
22.5,1.875,15858.29,0.00297,0.00059
22.6,1.884,15991.48,0.00299,0.00059
22.7,1.892,16054.55,0.00301,0.0006
22.8,1.9,16111.89,0.00303,0.0006
22.9,1.908,16222.07,0.00305,0.00061
23,1.917,16358.93,0.00307,0.00061
23.1,1.925,16496.02,0.00309,0.00062
23.2,1.934,16551.63,0.00311,0.00062
23.3,1.942,16580.78,0.00313,0.00063
23.4,1.95,16724.62,0.00315,0.00063
23.5,1.958,16837.44,0.00317,0.00064
23.6,1.967,16942.58,0.00319,0.00064
23.7,1.975,17012.06,0.00322,0.00065
23.8,1.984,17109.85,0.00324,0.00066
23.9,1.992,17231.94,0.00326,0.00066
24,2,17326.4,0.00328,0.00067
24.1,2.008,17437.37,0.0033,0.00067
24.2,2.017,17543.86,0.00333,0.00068
24.3,2.025,17571.81,0.00334,0.00069
24.4,2.034,17659.69,0.00337,0.00069
24.5,2.042,17788.61,0.00339,0.0007
24.6,2.05,17918.86,0.00341,0.0007
24.7,2.059,18055.72,0.00344,0.00071
24.8,2.067,18088.25,0.00346,0.00072
24.9,2.075,18140.38,0.00349,0.00072
25,2.083,18247.54,0.00351,0.00073
25.1,2.092,18354.74,0.00353,0.00074
25.2,2.1,18476.38,0.00356,0.00074
25.3,2.108,18588.85,0.00358,0.00075
25.4,2.117,18654.09,0.00361,0.00076
25.5,2.125,18762.33,0.00363,0.00076
25.6,2.133,18863.98,0.00366,0.00077
25.7,2.142,18926.41,0.00368,0.00078
25.8,2.15,19055.12,0.00371,0.00079
25.9,2.159,19108.63,0.00374,0.00079
26,2.167,19189.7,0.00376,0.0008
26.1,2.175,19314.49,0.00379,0.00081
26.2,2.183,19462.32,0.00382,0.00082
26.3,2.192,19550.27,0.00385,0.00083
26.4,2.2,19625.71,0.00387,0.00083
26.5,2.209,19627.65,0.00391,0.00084
26.6,2.217,19697.04,0.00393,0.00085
26.7,2.225,19831.47,0.00396,0.00086
26.8,2.233,19967.38,0.00399,0.00087
26.9,2.242,20092.19,0.00403,0.00088
27,2.25,20178.1,0.00406,0.00089
27.1,2.258,20246.7,0.00409,0.0009
27.2,2.267,20320.55,0.00412,0.00091
27.3,2.275,20376.54,0.00415,0.00092
27.4,2.284,20481.44,0.00419,0.00093
27.5,2.292,20594.66,0.00422,0.00094
27.6,2.3,20646.27,0.00426,0.00095
27.7,2.309,20713.81,0.0043,0.00096
27.8,2.317,20833.82,0.00433,0.00097
27.9,2.325,20938.26,0.00437,0.00098
28,2.334,21035.41,0.00441,0.00099
28.1,2.342,21116.45,0.00444,0.001
28.2,2.35,21127.62,0.00448,0.00102
28.3,2.358,21144.88,0.00452,0.00103
28.4,2.367,21264.15,0.00456,0.00104
28.5,2.375,21379.41,0.0046,0.00105
28.6,2.384,21482.11,0.00464,0.00107
28.7,2.392,21565.74,0.00469,0.00108
28.8,2.4,21706.74,0.00474,0.0011
28.9,2.409,21745.93,0.00478,0.00111
29,2.417,21750.64,0.00483,0.00112
29.1,2.425,21787.15,0.00487,0.00114
29.2,2.433,21860.36,0.00492,0.00115
29.3,2.442,21932.84,0.00497,0.00117
29.4,2.45,22018.94,0.00502,0.00119
29.5,2.459,22117.69,0.00507,0.0012
29.6,2.467,22177.93,0.00512,0.00122
29.7,2.475,22223.62,0.00518,0.00124
29.8,2.484,22260.47,0.00523,0.00126
29.9,2.492,22321.28,0.00529,0.00128
30,2.5,22416.76,0.00535,0.0013
30.1,2.509,22468.01,0.0054,0.00132
30.2,2.517,22525.18,0.00547,0.00134
30.3,2.525,22546.24,0.00552,0.00136
30.4,2.534,22588.27,0.00558,0.00138
30.5,2.542,22626.4,0.00565,0.00141
30.6,2.55,22650.09,0.00571,0.00143
30.7,2.559,22678.46,0.00578,0.00145
30.8,2.567,22724.43,0.00585,0.00148
30.9,2.575,22762.05,0.00591,0.0015
31,2.584,22818.64,0.00598,0.00153
31.1,2.592,22889.1,0.00605,0.00157
31.2,2.6,22932.27,0.00613,0.00161
31.3,2.608,22985.69,0.00619,0.00165
31.4,2.617,23045.1,0.00627,0.00169
31.5,2.625,23091.48,0.00635,0.00173
31.6,2.633,23131.05,0.00643,0.00176
31.7,2.642,23198.82,0.00651,0.00178
31.8,2.65,23234.06,0.00658,0.00182
31.9,2.658,23243.91,0.00666,0.00185
32,2.667,23249.88,0.00675,0.00192
32.1,2.675,23250.94,0.00683,0.00199
32.2,2.683,23251.22,0.00691,0.00203
32.3,2.692,23254.36,0.007,0.00208
32.4,2.7,23261.33,0.00708,0.00216
32.5,2.708,23280.95,0.00717,0.00236
32.6,2.717,23303.83,0.00726,0.00242
32.7,2.725,23351.42,0.00735,0.00248
32.8,2.734,23376.96,0.00744,0.00254
32.9,2.742,23390.2,0.00753,0.00262
33,2.75,23412.95,0.00762,0.00288
33.1,2.759,23445.24,0.00771,0.00297
33.2,2.767,23470.19,0.00781,0.00303
33.3,2.775,23514.32,0.0079,0.00308
33.4,2.784,23542.67,0.00799,0.00312
33.5,2.792,23568.69,0.00809,0.00318
33.6,2.8,23584.48,0.00818,0.00327
33.7,2.808,23614.2,0.00829,0.00336
33.8,2.817,23646.13,0.00838,0.00344
33.9,2.825,23668.95,0.00848,0.00354
34,2.834,23698.37,0.00858,0.0036
34.1,2.842,23705.11,0.00868,0.00365
34.2,2.85,23720.5,0.00878,0.0037
34.3,2.858,23734.92,0.00888,0.00375
34.4,2.867,23750.15,0.00898,0.00379
34.5,2.875,23757.54,0.00909,0.00384
34.6,2.884,23770.43,0.00919,0.00389
34.7,2.892,23778.84,0.0093,0.00393
34.8,2.9,23792.19,0.0094,0.00398
34.9,2.909,23802.23,0.00951,0.00403
35,2.917,23810.84,0.00961,0.00408
35.1,2.925,23816.37,0.00972,0.00413
35.2,2.934,23821.69,0.00983,0.00418
35.3,2.942,23827.43,0.00993,0.00423
35.4,2.95,23834.57,0.01004,0.00429
35.5,2.959,23845.2,0.01015,0.00435
35.6,2.967,23853.03,0.01026,0.00441
35.7,2.975,23884.63,0.01037,0.00446
35.8,2.983,23892.14,0.01048,0.00452
35.9,2.992,23912.13,0.0106,0.00458
36,3,23926.85,0.01071,0.00463
36.1,3.009,23941.45,0.01082,0.00469
36.2,3.017,23949.35,0.01093,0.00476
36.3,3.025,23956.43,0.01105,0.00481
36.4,3.034,23967.26,0.01116,0.00487
36.5,3.042,23971.02,0.01128,0.00492
36.6,3.05,23974.7,0.01139,0.00497
36.7,3.059,23982.75,0.01151,0.00503
36.8,3.067,23990.47,0.01162,0.00508
36.9,3.075,23998.05,0.01174,0.0052
37,3.084,24003.15,0.01186,0.00526
37.1,3.092,24011.54,0.01197,0.00531
37.2,3.1,24019.01,0.01209,0.00537
37.3,3.109,24027.76,0.01221,0.00542
37.4,3.117,24030.39,0.01233,0.00548
37.5,3.125,24037.73,0.01244,0.00553
37.6,3.134,24042.32,0.01256,0.00559
37.7,3.142,24050.52,0.01269,0.00564
37.8,3.15,24056.08,0.01281,0.0057
37.9,3.158,24064.25,0.01292,0.00576
38,3.167,24077.48,0.01305,0.00582
38.1,3.175,24088.18,0.01316,0.00587
38.2,3.183,24107.83,0.01329,0.00593
38.3,3.192,24118.76,0.01341,0.00598
38.4,3.2,24131.58,0.01353,0.00603
38.5,3.208,24145.13,0.01365,0.00609
38.6,3.217,24157.04,0.01377,0.00614
38.7,3.225,24169.93,0.01389,0.0062
38.8,3.233,24176.76,0.01401,0.00626
38.9,3.242,24187.1,0.01414,0.00631
39,3.25,24192.07,0.01426,0.00636
39.1,3.258,24196.25,0.01438,0.00642
39.2,3.267,24199.34,0.01451,0.00648
39.3,3.275,24204.56,0.01463,0.00653
39.4,3.284,24206.89,0.01475,0.00658
39.5,3.292,24210.55,0.01488,0.00662
39.6,3.3,24212.56,0.015,0.00667
39.7,3.308,24216.46,0.01512,0.00671
39.8,3.317,24218.86,0.01524,0.00676
39.9,3.325,24224.08,0.01537,0.00681
40,3.334,24227.1,0.01549,0.00686
40.1,3.342,24230.88,0.01562,0.00691
40.2,3.35,24235.96,0.01574,0.00696
40.3,3.359,24241.58,0.01587,0.00702
40.4,3.367,24246.03,0.01599,0.00707
40.5,3.375,24247.5,0.01611,0.00712
40.6,3.384,24255.01,0.01624,0.00718
40.7,3.392,24262.17,0.01636,0.00723
40.8,3.4,24268,0.01649,0.00728
40.9,3.409,24274.54,0.01661,0.00733
41,3.417,24273.01,0.01674,0.00738
41.1,3.425,24283.86,0.01686,0.00744
41.2,3.433,24284.83,0.01699,0.00749
41.3,3.442,24290.4,0.01711,0.00755
41.4,3.45,24296.41,0.01724,0.0076
41.5,3.459,24295.46,0.01737,0.00765
41.6,3.467,24305.98,0.01749,0.0077
41.7,3.475,24311.87,0.01762,0.00776
41.8,3.484,24310.14,0.01774,0.00781
41.9,3.492,24323.99,0.01786,0.00787
42,3.5,24327.16,0.01799,0.00792
42.1,3.509,24334.23,0.01811,0.00797
42.2,3.517,24348.21,0.01824,0.00802
42.3,3.525,24352.45,0.01836,0.00806
42.4,3.534,24368.55,0.01849,0.00811
42.5,3.542,24376.73,0.01862,0.00817
42.6,3.55,24380.75,0.01874,0.00822
42.7,3.559,24400.29,0.01887,0.00828
42.8,3.567,24408.57,0.01899,0.00833
42.9,3.575,24421.95,0.01911,0.00839
43,3.584,24432.04,0.01924,0.00844
43.1,3.592,24442.37,0.01937,0.0085
43.2,3.6,24442.14,0.01949,0.00855
43.3,3.609,24453.86,0.01961,0.00861
43.4,3.617,24464.14,0.01974,0.00867
43.5,3.625,24467.88,0.01987,0.00872
43.6,3.634,24474.48,0.01999,0.00878
43.7,3.642,24480.3,0.02012,0.00883
43.8,3.65,24485.43,0.02024,0.00889
43.9,3.658,24487.09,0.02036,0.00894
44,3.667,24497.42,0.02049,0.009
44.1,3.675,24501.22,0.02061,0.00905
44.2,3.684,24508.97,0.02074,0.00911
44.3,3.692,24514.01,0.02087,0.00917
44.4,3.7,24512.56,0.02099,0.00922
44.5,3.708,24519.75,0.02112,0.00928
44.6,3.717,24529.48,0.02125,0.00933
44.7,3.725,24532.59,0.02137,0.00938
44.8,3.734,24537.66,0.0215,0.00943
44.9,3.742,24544.92,0.02162,0.00948
45,3.75,24553.59,0.02175,0.00954
45.1,3.758,24558.58,0.02188,0.00959
45.2,3.767,24562.26,0.022,0.00965
45.3,3.775,24569.26,0.02212,0.0097
45.4,3.783,24573.08,0.02224,0.00975
45.5,3.792,24578.19,0.02237,0.00981
45.6,3.8,24585.36,0.0225,0.00986
45.7,3.808,24587.79,0.02262,0.00992
45.8,3.817,24590.93,0.02275,0.00997
45.9,3.825,24595.89,0.02287,0.01003
46,3.833,24601.79,0.023,0.01008
46.1,3.842,24606.03,0.02312,0.01014
46.2,3.85,24612.01,0.02325,0.0102
46.3,3.859,24617.14,0.02337,0.01026
46.4,3.867,24618.51,0.0235,0.01031
46.5,3.875,24627.88,0.02362,0.01037
46.6,3.883,24634.3,0.02375,0.01043
46.7,3.892,24635.24,0.02387,0.01049
46.8,3.9,24645.9,0.024,0.01056
46.9,3.909,24647.81,0.02412,0.01062
47,3.917,24660.46,0.02425,0.01068
47.1,3.925,24662.91,0.02437,0.01074
47.2,3.933,24669.74,0.0245,0.0108
47.3,3.942,24672.85,0.02462,0.01085
47.4,3.95,24688.15,0.02475,0.01091
47.5,3.959,24691.04,0.02488,0.01097
47.6,3.967,24697.2,0.025,0.01102
47.7,3.975,24690.19,0.02512,0.01108
47.8,3.984,24712.95,0.02524,0.01114
47.9,3.992,24708.76,0.02537,0.0112
48,4,24711.31,0.02549,0.01126
48.1,4.009,24724.82,0.02562,0.01132
48.2,4.017,24729.49,0.02574,0.01138
48.3,4.025,24736.65,0.02587,0.01144
48.4,4.034,24737.54,0.02599,0.0115
48.5,4.042,24738.23,0.02612,0.01157
48.6,4.05,24742.3,0.02624,0.01162
48.7,4.058,24744.43,0.02637,0.01168
48.8,4.067,24745.96,0.02649,0.01175
48.9,4.075,24751.83,0.02661,0.01182
49,4.084,24748.09,0.02673,0.01189
49.1,4.092,24749.97,0.02686,0.01195
49.2,4.1,24755.98,0.02699,0.01201
49.3,4.108,24752.61,0.02711,0.01208
49.4,4.117,24756.7,0.02723,0.01214
49.5,4.125,24760.55,0.02736,0.0122
49.6,4.134,24767.45,0.02748,0.01226
49.7,4.142,24764.78,0.02761,0.01231
49.8,4.15,24768.12,0.02774,0.01236
49.9,4.158,24772.21,0.02785,0.01241
50,4.167,24770.9,0.02798,0.01247
50.1,4.175,24777.9,0.02811,0.01253
50.2,4.184,24777.21,0.02822,0.0126
50.3,4.192,24780.1,0.02835,0.01267
50.4,4.2,24782.19,0.02847,0.01275
50.5,4.209,24787.01,0.02859,0.01283
50.6,4.217,24788.57,0.02872,0.01291
50.7,4.225,24789.32,0.02885,0.013
50.8,4.234,24793.49,0.02897,0.0131
50.9,4.242,24791.07,0.0291,0.0132
51,4.25,24792.13,0.02922,0.01334
51.1,4.259,24793.72,0.02934,0.01345
51.2,4.267,24794.04,0.02946,0.01354
51.3,4.275,24796.31,0.02958,0.0136
51.4,4.284,24797.53,0.02971,0.01367
51.5,4.292,24796.29,0.02983,0.01373
51.6,4.3,24798.91,0.02995,0.0138
51.7,4.308,24801.72,0.03008,0.01386
51.8,4.317,24801.4,0.0302,0.01392
51.9,4.325,24802.04,0.03033,0.014
52,4.333,24802.54,0.03045,0.01409
52.1,4.342,24803.48,0.03057,0.01458
52.2,4.35,24806,0.0307,0.01462
52.3,4.358,24806.98,0.03082,0.01469
52.4,4.367,24808.5,0.03095,0.01474
52.5,4.375,24809.24,0.03107,0.01481
52.6,4.384,24817.39,0.03119,0.01487
52.7,4.392,24817.47,0.03131,0.01494
52.8,4.4,24819.97,0.03144,0.015
52.9,4.409,24826.31,0.03156,0.01505
53,4.417,24829.74,0.03168,0.01511
53.1,4.425,24836.5,0.03181,0.01517
53.2,4.434,24841.72,0.03193,0.01523
53.3,4.442,24849.54,0.03205,0.01528
53.4,4.45,24849.29,0.03217,0.01529
53.5,4.459,24860.2,0.0323,0.01535
53.6,4.467,24869.81,0.03242,0.01541
53.7,4.475,24876.71,0.03254,0.01548
53.8,4.483,24895.32,0.03266,0.01554
53.9,4.492,24899.18,0.03279,0.01561
54,4.5,24901.57,0.03291,0.01567
54.1,4.508,24905.48,0.03303,0.01573
54.2,4.517,24911.07,0.03315,0.01579
54.3,4.525,24922.16,0.03328,0.01585
54.4,4.533,24929.09,0.0334,0.01592
54.5,4.542,24937.44,0.03352,0.01599
54.6,4.55,24937.89,0.03364,0.01605
54.7,4.558,24940.81,0.03377,0.01612
54.8,4.567,24953.78,0.03389,0.01618
54.9,4.575,24960.14,0.03401,0.01624
55,4.584,24963.87,0.03414,0.01629
55.1,4.592,24971.66,0.03426,0.01635
55.2,4.6,24971.92,0.03438,0.01641
55.3,4.609,24978.77,0.03451,0.01647
55.4,4.617,24981.51,0.03463,0.01652
55.5,4.625,24989.71,0.03475,0.01658
55.6,4.634,24991.77,0.03487,0.01663
55.7,4.642,25001.71,0.035,0.01669
55.8,4.65,25004.25,0.03512,0.01674
55.9,4.659,25012.16,0.03524,0.01679
56,4.667,25018.49,0.03537,0.01685
56.1,4.675,25025.02,0.03548,0.0169
56.2,4.684,25026.26,0.03561,0.01695
56.3,4.692,25032.54,0.03573,0.01701
56.4,4.7,25044.55,0.03585,0.01706
56.5,4.709,25046.79,0.03597,0.01712
56.6,4.717,25052.66,0.03609,0.01718
56.7,4.725,25052.22,0.03622,0.01723
56.8,4.733,25057.46,0.03634,0.01729
56.9,4.742,25067.96,0.03646,0.01735
57,4.75,25070.62,0.03658,0.01741
57.1,4.759,25077.38,0.03671,0.01747
57.2,4.767,25079.16,0.03683,0.01752
57.3,4.775,25087.04,0.03695,0.01758
57.4,4.784,25089.09,0.03708,0.01763
57.5,4.792,25091.3,0.0372,0.01769
57.6,4.8,25093.31,0.03732,0.01775
57.7,4.809,25097.38,0.03744,0.01781
57.8,4.817,25102.33,0.03757,0.01787
57.9,4.825,25100.57,0.03769,0.01793
58,4.834,25108.07,0.03781,0.01799
58.1,4.842,25113.25,0.03794,0.01804
58.2,4.85,25114.64,0.03806,0.01809
58.3,4.858,25116.24,0.03818,0.01814
58.4,4.867,25123.43,0.0383,0.01819
58.5,4.875,25128.82,0.03842,0.01824
58.6,4.883,25135.16,0.03854,0.01829
58.7,4.892,25136.22,0.03867,0.01835
58.8,4.9,25140.95,0.03879,0.01841
58.9,4.908,25152.76,0.03891,0.01847
59,4.917,25159.22,0.03903,0.01854
59.1,4.925,25168.66,0.03916,0.01861
59.2,4.934,25175.65,0.03928,0.01868
59.3,4.942,25183.15,0.0394,0.01875
59.4,4.95,25190.14,0.03953,0.01883
59.5,4.958,25195.26,0.03964,0.01892
59.6,4.967,25204.32,0.03977,0.01904
59.7,4.975,25204.31,0.03989,0.01917
59.8,4.984,25214.5,0.04002,0.01933
59.9,4.992,25216.95,0.04014,0.01952
60,5,25221.65,0.04026,0.01951
60.1,5.008,25225.25,0.04038,0.01955
60.2,5.017,25240.63,0.04051,0.0196
60.3,5.025,25243.83,0.04063,0.01964
60.4,5.034,25246.39,0.04076,0.01969
60.5,5.042,25251.09,0.04088,0.01974
60.6,5.05,25248.67,0.041,0.0198
60.7,5.058,25257.05,0.04112,0.01986
60.8,5.067,25262.9,0.04125,0.01991
60.9,5.075,25269.22,0.04137,0.01997
61,5.083,25264.47,0.04149,0.02002
61.1,5.092,25273.01,0.04161,0.02008
61.2,5.1,25277.87,0.04173,0.02014
