Time (s),Extension (mm),Load (N),Axial Strain (mm/mm),Transverse Strain (mm/mm)
9.1,0.759,11777.37,0.00111,0.00027
9.2,0.767,11938.46,0.00112,0.00027
9.3,0.775,12019.91,0.00113,0.00027
9.4,0.784,12126.87,0.00115,0.00028
9.5,0.792,12285.17,0.00115,0.00028
9.6,0.8,12495.89,0.00116,0.00028
9.7,0.809,12633.42,0.00117,0.00028
9.8,0.817,12705.05,0.00118,0.00029
9.9,0.825,12832.98,0.00119,0.00029
10,0.834,12990.65,0.0012,0.00029
10.1,0.842,13156.46,0.00121,0.00029
10.2,0.85,13266.64,0.00122,0.0003
10.3,0.859,13427.33,0.00123,0.0003
10.4,0.867,13574.93,0.00124,0.0003
10.5,0.875,13672.72,0.00125,0.00031
10.6,0.884,13843.65,0.00126,0.00031
10.7,0.892,14018.46,0.00127,0.00031
10.8,0.9,14125.85,0.00128,0.00031
10.9,0.908,14227.09,0.00129,0.00032
11,0.917,14372.41,0.0013,0.00032
11.1,0.925,14544.1,0.00131,0.00032
11.2,0.934,14701.15,0.00132,0.00032
11.3,0.942,14802.22,0.00133,0.00033
11.4,0.95,14935.05,0.00134,0.00033
11.5,0.959,15091.7,0.00135,0.00033
11.6,0.967,15242.69,0.00136,0.00033
11.7,0.975,15357.71,0.00138,0.00033
11.8,0.984,15519.91,0.00138,0.00034
11.9,0.992,15703.02,0.0014,0.00034
12,1,15777.86,0.0014,0.00034
12.1,1.008,15909.46,0.00141,0.00034
12.2,1.017,16112.07,0.00143,0.00035
12.3,1.025,16227.89,0.00144,0.00035
12.4,1.034,16335.36,0.00145,0.00035
12.5,1.042,16528.64,0.00146,0.00036
12.6,1.05,16709.78,0.00147,0.00036
12.7,1.059,16792.75,0.00149,0.00036
12.8,1.067,16924.79,0.0015,0.00037
12.9,1.075,17100.9,0.00151,0.00037
13,1.084,17257.51,0.00152,0.00037
13.1,1.092,17324.26,0.00154,0.00037
13.2,1.1,17502.06,0.00155,0.00037
13.3,1.109,17678.19,0.00156,0.00038
13.4,1.117,17782.73,0.00157,0.00038
13.5,1.125,17949.9,0.00159,0.00038
13.6,1.134,18119.66,0.0016,0.00038
13.7,1.142,18251.93,0.00161,0.00039
13.8,1.15,18321.76,0.00163,0.00039
13.9,1.159,18505.64,0.00164,0.00039
14,1.167,18690.33,0.00166,0.0004
14.1,1.175,18814.93,0.00167,0.0004
14.2,1.183,18901.84,0.00168,0.0004
14.3,1.192,19042.72,0.0017,0.00041
14.4,1.2,19200.9,0.00171,0.00041
14.5,1.209,19378.16,0.00173,0.00041
14.6,1.217,19510.96,0.00174,0.00041
14.7,1.225,19639.05,0.00176,0.00042
14.8,1.233,19807.41,0.00177,0.00042
14.9,1.242,19899.16,0.00178,0.00042
15,1.25,20068.61,0.0018,0.00043
15.1,1.259,20237.47,0.00182,0.00043
15.2,1.267,20366.23,0.00184,0.00043
15.3,1.275,20397.19,0.00185,0.00044
15.4,1.284,20608.56,0.00186,0.00044
15.5,1.292,20819.75,0.00188,0.00044
15.6,1.3,20958.98,0.0019,0.00045
15.7,1.309,21058.61,0.00192,0.00045
15.8,1.317,21177.82,0.00193,0.00046
15.9,1.325,21336.21,0.00195,0.00046
16,1.334,21441.05,0.00197,0.00046
16.1,1.342,21618.19,0.00199,0.00047
16.2,1.35,21798.19,0.00201,0.00047
16.3,1.359,21867.8,0.00202,0.00048
16.4,1.367,21949.03,0.00204,0.00048
16.5,1.375,22157.08,0.00206,0.00048
16.6,1.384,22341.33,0.00208,0.00049
16.7,1.392,22482.95,0.0021,0.00049
16.8,1.4,22517.73,0.00212,0.0005
16.9,1.409,22686.06,0.00214,0.0005
17,1.417,22869.18,0.00216,0.00051
17.1,1.425,22976.4,0.00218,0.00051
17.2,1.434,23110.27,0.0022,0.00052
17.3,1.442,23270.22,0.00222,0.00052
17.4,1.45,23356.51,0.00224,0.00053
17.5,1.458,23454.99,0.00226,0.00053
17.6,1.467,23635.06,0.00228,0.00054
17.7,1.475,23815.59,0.0023,0.00055
17.8,1.484,23975.48,0.00233,0.00055
17.9,1.492,24009.15,0.00235,0.00056
18,1.5,24118.48,0.00237,0.00056
18.1,1.509,24284.76,0.00239,0.00057
18.2,1.517,24431.41,0.00242,0.00058
18.3,1.525,24539.44,0.00244,0.00058
18.4,1.534,24618.42,0.00246,0.00059
18.5,1.542,24747.46,0.00248,0.00059
18.6,1.55,24894.49,0.0025,0.0006
18.7,1.559,24970.12,0.00252,0.0006
18.8,1.567,25086.06,0.00254,0.0006
18.9,1.575,25211.88,0.00256,0.00061
19,1.584,25315.84,0.00258,0.00061
19.1,1.592,25401.86,0.00259,0.00061
19.2,1.6,25492.95,0.0026,0.00061
19.3,1.609,25528.5,0.00261,0.0006
19.4,1.617,25533.95,0.00261,0.0006
19.5,1.625,25538.99,0.00261,0.0006
19.6,1.634,25549.1,0.00261,0.00059
19.7,1.642,25560.02,0.0026,0.00059
19.8,1.65,25585.02,0.00261,0.00058
19.9,1.659,25639.71,0.00261,0.00058
20,1.667,25681.38,0.00261,0.00058
20.1,1.675,25692.83,0.00262,0.00058
20.2,1.684,25699.5,0.00263,0.00057
20.3,1.692,25701.2,0.00264,0.00057
20.4,1.7,25689.59,0.00266,0.00057
20.5,1.709,25689.7,0.00267,0.00057
20.6,1.717,25729.04,0.0027,0.00057
20.7,1.725,25738.74,0.00272,0.00057
20.8,1.734,25766.53,0.00276,0.00057
20.9,1.742,25790.69,0.00282,0.00057
21,1.75,25806.97,0.00287,0.00057
21.1,1.759,25827.83,0.00294,0.00057
21.2,1.767,25861.17,0.00303,0.00057
21.3,1.775,25882.49,0.00312,0.00057
21.4,1.784,25947.08,0.00322,0.00057
21.5,1.792,25985.76,0.00333,0.00056
21.6,1.8,26010.63,0.00345,0.00056
21.7,1.809,26026.07,0.00358,0.00056
21.8,1.817,26034.11,0.00372,0.00056
21.9,1.825,26036.51,0.00387,0.00056
22,1.834,26038.53,0.00404,0.00056
22.1,1.842,26035.87,0.00421,0.00056
22.2,1.85,26035.84,0.00438,0.00057
22.3,1.859,26035.44,0.00456,0.00058
22.4,1.867,26033.41,0.00474,0.00059
22.5,1.875,26034.69,0.00493,0.00062
22.6,1.884,26028.97,0.00513,0.00066
22.7,1.892,26025.77,0.00535,0.00072
22.8,1.9,26028.14,0.00557,0.00082
22.9,1.909,26033.32,0.00579,0.00098
23,1.917,26035.37,0.00602,0.00116
23.1,1.925,26039.26,0.00626,0.00135
23.2,1.934,26036.43,0.0065,0.00155
23.3,1.942,26037.44,0.00674,0.00177
23.4,1.95,26037.06,0.00699,0.00201
23.5,1.959,26037.48,0.00724,0.00227
23.6,1.967,26033.27,0.00749,0.00254
23.7,1.975,26029.33,0.00775,0.00282
23.8,1.984,26025.18,0.00802,0.00309
23.9,1.992,26019.15,0.00829,0.00338
24,2,26005.52,0.00854,0.00365
24.1,2.009,25973.85,0.0088,0.00389
24.2,2.017,25915.68,0.00907,0.00412
24.3,2.025,25820.29,0.00936,0.00434
24.4,2.034,25762.73,0.00964,0.00454
24.5,2.042,25722.48,0.00993,0.00471
24.6,2.05,25714.63,0.01021,0.00485
24.7,2.059,25719.46,0.01049,0.00496
24.8,2.067,25722.37,0.01076,0.00505
24.9,2.075,25747.58,0.01104,0.00511
25,2.084,25774.58,0.01131,0.00516
25.1,2.092,25793.17,0.01157,0.0052
25.2,2.1,25809.89,0.01182,0.00524
25.3,2.109,25826.04,0.01205,0.00527
25.4,2.117,25825.92,0.01226,0.00531
25.5,2.125,25835.95,0.01246,0.00534
25.6,2.134,25855.34,0.01264,0.00538
25.7,2.142,25868.98,0.01282,0.00541
25.8,2.15,25915.21,0.01298,0.00545
25.9,2.159,25970.29,0.01312,0.00549
26,2.167,25992.06,0.01327,0.00552
26.1,2.175,26012.79,0.01341,0.00556
26.2,2.184,26028.75,0.01352,0.00559
26.3,2.192,26021.29,0.01363,0.00562
26.4,2.2,26013.24,0.01373,0.00564
26.5,2.209,26008.63,0.01382,0.00566
26.6,2.217,25983.9,0.01389,0.00568
26.7,2.225,25877.29,0.01396,0.00569
26.8,2.234,25776.52,0.014,0.0057
26.9,2.242,25646.98,0.01403,0.0057
27,2.25,25579.56,0.01406,0.00571
27.1,2.259,25576.45,0.01409,0.00571
27.2,2.267,25598.86,0.01411,0.00571
27.3,2.275,25669.77,0.01414,0.00572
27.4,2.284,25761.26,0.01417,0.00573
27.5,2.292,25802.95,0.0142,0.00574
27.6,2.3,25846.25,0.01423,0.00575
27.7,2.308,25917.16,0.01426,0.00576
27.8,2.317,25986.26,0.01429,0.00577
27.9,2.325,26023.95,0.01433,0.00579
28,2.334,26039.52,0.01436,0.0058
28.1,2.342,26050.18,0.0144,0.00582
28.2,2.35,26064,0.01444,0.00583
28.3,2.359,26097.46,0.01448,0.00585
28.4,2.367,26158.31,0.01453,0.00587
28.5,2.375,26193.44,0.01458,0.00589
28.6,2.384,26261.26,0.01463,0.00591
28.7,2.392,26340.04,0.0147,0.00594
28.8,2.4,26385.93,0.01476,0.00597
28.9,2.409,26402.22,0.01483,0.006
29,2.417,26454.74,0.0149,0.00603
29.1,2.425,26509.65,0.01498,0.00607
29.2,2.434,26552.56,0.01506,0.00611
29.3,2.442,26577.25,0.01514,0.00615
29.4,2.45,26605.45,0.01522,0.00619
29.5,2.459,26630.57,0.01531,0.00623
29.6,2.467,26649.56,0.0154,0.00627
29.7,2.475,26679.7,0.01549,0.00632
29.8,2.484,26729.61,0.01558,0.00636
29.9,2.492,26761.16,0.01567,0.0064
30,2.5,26794.63,0.01576,0.00644
30.1,2.509,26832.26,0.01586,0.00649
30.2,2.517,26873.34,0.01595,0.00653
30.3,2.525,26915.5,0.01604,0.00658
30.4,2.534,26970.66,0.01614,0.00662
30.5,2.542,27009.82,0.01623,0.00666
30.6,2.55,27026.78,0.01632,0.00671
30.7,2.559,27034.78,0.01641,0.00676
30.8,2.567,27046.73,0.0165,0.0068
30.9,2.575,27054.69,0.0166,0.00685
31,2.584,27067.85,0.01669,0.00689
31.1,2.592,27085.02,0.01678,0.00693
31.2,2.6,27103.47,0.01688,0.00697
31.3,2.609,27148.42,0.01697,0.00702
31.4,2.617,27191.64,0.01706,0.00706
31.5,2.625,27218.81,0.01716,0.00711
31.6,2.634,27249.27,0.01725,0.00715
31.7,2.642,27277.67,0.01734,0.0072
31.8,2.65,27314.14,0.01743,0.00724
31.9,2.659,27360.26,0.01752,0.00729
32,2.667,27395.75,0.01762,0.00733
32.1,2.675,27428.93,0.01771,0.00738
32.2,2.684,27450.13,0.0178,0.00742
32.3,2.692,27484.65,0.0179,0.00747
32.4,2.7,27513.04,0.01799,0.00751
32.5,2.709,27535.24,0.01809,0.00756
32.6,2.717,27550.98,0.01818,0.0076
32.7,2.725,27560.37,0.01827,0.00765
32.8,2.734,27570.37,0.01837,0.00769
32.9,2.742,27584.08,0.01846,0.00774
33,2.75,27599.62,0.01855,0.00778
33.1,2.759,27637.31,0.01865,0.00783
33.2,2.767,27682.92,0.01874,0.00787
33.3,2.775,27737.91,0.01883,0.00792
33.4,2.784,27788.86,0.01893,0.00796
33.5,2.792,27814.22,0.01902,0.00801
33.6,2.8,27823.93,0.01912,0.00806
33.7,2.808,27840.76,0.01921,0.0081
33.8,2.817,27880.52,0.0193,0.00815
33.9,2.825,27924.34,0.0194,0.00819
34,2.834,27975.99,0.01949,0.00824
34.1,2.842,28013.78,0.01958,0.00828
34.2,2.85,28041.88,0.01967,0.00833
34.3,2.859,28062.81,0.01977,0.00837
34.4,2.867,28079.04,0.01986,0.00842
34.5,2.875,28092.99,0.01995,0.00846
34.6,2.884,28109.12,0.02005,0.00851
34.7,2.892,28121.83,0.02014,0.00855
34.8,2.9,28138.11,0.02024,0.00859
34.9,2.909,28161.54,0.02033,0.00864
35,2.917,28176.12,0.02043,0.00868
35.1,2.925,28216.74,0.02052,0.00873
35.2,2.934,28244.77,0.02062,0.00877
35.3,2.942,28272.19,0.02071,0.00882
35.4,2.95,28318.92,0.02081,0.00887
35.5,2.959,28366.34,0.0209,0.00892
35.6,2.967,28392.76,0.021,0.00897
35.7,2.975,28431.46,0.02109,0.00901
35.8,2.983,28455.95,0.02119,0.00906
35.9,2.992,28479.72,0.02128,0.0091
36,3,28501.43,0.02138,0.00915
36.1,3.009,28530.78,0.02147,0.00919
36.2,3.017,28563.09,0.02157,0.00924
36.3,3.025,28593.06,0.02166,0.00928
36.4,3.034,28605.02,0.02175,0.00933
36.5,3.042,28617.93,0.02185,0.00937
36.6,3.05,28625.63,0.02195,0.00942
36.7,3.059,28631.34,0.02204,0.00947
36.8,3.067,28636.99,0.02214,0.00951
36.9,3.075,28651.28,0.02223,0.00955
37,3.084,28676.24,0.02233,0.0096
37.1,3.092,28706.03,0.02242,0.00964
37.2,3.1,28751.4,0.02252,0.00969
37.3,3.109,28807.62,0.02261,0.00974
37.4,3.117,28836.64,0.02271,0.00978
37.5,3.125,28850.49,0.02281,0.00983
37.6,3.134,28867.11,0.0229,0.00987
37.7,3.142,28885.54,0.023,0.00992
37.8,3.15,28917.8,0.0231,0.00996
37.9,3.159,28943.94,0.0232,0.01001
38,3.167,28986.92,0.0233,0.01006
38.1,3.175,29031.15,0.0234,0.01011
38.2,3.184,29050.44,0.02349,0.01015
38.3,3.192,29065.72,0.02359,0.0102
38.4,3.2,29079.06,0.02369,0.01025
38.5,3.208,29098.04,0.02378,0.01029
38.6,3.217,29125.48,0.02388,0.01034
38.7,3.225,29146.19,0.02398,0.01038
38.8,3.234,29163.37,0.02408,0.01043
38.9,3.242,29192.4,0.02417,0.01048
39,3.25,29225.85,0.02427,0.01053
39.1,3.259,29248.64,0.02437,0.01058
39.2,3.267,29272.82,0.02447,0.01062
39.3,3.275,29294.84,0.02457,0.01067
39.4,3.284,29328.38,0.02467,0.01072
39.5,3.292,29346.72,0.02476,0.01077
39.6,3.3,29381.74,0.02486,0.01081
39.7,3.309,29414.85,0.02496,0.01086
39.8,3.317,29437.58,0.02506,0.0109
39.9,3.325,29463.27,0.02516,0.01095
40,3.334,29476.74,0.02526,0.011
40.1,3.342,29488.61,0.02536,0.01105
40.2,3.35,29506.22,0.02545,0.01109
40.3,3.359,29532.77,0.02555,0.01114
40.4,3.367,29561,0.02564,0.01119
40.5,3.375,29589.92,0.02575,0.01123
40.6,3.384,29606.38,0.02584,0.01128
40.7,3.392,29621.78,0.02594,0.01133
40.8,3.4,29638.44,0.02604,0.01138
40.9,3.409,29645.9,0.02614,0.01143
41,3.417,29662.82,0.02625,0.01147
41.1,3.425,29673.65,0.02634,0.01152
41.2,3.433,29691.95,0.02644,0.01157
41.3,3.442,29707.12,0.02654,0.01161
41.4,3.45,29731.44,0.02664,0.01166
41.5,3.459,29769.48,0.02674,0.01171
41.6,3.467,29811.79,0.02683,0.01175
41.7,3.475,29846.02,0.02693,0.0118
41.8,3.484,29895.88,0.02703,0.01185
41.9,3.492,29919.13,0.02713,0.0119
42,3.5,29940.44,0.02724,0.01194
42.1,3.509,29965.79,0.02734,0.01199
42.2,3.517,29989.11,0.02744,0.01204
42.3,3.525,30022.04,0.02754,0.01209
42.4,3.534,30059.2,0.02764,0.01214
42.5,3.542,30092.02,0.02774,0.01218
42.6,3.55,30111.73,0.02783,0.01223
42.7,3.559,30121.63,0.02794,0.01228
42.8,3.567,30124.35,0.02804,0.01233
42.9,3.575,30127.29,0.02814,0.01238
43,3.584,30133.06,0.02824,0.01242
43.1,3.592,30145.59,0.02834,0.01247
43.2,3.6,30153.74,0.02844,0.01252
43.3,3.609,30169.94,0.02854,0.01256
43.4,3.617,30189.79,0.02864,0.01261
43.5,3.625,30222.57,0.02874,0.01266
43.6,3.634,30233.6,0.02884,0.01271
43.7,3.642,30257.22,0.02894,0.01276
43.8,3.65,30278.67,0.02904,0.0128
43.9,3.659,30295.8,0.02915,0.01285
44,3.667,30305.45,0.02925,0.0129
44.1,3.675,30322.81,0.02935,0.01294
44.2,3.684,30348.96,0.02945,0.01299
44.3,3.692,30371.8,0.02956,0.01304
44.4,3.7,30397.07,0.02966,0.01309
44.5,3.709,30426.77,0.02976,0.01313
44.6,3.717,30459.01,0.02985,0.01318
44.7,3.725,30477.71,0.02996,0.01323
44.8,3.734,30496.5,0.03006,0.01327
44.9,3.742,30525.15,0.03016,0.01332
45,3.75,30570.75,0.03026,0.01337
45.1,3.759,30616.25,0.03036,0.01342
45.2,3.767,30636.54,0.03046,0.01346
45.3,3.775,30655.59,0.03057,0.01351
45.4,3.784,30666.62,0.03067,0.01356
45.5,3.792,30670.09,0.03077,0.0136
45.6,3.8,30685.42,0.03087,0.01365
45.7,3.809,30702.86,0.03097,0.01369
45.8,3.817,30709.62,0.03107,0.01374
45.9,3.825,30734.7,0.03118,0.01378
46,3.834,30758.78,0.03128,0.01383
46.1,3.842,30775.65,0.03138,0.01388
46.2,3.85,30790.07,0.03148,0.01393
46.3,3.859,30803.65,0.03159,0.01398
46.4,3.867,30821.39,0.03169,0.01403
46.5,3.875,30846.96,0.03179,0.01408
46.6,3.884,30882.25,0.03189,0.01413
46.7,3.892,30901.28,0.032,0.01418
46.8,3.9,30910.92,0.0321,0.01423
46.9,3.909,30922.54,0.0322,0.01427
47,3.917,30932.82,0.03231,0.01432
47.1,3.925,30940.23,0.03241,0.01436
47.2,3.933,30952.77,0.03251,0.01441
47.3,3.942,30975.21,0.03261,0.01446
47.4,3.95,31000.35,0.03272,0.01451
47.5,3.959,31024.87,0.03281,0.01455
47.6,3.967,31056.02,0.03292,0.0146
47.7,3.975,31083.56,0.03302,0.01465
47.8,3.984,31112.25,0.03312,0.01469
47.9,3.992,31140.78,0.03323,0.01474
48,4,31161.15,0.03333,0.01479
48.1,4.009,31171.29,0.03344,0.01484
48.2,4.017,31183.15,0.03354,0.01489
48.3,4.025,31187.78,0.03364,0.01494
48.4,4.034,31193.06,0.03374,0.01499
48.5,4.042,31196.97,0.03385,0.01504
48.6,4.05,31206.6,0.03395,0.01509
48.7,4.059,31218.25,0.03406,0.01514
48.8,4.067,31238.97,0.03416,0.01519
48.9,4.075,31265.24,0.03426,0.01524
49,4.084,31300.11,0.03437,0.01529
49.1,4.092,31330.89,0.03447,0.01534
49.2,4.1,31346.6,0.03458,0.01538
49.3,4.109,31377.27,0.03468,0.01543
49.4,4.117,31401.48,0.03478,0.01548
49.5,4.125,31423.55,0.03488,0.01553
49.6,4.134,31448.68,0.03499,0.01558
49.7,4.142,31469.98,0.03509,0.01563
49.8,4.15,31491.05,0.03519,0.01568
49.9,4.159,31512.61,0.0353,0.01573
50,4.167,31530.87,0.03541,0.01577
50.1,4.175,31541.75,0.03551,0.01582
50.2,4.184,31551.42,0.03561,0.01587
50.3,4.192,31560.91,0.03572,0.01592
50.4,4.2,31575.02,0.03582,0.01596
50.5,4.209,31593.68,0.03593,0.01601
50.6,4.217,31608.11,0.03603,0.01605
50.7,4.225,31638.31,0.03614,0.01611
50.8,4.234,31650.08,0.03624,0.01616
50.9,4.242,31666.33,0.03634,0.0162
51,4.25,31669.38,0.03645,0.01625
51.1,4.259,31672.38,0.03655,0.0163
51.2,4.267,31675.51,0.03666,0.01634
51.3,4.275,31681.56,0.03677,0.01639
51.4,4.284,31687.04,0.03687,0.01644
51.5,4.292,31691.85,0.03697,0.01649
51.6,4.3,31701.39,0.03708,0.01654
51.7,4.309,31709.28,0.03719,0.01659
51.8,4.317,31720.6,0.0373,0.01664
51.9,4.325,31722.87,0.0374,0.01669
52,4.334,31737.5,0.03751,0.01673
52.1,4.342,31763.73,0.03761,0.01679
52.2,4.35,31788.34,0.03772,0.01683
52.3,4.359,31814.88,0.03782,0.01688
52.4,4.367,31843.36,0.03793,0.01693
52.5,4.375,31870.21,0.03803,0.01698
52.6,4.384,31898.93,0.03813,0.01703
52.7,4.392,31926.38,0.03824,0.01708
52.8,4.4,31943.11,0.03835,0.01712
52.9,4.409,31972.8,0.03846,0.01717
53,4.417,31997.31,0.03856,0.01722
53.1,4.425,32010.84,0.03867,0.01727
53.2,4.434,32036.4,0.03877,0.01732
53.3,4.442,32063.63,0.03888,0.01737
53.4,4.45,32087.87,0.03899,0.01742
53.5,4.459,32108.62,0.03909,0.01747
53.6,4.467,32136.29,0.0392,0.01751
53.7,4.475,32161.78,0.03931,0.01756
53.8,4.484,32176.97,0.03941,0.01761
53.9,4.492,32193.67,0.03952,0.01767
54,4.5,32207.47,0.03963,0.01771
54.1,4.508,32224.15,0.03974,0.01776
54.2,4.517,32241.04,0.03984,0.01781
54.3,4.525,32258.48,0.03995,0.01786
54.4,4.534,32263.75,0.04006,0.01791
54.5,4.542,32276.69,0.04016,0.01795
54.6,4.55,32287.35,0.04027,0.018
54.7,4.558,32292.46,0.04038,0.01806
54.8,4.567,32295.97,0.04049,0.01811
54.9,4.575,32309.91,0.04059,0.01815
55,4.584,32311.24,0.0407,0.0182
55.1,4.592,32322.71,0.04081,0.01826
55.2,4.6,32343,0.04091,0.01831
55.3,4.609,32356.81,0.04102,0.01836
55.4,4.617,32364.86,0.04113,0.01841
55.5,4.625,32371.29,0.04124,0.01843
55.6,4.634,32376.63,0.04135,0.01848
55.7,4.642,32381.93,0.04146,0.01854
55.8,4.65,32393.61,0.04157,0.01858
55.9,4.659,32406.71,0.04168,0.01864
56,4.667,32414.92,0.04178,0.01869
56.1,4.675,32432,0.04189,0.01875
56.2,4.684,32454.04,0.04199,0.01879
56.3,4.692,32469.08,0.04211,0.01885
56.4,4.7,32489.49,0.04221,0.0189
56.5,4.709,32517.29,0.04232,0.01895
56.6,4.717,32535.48,0.04243,0.019
56.7,4.725,32552.94,0.04254,0.01905
56.8,4.734,32564.78,0.04265,0.01911
56.9,4.742,32578.63,0.04276,0.01916
57,4.75,32604.48,0.04287,0.01921
57.1,4.759,32620.55,0.04297,0.01926
57.2,4.767,32623.09,0.04308,0.01931
57.3,4.775,32654.55,0.04319,0.01936
57.4,4.784,32681.38,0.0433,0.01941
57.5,4.792,32698.11,0.04341,0.01947
57.6,4.8,32701.77,0.04352,0.01952
57.7,4.809,32713.38,0.04362,0.01957
57.8,4.817,32726.36,0.04373,0.01962
57.9,4.825,32732.73,0.04384,0.01967
58,4.834,32738.21,0.04394,0.01972
58.1,4.842,32747.36,0.04405,0.01977
58.2,4.85,32756.09,0.04416,0.01982
58.3,4.859,32764.88,0.04427,0.01986
58.4,4.867,32774.39,0.04438,0.01992
58.5,4.875,32792.13,0.04449,0.01997
58.6,4.884,32802.79,0.0446,0.02002
58.7,4.892,32823.9,0.04471,0.02007
58.8,4.9,32838.68,0.04482,0.02012
58.9,4.909,32858.63,0.04492,0.02017
59,4.917,32879.91,0.04503,0.02022
59.1,4.925,32894.93,0.04514,0.02027
59.2,4.934,32922.67,0.04525,0.02032
59.3,4.942,32947.12,0.04536,0.02037
59.4,4.95,32957.86,0.04547,0.02042
59.5,4.959,32974.17,0.04558,0.02047
59.6,4.967,32987.3,0.04569,0.02052
59.7,4.975,32999.53,0.0458,0.02057
59.8,4.984,33008.59,0.0459,0.02062
59.9,4.992,33023.61,0.04601,0.02067
60,5,33037.11,0.04612,0.02072
60.1,5.009,33049.25,0.04622,0.02077
60.2,5.017,33063.92,0.04633,0.02082
60.3,5.025,33086.31,0.04644,0.02087
60.4,5.034,33092.3,0.04655,0.02092
60.5,5.042,33112.61,0.04666,0.02097
60.6,5.05,33124.59,0.04677,0.02102
60.7,5.059,33143.02,0.04688,0.02107
60.8,5.067,33153.99,0.04699,0.02112
60.9,5.075,33164.18,0.04709,0.02117
61,5.084,33173.26,0.0472,0.02122
61.1,5.092,33175.14,0.04731,0.02127
