Specimen label,"Steel ME354"
End date,"Monday, October 14, 2019"
Thickness,"6.20000",mm
Width,"12.30000",mm
Final length,"78.43000",mm
Axial gauge length,"25.40000",mm
Transverse gauge length,"12.05000",mm
Crosshead Rate,"5.00",mm/min

Time,Extension,Load,Axial Strain,Transverse Strain
(s),(mm),(N),(mm/mm),(mm/mm)
"219.100","18.259","36205.85","0.29998","0.13464"
"219.200","18.267","36204.50","0.30029","0.13484"
"219.300","18.275","36195.46","0.30060","0.13505"
"219.400","18.284","36200.84","0.30092","0.13526"
"219.500","18.292","36194.38","0.30122","0.13547"
"219.600","18.300","36192.61","0.30154","0.13569"
"219.700","18.309","36191.64","0.30185","0.13590"
"219.800","18.317","36184.30","0.30216","0.13611"
"219.900","18.325","36183.73","0.30248","0.13632"
"220.000","18.334","36180.36","0.30279","0.13653"
"220.100","18.342","36179.91","0.30311","0.13675"
"220.200","18.350","36176.35","0.30342","0.13695"
"220.300","18.359","36173.98","0.30373","0.13716"
"220.400","18.367","36166.71","0.30405","0.13738"
"220.500","18.375","36168.21","0.30436","0.13760"
"220.600","18.384","36163.61","0.30467","0.13782"
"220.700","18.392","36160.22","0.30499","0.13805"
"220.800","18.400","36160.26","0.30531","0.13827"
"220.900","18.408","36158.25","0.30563","0.13850"
"221.000","18.417","36157.98","0.30595","0.13872"
"221.100","18.425","36157.12","0.30627","0.13896"
"221.200","18.434","36157.22","0.30659","0.13918"
"221.300","18.442","36154.32","0.30691","0.13941"
"221.400","18.450","36153.86","0.30723","0.13965"
"221.500","18.459","36154.03","0.30755","0.13987"
"221.600","18.467","36150.45","0.30787","0.14011"
"221.700","18.475","36147.52","0.30818","0.14034"
"221.800","18.484","36145.73","0.30850","0.14057"
"221.900","18.492","36140.65","0.30883","0.14080"
"222.000","18.500","36136.03","0.30914","0.14103"
"222.100","18.509","36128.36","0.30946","0.14126"
"222.200","18.517","36125.46","0.30979","0.14150"
"222.300","18.525","36116.27","0.31011","0.14174"
"222.400","18.534","36106.64","0.31043","0.14197"
"222.500","18.542","36098.74","0.31076","0.14221"
"222.600","18.550","36090.00","0.31108","0.14245"
"222.700","18.559","36085.82","0.31139","0.14269"
"222.800","18.567","36077.25","0.31172","0.14293"
"222.900","18.575","36074.52","0.31204","0.14317"
"223.000","18.584","36067.14","0.31236","0.14341"
"223.100","18.592","36059.03","0.31268","0.14366"
"223.200","18.600","36057.96","0.31301","0.14390"
"223.300","18.609","36054.62","0.31334","0.14415"
"223.400","18.617","36047.64","0.31366","0.14439"
"223.500","18.625","36046.49","0.31399","0.14464"
"223.600","18.634","36040.02","0.31432","0.14489"
"223.700","18.642","36028.75","0.31464","0.14514"
"223.800","18.650","36024.77","0.31497","0.14539"
"223.900","18.659","36013.13","0.31529","0.14564"
"224.000","18.667","36009.71","0.31561","0.14588"
"224.100","18.675","35997.54","0.31594","0.14614"
"224.200","18.684","35979.74","0.31627","0.14639"
"224.300","18.692","35975.17","0.31659","0.14665"
"224.400","18.700","35972.15","0.31692","0.14690"
"224.500","18.709","35956.07","0.31725","0.14716"
"224.600","18.717","35947.27","0.31757","0.14742"
"224.700","18.725","35942.23","0.31790","0.14768"
"224.800","18.733","35933.18","0.31822","0.14794"
"224.900","18.742","35945.36","0.31854","0.14819"
"225.000","18.750","35942.81","0.31887","0.14845"
"225.100","18.759","35918.14","0.31920","0.14870"
"225.200","18.767","35910.49","0.31951","0.14897"
"225.300","18.775","35892.84","0.31984","0.14923"
"225.400","18.783","35882.22","0.32017","0.14950"
"225.500","18.792","35886.36","0.32051","0.14977"
"225.600","18.800","35855.23","0.32084","0.15001"
"225.700","18.808","35835.70","0.32117","0.15027"
"225.800","18.817","35823.98","0.32149","0.15054"
"225.900","18.825","35810.47","0.32182","0.15082"
"226.000","18.834","35803.44","0.32215","0.15109"
"226.100","18.842","35784.44","0.32248","0.15136"
"226.200","18.850","35767.52","0.32282","0.15164"
"226.300","18.858","35752.76","0.32314","0.15191"
"226.400","18.867","35751.04","0.32347","0.15219"
"226.500","18.875","35751.80","0.32380","0.15247"
"226.600","18.884","35737.15","0.32414","0.15274"
"226.700","18.892","35724.99","0.32448","0.15302"
"226.800","18.900","35724.14","0.32479","0.15330"
"226.900","18.908","35724.48","0.32512","0.15358"
"227.000","18.917","35715.13","0.32546","0.15386"
"227.100","18.925","35712.61","0.32577","0.15414"
"227.200","18.934","35708.89","0.32610","0.15442"
"227.300","18.942","35704.11","0.32643","0.15469"
"227.400","18.950","35700.44","0.32675","0.15497"
"227.500","18.958","35698.95","0.32708","0.15525"
"227.600","18.967","35693.90","0.32741","0.15553"
"227.700","18.975","35687.10","0.32774","0.15582"
"227.800","18.984","35680.65","0.32808","0.15611"
"227.900","18.992","35674.02","0.32841","0.15639"
"228.000","19.000","35671.21","0.32873","0.15668"
"228.100","19.009","35665.15","0.32907","0.15697"
"228.200","19.017","35654.32","0.32940","0.15724"
"228.300","19.025","35646.31","0.32973","0.15754"
"228.400","19.034","35636.46","0.33006","0.15783"
"228.500","19.042","35633.32","0.33039","0.15817"
"228.600","19.050","35616.53","0.33072","0.15856"
"228.700","19.059","35610.13","0.33106","0.15888"
"228.800","19.067","35591.50","0.33140","0.15918"
"228.900","19.075","35576.75","0.33173","0.15948"
"229.000","19.084","35551.80","0.33206","0.15979"
"229.100","19.092","35540.58","0.33240","0.16009"
"229.200","19.100","35520.27","0.33273","0.16039"
"229.300","19.109","35499.80","0.33306","0.16069"
"229.400","19.117","35489.36","0.33340","0.16100"
"229.500","19.125","35478.65","0.33373","0.16130"
"229.600","19.133","35468.65","0.33406","0.16160"
"229.700","19.142","35458.73","0.33440","0.16190"
"229.800","19.150","35453.56","0.33472","0.16220"
"229.900","19.159","35444.76","0.33506","0.16251"
"230.000","19.167","35438.03","0.33539","0.16281"
"230.100","19.175","35429.21","0.33572","0.16311"
"230.200","19.184","35424.89","0.33605","0.16342"
"230.300","19.192","35410.40","0.33638","0.16372"
"230.400","19.200","35404.04","0.33672","0.16403"
"230.500","19.209","35396.28","0.33705","0.16433"
"230.600","19.217","35387.52","0.33739","0.16464"
"230.700","19.225","35382.60","0.33772","0.16495"
"230.800","19.234","35375.96","0.33805","0.16525"
"230.900","19.242","35372.85","0.33839","0.16556"
"231.000","19.250","35367.31","0.33873","0.16586"
"231.100","19.259","35364.53","0.33906","0.16617"
"231.200","19.267","35358.64","0.33940","0.16648"
"231.300","19.275","35351.98","0.33973","0.16678"
"231.400","19.284","35347.57","0.34007","0.16710"
"231.500","19.292","35329.16","0.34040","0.16740"
"231.600","19.300","35314.48","0.34074","0.16771"
"231.700","19.308","35310.00","0.34107","0.16802"
"231.800","19.317","35298.16","0.34141","0.16833"
"231.900","19.325","35281.94","0.34174","0.16863"
"232.000","19.334","35272.75","0.34207","0.16894"
"232.100","19.342","35261.75","0.34241","0.16924"
"232.200","19.350","35258.86","0.34274","0.16955"
"232.300","19.359","35249.83","0.34307","0.16987"
"232.400","19.367","35239.01","0.34340","0.17018"
"232.500","19.375","35229.07","0.34374","0.17049"
"232.600","19.384","35226.59","0.34407","0.17080"
"232.700","19.392","35215.16","0.34441","0.17112"
"232.800","19.400","35202.13","0.34473","0.17143"
"232.900","19.409","35197.68","0.34507","0.17174"
"233.000","19.417","35188.30","0.34541","0.17206"
"233.100","19.425","35179.22","0.34574","0.17237"
"233.200","19.434","35170.80","0.34608","0.17269"
"233.300","19.442","35164.17","0.34641","0.17301"
"233.400","19.450","35158.87","0.34674","0.17332"
"233.500","19.459","35155.93","0.34708","0.17364"
"233.600","19.467","35145.12","0.34741","0.17395"
"233.700","19.475","35136.71","0.34775","0.17427"
"233.800","19.483","35126.93","0.34808","0.17459"
"233.900","19.492","35107.93","0.34841","0.17490"
"234.000","19.500","35091.87","0.34875","0.17522"
"234.100","19.509","35066.32","0.34909","0.17555"
"234.200","19.517","35040.06","0.34943","0.17587"
"234.300","19.525","35028.91","0.34976","0.17619"
"234.400","19.533","34999.70","0.35009","0.17652"
"234.500","19.542","34986.36","0.35043","0.17684"
"234.600","19.550","34979.10","0.35077","0.17717"
"234.700","19.559","34961.13","0.35109","0.17750"
"234.800","19.567","34950.42","0.35142","0.17784"
"234.900","19.575","34927.96","0.35176","0.17823"
"235.000","19.583","34907.15","0.35209","0.17859"
"235.100","19.592","34910.10","0.35243","0.17890"
"235.200","19.600","34881.79","0.35277","0.17926"
"235.300","19.609","34860.98","0.35310","0.17960"
"235.400","19.617","34851.80","0.35344","0.17994"
"235.500","19.625","34832.75","0.35377","0.18025"
"235.600","19.634","34816.05","0.35410","0.18057"
"235.700","19.642","34806.05","0.35444","0.18091"
"235.800","19.650","34788.50","0.35478","0.18126"
"235.900","19.659","34759.48","0.35511","0.18160"
"236.000","19.667","34746.07","0.35544","0.18193"
"236.100","19.675","34722.53","0.35578","0.18228"
"236.200","19.684","34707.14","0.35612","0.18261"
"236.300","19.692","34679.88","0.35646","0.18295"
"236.400","19.700","34672.27","0.35680","0.18329"
"236.500","19.709","34667.62","0.35713","0.18363"
"236.600","19.717","34659.36","0.35747","0.18397"
"236.700","19.725","34656.66","0.35781","0.18431"
"236.800","19.734","34656.70","0.35814","0.18465"
"236.900","19.742","34655.14","0.35848","0.18499"
"237.000","19.750","34655.04","0.35882","0.18533"
"237.100","19.759","34654.98","0.35915","0.18567"
"237.200","19.767","34655.02","0.35949","0.18601"
"237.300","19.775","34655.00","0.35983","0.18635"
"237.400","19.784","34654.97","0.36017","0.18670"
"237.500","19.792","34654.16","0.36051","0.18704"
"237.600","19.800","34652.56","0.36084","0.18737"
"237.700","19.809","34650.96","0.36117","0.18771"
"237.800","19.817","34643.71","0.36151","0.18805"
"237.900","19.825","34627.75","0.36185","0.18839"
"238.000","19.834","34618.90","0.36218","0.18873"
"238.100","19.842","34604.05","0.36252","0.18907"
"238.200","19.850","34583.45","0.36286","0.18941"
"238.300","19.858","34566.06","0.36319","0.18975"
"238.400","19.867","34553.17","0.36353","0.19010"
"238.500","19.875","34533.36","0.36388","0.19045"
"238.600","19.883","34508.43","0.36421","0.19078"
"238.700","19.892","34490.71","0.36455","0.19113"
"238.800","19.900","34463.17","0.36488","0.19147"
"238.900","19.909","34432.78","0.36522","0.19181"
"239.000","19.917","34414.52","0.36557","0.19216"
"239.100","19.925","34385.98","0.36591","0.19250"
"239.200","19.934","34373.19","0.36624","0.19285"
"239.300","19.942","34356.29","0.36658","0.19319"
"239.400","19.950","34341.81","0.36692","0.19354"
"239.500","19.959","34325.89","0.36726","0.19389"
"239.600","19.967","34300.84","0.36760","0.19423"
"239.700","19.975","34272.08","0.36793","0.19457"
"239.800","19.984","34247.14","0.36827","0.19492"
"239.900","19.992","34222.39","0.36860","0.19526"
"240.000","20.000","34199.83","0.36893","0.19560"
"240.100","20.009","34185.55","0.36927","0.19594"
"240.200","20.017","34176.99","0.36960","0.19628"
"240.300","20.025","34168.84","0.36995","0.19662"
"240.400","20.033","34161.47","0.37028","0.19697"
"240.500","20.042","34149.23","0.37062","0.19732"
"240.600","20.050","34135.08","0.37096","0.19766"
"240.700","20.059","34123.38","0.37130","0.19800"
"240.800","20.067","34102.24","0.37163","0.19835"
"240.900","20.075","34087.68","0.37198","0.19870"
"241.000","20.084","34068.65","0.37231","0.19904"
"241.100","20.092","34055.24","0.37265","0.19939"
"241.200","20.100","34045.43","0.37299","0.19974"
"241.300","20.109","34037.43","0.37332","0.20009"
"241.400","20.117","34023.11","0.37366","0.20043"
"241.500","20.125","34003.02","0.37400","0.20078"
"241.600","20.134","33989.75","0.37435","0.20114"
"241.700","20.142","33964.45","0.37469","0.20149"
"241.800","20.150","33951.67","0.37502","0.20184"
"241.900","20.159","33943.33","0.37536","0.20218"
"242.000","20.167","33940.18","0.37570","0.20253"
"242.100","20.175","33931.64","0.37604","0.20288"
"242.200","20.184","33914.02","0.37637","0.20323"
"242.300","20.192","33901.65","0.37671","0.20357"
"242.400","20.200","33890.63","0.37705","0.20392"
"242.500","20.209","33879.21","0.37739","0.20427"
"242.600","20.217","33873.48","0.37772","0.20464"
"242.700","20.225","33861.04","0.37807","0.20503"
"242.800","20.234","33849.16","0.37841","0.20540"
"242.900","20.242","33819.18","0.37875","0.20572"
"243.000","20.250","33783.58","0.37908","0.20606"
"243.100","20.259","33751.86","0.37941","0.20642"
"243.200","20.267","33730.00","0.37975","0.20679"
"243.300","20.275","33713.72","0.38010","0.20715"
"243.400","20.284","33698.52","0.38044","0.20751"
"243.500","20.292","33681.25","0.38077","0.20788"
"243.600","20.300","33671.02","0.38111","0.20823"
"243.700","20.309","33663.92","0.38145","0.20859"
"243.800","20.317","33652.85","0.38179","0.20895"
"243.900","20.325","33643.41","0.38214","0.20931"
"244.000","20.334","33633.39","0.38248","0.20967"
"244.100","20.342","33619.15","0.38281","0.21003"
"244.200","20.350","33602.20","0.38316","0.21039"
"244.300","20.359","33592.46","0.38350","0.21075"
"244.400","20.367","33561.38","0.38384","0.21112"
"244.500","20.375","33530.26","0.38418","0.21149"
"244.600","20.384","33500.55","0.38452","0.21186"
"244.700","20.392","33471.55","0.38486","0.21223"
"244.800","20.400","33451.36","0.38520","0.21260"
"244.900","20.409","33440.31","0.38553","0.21380"
"245.000","20.417","33425.21","0.38587","0.21415"
"245.100","20.425","33390.75","0.38620","0.21624"
"245.200","20.433","33367.34","0.38650","0.21736"
"245.300","20.442","33347.66","0.38684","0.21777"
"245.400","20.450","33295.85","0.38719","0.21815"
"245.500","20.459","33276.66","0.38753","0.21852"
"245.600","20.467","33256.09","0.38788","0.21889"
"245.700","20.475","33242.39","0.38822","0.21926"
"245.800","20.483","33221.75","0.38856","0.21964"
"245.900","20.492","33206.02","0.38891","0.22001"
"246.000","20.500","33186.89","0.38925","0.22038"
"246.100","20.509","33166.95","0.38959","0.22076"
"246.200","20.517","33157.69","0.38993","0.22113"
"246.300","20.525","33153.33","0.39028","0.22149"
"246.400","20.534","33153.17","0.39061","0.22186"
"246.500","20.542","33153.00","0.39095","0.22223"
"246.600","20.550","33152.69","0.39130","0.22260"
"246.700","20.559","33152.75","0.39165","0.22299"
"246.800","20.567","33150.80","0.39199","0.22336"
"246.900","20.575","33147.21","0.39233","0.22372"
"247.000","20.584","33135.47","0.39267","0.22411"
"247.100","20.592","33120.12","0.39302","0.22449"
"247.200","20.600","33087.97","0.39335","0.22559"
"247.300","20.608","33059.60","0.39370","0.22598"
"247.400","20.617","33017.44","0.39404","0.22637"
"247.500","20.625","32980.89","0.39439","0.22675"
"247.600","20.634","32947.43","0.39473","0.22711"
"247.700","20.642","32922.88","0.39507","0.22749"
"247.800","20.650","32905.59","0.39541","0.22787"
"247.900","20.658","32873.52","0.39575","0.22824"
"248.000","20.667","32845.62","0.39609","0.22862"
"248.100","20.675","32826.50","0.39644","0.22901"
"248.200","20.684","32796.19","0.39678","0.22938"
"248.300","20.692","32773.98","0.39712","0.22975"
"248.400","20.700","32738.29","0.39745","0.23013"
"248.500","20.709","32696.06","0.39779","0.23050"
"248.600","20.717","32667.48","0.39813","0.23084"
"248.700","20.725","32632.53","0.39847","0.23118"
"248.800","20.734","32613.70","0.39882","0.23157"
"248.900","20.742","32594.96","0.39916","0.23196"
"249.000","20.750","32583.30","0.39950","0.23232"
"249.100","20.759","32571.30","0.39984","0.23270"
"249.200","20.767","32558.08","0.40019","0.23310"
"249.300","20.775","32549.08","0.40053","0.23347"
"249.400","20.784","32544.04","0.40087","0.23385"
"249.500","20.792","32537.90","0.40122","0.23423"
"249.600","20.800","32527.35","0.40156","0.23461"
"249.700","20.809","32511.57","0.40190","0.23499"
"249.800","20.817","32486.37","0.40225","0.23537"
"249.900","20.825","32467.28","0.40259","0.23575"
"250.000","20.833","32457.32","0.40293","0.23612"
"250.100","20.842","32443.36","0.40327","0.23650"
"250.200","20.850","32429.73","0.40361","0.23687"
"250.300","20.859","32398.11","0.40395","0.23724"
"250.400","20.867","32369.90","0.40430","0.23762"
"250.500","20.875","32338.76","0.40464","0.23800"
"250.600","20.884","32317.49","0.40498","0.23837"
"250.700","20.892","32294.98","0.40532","0.23874"
"250.800","20.900","32271.11","0.40567","0.23913"
"250.900","20.909","32250.67","0.40601","0.23950"
"251.000","20.917","32195.74","0.40636","0.23988"
"251.100","20.925","32163.80","0.40670","0.24021"
"251.200","20.934","32142.63","0.40704","0.24121"
"251.300","20.942","32121.75","0.40734","0.24609"
"251.400","20.950","32105.49","0.40768","0.24650"
"251.500","20.959","32091.01","0.40803","0.24691"
"251.600","20.967","32078.41","0.40837","0.24733"
"251.700","20.975","32066.62","0.40872","0.24772"
"251.800","20.984","32052.74","0.40906","0.24811"
"251.900","20.992","32033.19","0.40941","0.24852"
"252.000","21.000","32004.21","0.40975","0.24890"
"252.100","21.008","31965.53","0.41010","0.24929"
"252.200","21.017","31915.93","0.41045","0.24970"
"252.300","21.025","31892.20","0.41079","0.25009"
"252.400","21.034","31865.96","0.41114","0.25048"
"252.500","21.042","31843.89","0.41149","0.25087"
"252.600","21.050","31800.74","0.41184","0.25127"
"252.700","21.058","31776.69","0.41218","0.25165"
"252.800","21.067","31761.08","0.41253","0.25203"
"252.900","21.075","31743.75","0.41287","0.25242"
"253.000","21.084","31724.29","0.41321","0.25280"
"253.100","21.092","31696.97","0.41356","0.25318"
"253.200","21.100","31670.10","0.41390","0.25357"
"253.300","21.109","31662.18","0.41424","0.25396"
"253.400","21.117","31651.17","0.41460","0.25434"
"253.500","21.125","31637.49","0.41494","0.25474"
"253.600","21.134","31620.86","0.41529","0.25513"
"253.700","21.142","31602.39","0.41564","0.25550"
"253.800","21.150","31591.40","0.41598","0.25589"
"253.900","21.159","31584.96","0.41632","0.25637"
"254.000","21.167","31563.14","0.41667","0.25677"
"254.100","21.175","31523.51","0.41701","0.25715"
"254.200","21.184","31480.55","0.41735","0.25755"
"254.300","21.192","31431.93","0.41771","0.25792"
"254.400","21.200","31401.01","0.41805","0.25830"
"254.500","21.209","31380.29","0.41840","0.25870"
"254.600","21.217","31347.69","0.41874","0.25908"
"254.700","21.225","31308.84","0.41910","0.25947"
"254.800","21.234","31257.96","0.41945","0.25987"
"254.900","21.242","31204.50","0.41979","0.26026"
"255.000","21.250","31185.69","0.42013","0.26067"
"255.100","21.259","31153.72","0.42048","0.26110"
"255.200","21.267","31124.34","0.42083","0.26150"
"255.300","21.275","31082.45","0.42118","0.26188"
"255.400","21.284","31064.89","0.42151","0.26227"
"255.500","21.292","31055.95","0.42186","0.26264"
"255.600","21.300","31043.13","0.42221","0.26302"
"255.700","21.309","31032.04","0.42256","0.26340"
"255.800","21.317","31028.19","0.42290","0.26378"
"255.900","21.325","31024.06","0.42325","0.26415"
"256.000","21.334","31012.32","0.42359","0.26453"
"256.100","21.342","30986.67","0.42394","0.26491"
"256.200","21.350","30942.53","0.42428","0.26529"
"256.300","21.359","30905.66","0.42463","0.26567"
"256.400","21.367","30886.59","0.42498","0.26606"
"256.500","21.375","30870.02","0.42533","0.26645"
"256.600","21.384","30835.68","0.42567","0.26684"
"256.700","21.392","30806.62","0.42601","0.26725"
"256.800","21.400","30770.22","0.42636","0.26765"
"256.900","21.409","30730.57","0.42671","0.26806"
"257.000","21.417","30670.86","0.42706","0.26845"
"257.100","21.425","30621.51","0.42740","0.26882"
"257.200","21.434","30597.38","0.42776","0.26920"
"257.300","21.442","30573.08","0.42810","0.26958"
"257.400","21.450","30557.18","0.42845","0.26995"
"257.500","21.459","30536.88","0.42879","0.27036"
"257.600","21.467","30511.98","0.42914","0.27072"
"257.700","21.475","30487.75","0.42949","0.27109"
"257.800","21.484","30477.20","0.42984","0.27146"
"257.900","21.492","30445.71","0.43019","0.27183"
"258.000","21.500","30408.04","0.43054","0.27219"
"258.100","21.509","30382.98","0.43089","0.27256"
"258.200","21.517","30354.07","0.43123","0.27293"
"258.300","21.525","30324.01","0.43158","0.27330"
"258.400","21.534","30289.75","0.43193","0.27368"
"258.500","21.542","30258.39","0.43228","0.27406"
"258.600","21.550","30231.91","0.43263","0.27443"
"258.700","21.558","30209.80","0.43298","0.27482"
"258.800","21.567","30170.48","0.43333","0.27520"
"258.900","21.575","30115.16","0.43368","0.27558"
"259.000","21.584","30089.56","0.43402","0.27599"
"259.100","21.592","30079.36","0.43437","0.27636"
"259.200","21.600","30068.36","0.43472","0.27670"
"259.300","21.609","30057.04","0.43506","0.27708"
"259.400","21.617","30037.65","0.43541","0.27745"
"259.500","21.625","30012.96","0.43576","0.27779"
"259.600","21.634","29984.65","0.43611","0.27889"
"259.700","21.642","29919.60","0.43645","0.27949"
"259.800","21.650","29852.18","0.43681","0.27994"
"259.900","21.659","29815.21","0.43716","0.28033"
"260.000","21.667","29782.84","0.43751","0.28073"
"260.100","21.675","29740.68","0.43787","0.28113"
"260.200","21.684","29705.75","0.43822","0.28152"
"260.300","21.692","29681.46","0.43856","0.28192"
"260.400","21.700","29659.03","0.43892","0.28232"
"260.500","21.709","29606.52","0.43927","0.28272"
"260.600","21.717","29565.84","0.43962","0.28313"
"260.700","21.725","29541.61","0.43997","0.28351"
"260.800","21.733","29520.32","0.44032","0.28390"
"260.900","21.742","29500.90","0.44067","0.28431"
"261.000","21.750","29484.55","0.44103","0.28470"
"261.100","21.759","29473.40","0.44137","0.28510"
"261.200","21.767","29455.55","0.44172","0.28549"
"261.300","21.775","29409.03","0.44207","0.28588"
"261.400","21.784","29370.27","0.44242","0.28628"
"261.500","21.792","29335.64","0.44277","0.28667"
"261.600","21.800","29300.57","0.44312","0.28706"
"261.700","21.809","29253.74","0.44347","0.28746"
"261.800","21.817","29210.17","0.44382","0.28787"
"261.900","21.825","29175.04","0.44417","0.28827"
"262.000","21.834","29125.45","0.44453","0.28867"
"262.100","21.842","29058.71","0.44488","0.28908"
"262.200","21.850","29024.59","0.44523","0.28957"
"262.300","21.859","29005.41","0.44558","0.28997"
"262.400","21.867","28993.40","0.44593","0.29036"
"262.500","21.875","28979.78","0.44628","0.29064"
"262.600","21.884","28972.67","0.44662","0.29803"
"262.700","21.892","28962.71","0.44697","0.29816"
"262.800","21.900","28920.06","0.44732","0.29870"
"262.900","21.908","28854.67","0.44767","0.29925"
"263.000","21.917","28816.27","0.44803","0.29980"
"263.100","21.925","28759.62","0.44839","0.30035"
"263.200","21.934","28704.70","0.44873","0.30087"
"263.300","21.942","28675.77","0.44909","0.30140"
"263.400","21.950","28641.90","0.44944","0.30195"
"263.500","21.959","28595.20","0.44978","0.30223"
"263.600","21.967","28548.61","0.45014","0.30277"
"263.700","21.975","28534.06","0.45049","0.30336"
"263.800","21.984","28523.05","0.45084","0.30396"
"263.900","21.992","28483.04","0.45120","0.30451"
"264.000","22.000","28445.64","0.45155","0.30504"
"264.100","22.009","28415.34","0.45191","0.30558"
"264.200","22.017","28371.35","0.45227","0.30612"
"264.300","22.025","28322.94","0.45262","0.30676"
"264.400","22.034","28295.13","0.45298","0.30728"
"264.500","22.042","28259.38","0.45333","0.30780"
"264.600","22.050","28212.02","0.45368","0.30829"
"264.700","22.059","28179.66","0.45405","0.30879"
"264.800","22.067","28147.33","0.45440","0.30805"
"264.900","22.075","28075.52","0.45476","0.30862"
"265.000","22.084","28000.72","0.45512","0.30919"
"265.100","22.092","27981.00","0.45547","0.30973"
"265.200","22.100","27969.44","0.45583","0.31026"
"265.300","22.109","27953.17","0.45620","0.30553"
"265.400","22.117","27932.10","0.45655","0.30603"
"265.500","22.125","27908.35","0.45690","0.30648"
"265.600","22.134","27857.47","0.45726","0.30694"
"265.700","22.142","27804.12","0.45761","0.30738"
"265.800","22.150","27764.00","0.45796","0.30783"
"265.900","22.159","27690.83","0.45832","0.30829"
"266.000","22.167","27634.39","0.45867","0.30867"
"266.100","22.175","27597.94","0.45904","0.30877"
"266.200","22.184","27543.47","0.45939","0.30870"
"266.300","22.192","27505.32","0.45975","0.30903"
"266.400","22.200","27491.20","0.46011","0.30938"
"266.500","22.209","27476.74","0.46047","0.30970"
"266.600","22.217","27460.78","0.46082","0.30980"
"266.700","22.225","27430.63","0.46118","0.30941"
"266.800","22.234","27360.27","0.46154","0.30908"
"266.900","22.242","27276.98","0.46190","0.30706"
"267.000","22.250","27237.83","0.46225","0.30743"
"267.100","22.259","27203.38","0.46261","0.30783"
"267.200","22.267","27139.55","0.46297","0.30823"
"267.300","22.275","27112.63","0.46333","0.30857"
"267.400","22.284","27068.21","0.46369","0.30886"
"267.500","22.292","26984.28","0.46405","0.30918"
"267.600","22.300","26948.99","0.46441","0.30934"
"267.700","22.309","26929.22","0.46477","0.30935"
"267.800","22.317","26909.12","0.46512","0.30920"
"267.900","22.325","26899.63","0.46548","0.30948"
"268.000","22.334","26864.17","0.46584","0.30978"
"268.100","22.342","26797.09","0.46620","0.30893"
"268.200","22.350","26754.85","0.46656","0.30921"
"268.300","22.359","26685.67","0.46692","0.30887"
"268.400","22.367","26619.30","0.46728","0.30902"
"268.500","22.375","26566.21","0.46764","0.30750"
"268.600","22.384","26482.83","0.46800","0.30788"
"268.700","22.392","26429.60","0.46835","0.30821"
"268.800","22.400","26407.12","0.46872","0.30852"
"268.900","22.409","26396.10","0.46907","0.30870"
"269.000","22.417","26385.83","0.46943","0.30802"
"269.100","22.425","26346.91","0.46980","0.30645"
"269.200","22.434","26270.28","0.47016","0.30611"
"269.300","22.442","26228.40","0.47052","0.30648"
"269.400","22.450","26181.54","0.47088","0.30684"
"269.500","22.459","26125.98","0.47124","0.30721"
"269.600","22.467","26093.88","0.47161","0.30757"
"269.700","22.475","26023.47","0.47197","0.30793"
"269.800","22.484","25970.63","0.47233","0.30825"
"269.900","22.492","25925.83","0.47269","0.30712"
"270.000","22.500","25892.36","0.47306","0.30750"
"270.100","22.509","25853.76","0.47342","0.30783"
"270.200","22.517","25780.83","0.47378","0.30816"
"270.300","22.525","25712.07","0.47414","0.30847"
"270.400","22.534","25664.04","0.47450","0.30875"
"270.500","22.542","25589.67","0.47486","0.30904"
"270.600","22.550","25545.48","0.47523","0.30935"
"270.700","22.559","25487.99","0.47559","0.30967"
"270.800","22.567","25441.75","0.47596","0.31002"
"270.900","22.575","25412.25","0.47633","0.31040"
"271.000","22.584","25395.20","0.47669","0.31072"
"271.100","22.592","25337.08","0.47706","0.31103"
"271.200","22.600","24207.50","0.47796","0.30820"
"271.216","22.602","14225.31","0.46583","0.29569"
