Time (s),Extension (mm),Load (N),Axial Strain (mm/mm),Transverse Strain (mm/mm)
15.3,1.275,2465.89,0.00092,0.00038
15.4,1.283,2486.67,0.00093,0.00038
15.5,1.292,2511.91,0.00094,0.00038
15.6,1.3,2536.73,0.00095,0.00038
15.7,1.308,2564.84,0.00095,0.00039
15.8,1.317,2579.97,0.00096,0.00039
15.9,1.325,2591.1,0.00097,0.00039
16,1.333,2608.74,0.00098,0.0004
16.1,1.342,2611.46,0.00099,0.0004
16.2,1.35,2617.09,0.001,0.0004
16.3,1.358,2624.91,0.001,0.00041
16.4,1.367,2633.06,0.00101,0.00041
16.5,1.375,2648.28,0.00102,0.00041
16.6,1.383,2668.32,0.00102,0.00041
16.7,1.392,2689.74,0.00103,0.00042
16.8,1.4,2726.04,0.00104,0.00042
16.9,1.408,2746.34,0.00104,0.00043
17,1.417,2777.86,0.00106,0.00043
17.1,1.425,2792.86,0.00106,0.00043
17.2,1.434,2811.34,0.00107,0.00043
17.3,1.442,2832.92,0.00107,0.00044
17.4,1.45,2866.26,0.00109,0.00044
17.5,1.458,2892.87,0.00109,0.00044
17.6,1.467,2916.83,0.0011,0.00045
17.7,1.475,2942.82,0.00111,0.00045
17.8,1.483,2966.65,0.00112,0.00045
17.9,1.492,2994.41,0.00112,0.00045
18,1.5,3042.61,0.00113,0.00046
18.1,1.508,3069.32,0.00114,0.00046
18.2,1.517,3098.22,0.00114,0.00046
18.3,1.525,3120.41,0.00115,0.00046
18.4,1.533,3133.94,0.00115,0.00047
18.5,1.542,3141.71,0.00116,0.00047
18.6,1.55,3152.41,0.00117,0.00047
18.7,1.558,3160.75,0.00118,0.00048
18.8,1.567,3167.91,0.00118,0.00048
18.9,1.575,3177.91,0.00119,0.00048
19,1.583,3184.48,0.0012,0.00048
19.1,1.592,3200.41,0.00121,0.00049
19.2,1.6,3214.33,0.00121,0.00049
19.3,1.608,3240.74,0.00122,0.00049
19.4,1.617,3272.57,0.00123,0.0005
19.5,1.625,3296.76,0.00124,0.0005
19.6,1.633,3316.45,0.00124,0.0005
19.7,1.642,3343.93,0.00125,0.00051
19.8,1.65,3378.99,0.00126,0.00051
19.9,1.658,3415.3,0.00127,0.00051
20,1.667,3443.81,0.00128,0.00052
20.1,1.675,3469.01,0.00129,0.00052
20.2,1.683,3490.57,0.00129,0.00052
20.3,1.692,3511.89,0.0013,0.00053
20.4,1.7,3546.93,0.0013,0.00053
20.5,1.708,3567.55,0.00131,0.00053
20.6,1.717,3592.32,0.00132,0.00054
20.7,1.725,3602.77,0.00133,0.00054
20.8,1.733,3610.81,0.00134,0.00054
20.9,1.742,3619.14,0.00134,0.00055
21,1.75,3624.8,0.00135,0.00055
21.1,1.758,3631.95,0.00135,0.00055
21.2,1.767,3647.36,0.00137,0.00055
21.3,1.775,3675.54,0.00137,0.00056
21.4,1.783,3695.46,0.00138,0.00056
21.5,1.792,3725.39,0.00139,0.00057
21.6,1.8,3773.14,0.00139,0.00057
21.7,1.808,3811.64,0.0014,0.00057
21.8,1.817,3841.7,0.00141,0.00057
21.9,1.825,3860.67,0.00142,0.00058
22,1.833,3878.55,0.00142,0.00058
22.1,1.842,3894.97,0.00143,0.00058
22.2,1.85,3923.04,0.00144,0.00059
22.3,1.858,3947.24,0.00145,0.00059
22.4,1.867,3968.16,0.00146,0.00059
22.5,1.875,3980.33,0.00146,0.0006
22.6,1.883,4007.25,0.00147,0.0006
22.7,1.892,4046.83,0.00148,0.0006
22.8,1.9,4097.2,0.00149,0.00061
22.9,1.908,4119.87,0.0015,0.00061
23,1.917,4144.56,0.00151,0.00061
23.1,1.925,4160.57,0.00151,0.00062
23.2,1.933,4178.63,0.00152,0.00062
23.3,1.942,4185.28,0.00153,0.00063
23.4,1.95,4191.9,0.00154,0.00063
23.5,1.958,4198.9,0.00155,0.00063
23.6,1.967,4208.33,0.00156,0.00064
23.7,1.975,4242.74,0.00156,0.00064
23.8,1.983,4276.22,0.00157,0.00064
23.9,1.992,4317.13,0.00158,0.00065
24,2,4337.59,0.00159,0.00065
24.1,2.008,4355.25,0.0016,0.00065
24.2,2.017,4383.45,0.00161,0.00066
24.3,2.025,4429.64,0.00162,0.00066
24.4,2.033,4469.34,0.00162,0.00066
24.5,2.042,4505.85,0.00164,0.00067
24.6,2.05,4542.24,0.00165,0.00067
24.7,2.058,4573.67,0.00165,0.00068
24.8,2.067,4611.88,0.00166,0.00068
24.9,2.075,4635.5,0.00167,0.00068
25,2.083,4645.42,0.00168,0.00069
25.1,2.092,4656.69,0.00169,0.00069
25.2,2.1,4669.9,0.0017,0.00069
25.3,2.108,4678.04,0.00171,0.0007
25.4,2.117,4687.72,0.00172,0.0007
25.5,2.125,4693.11,0.00172,0.0007
25.6,2.133,4707.37,0.00173,0.00071
25.7,2.142,4748.72,0.00174,0.00071
25.8,2.15,4819.08,0.00175,0.00072
25.9,2.158,4866.69,0.00176,0.00072
26,2.167,4900.53,0.00177,0.00072
26.1,2.175,4929.64,0.00178,0.00073
26.2,2.184,4956.72,0.00179,0.00073
26.3,2.192,4985.6,0.0018,0.00074
26.4,2.2,5009.76,0.00181,0.00074
26.5,2.208,5034.05,0.00182,0.00074
26.6,2.217,5069.37,0.00183,0.00075
26.7,2.225,5112.77,0.00184,0.00075
26.8,2.233,5130.49,0.00185,0.00075
26.9,2.242,5155.94,0.00185,0.00076
27,2.25,5176.82,0.00186,0.00076
27.1,2.258,5188.91,0.00187,0.00076
27.2,2.267,5205.85,0.00188,0.00077
27.3,2.275,5222.73,0.00189,0.00077
27.4,2.283,5239.87,0.0019,0.00077
27.5,2.292,5255.18,0.00191,0.00078
27.6,2.3,5289.83,0.00192,0.00078
27.7,2.308,5318.37,0.00193,0.00079
27.8,2.317,5348.59,0.00194,0.00079
27.9,2.325,5370.32,0.00194,0.00079
28,2.333,5393.51,0.00196,0.0008
28.1,2.342,5425.89,0.00196,0.0008
28.2,2.35,5464.51,0.00197,0.0008
28.3,2.358,5505.36,0.00198,0.00081
28.4,2.367,5548.18,0.00199,0.00081
28.5,2.375,5592.75,0.002,0.00082
28.6,2.383,5648.79,0.00201,0.00082
28.7,2.392,5677.96,0.00202,0.00082
28.8,2.4,5695.88,0.00203,0.00083
28.9,2.409,5708.67,0.00204,0.00083
29,2.417,5722.09,0.00205,0.00084
29.1,2.425,5735.17,0.00206,0.00084
29.2,2.433,5744.67,0.00207,0.00084
29.3,2.442,5751,0.00208,0.00085
29.4,2.45,5772.66,0.00209,0.00085
29.5,2.458,5811.89,0.00209,0.00086
29.6,2.467,5868.91,0.00211,0.00086
29.7,2.475,5898.15,0.00212,0.00086
29.8,2.483,5928.28,0.00212,0.00087
29.9,2.492,5967.33,0.00214,0.00087
30,2.5,6007.52,0.00214,0.00088
30.1,2.508,6033.29,0.00216,0.00088
30.2,2.517,6053.42,0.00217,0.00088
30.3,2.525,6100.06,0.00218,0.00089
30.4,2.533,6134.14,0.00218,0.00089
30.5,2.542,6158.94,0.0022,0.0009
30.6,2.55,6174.47,0.00221,0.0009
30.7,2.558,6187.35,0.00222,0.0009
30.8,2.567,6214.26,0.00223,0.00091
30.9,2.575,6244.39,0.00224,0.00091
31,2.583,6271.61,0.00225,0.00092
31.1,2.592,6316.83,0.00226,0.00092
31.2,2.6,6373.13,0.00227,0.00093
31.3,2.608,6413.96,0.00228,0.00093
31.4,2.617,6442.04,0.00229,0.00093
31.5,2.625,6471.55,0.0023,0.00094
31.6,2.633,6512.39,0.00231,0.00094
31.7,2.642,6550.95,0.00232,0.00095
31.8,2.65,6592.04,0.00233,0.00095
31.9,2.658,6619.01,0.00234,0.00096
32,2.667,6656.16,0.00235,0.00096
32.1,2.675,6684.53,0.00236,0.00096
32.2,2.683,6699.7,0.00237,0.00097
32.3,2.692,6711.78,0.00239,0.00097
32.4,2.7,6724.98,0.0024,0.00098
32.5,2.708,6740.02,0.0024,0.00098
32.6,2.717,6755.54,0.00242,0.00099
32.7,2.725,6771.55,0.00243,0.00099
32.8,2.733,6816.43,0.00244,0.001
32.9,2.742,6878.12,0.00245,0.001
33,2.75,6927.2,0.00246,0.001
33.1,2.758,6965.15,0.00247,0.00101
33.2,2.767,7010.1,0.00248,0.00101
33.3,2.775,7049.95,0.00249,0.00102
33.4,2.783,7101.98,0.0025,0.00102
33.5,2.792,7165.19,0.00252,0.00103
33.6,2.8,7224.04,0.00252,0.00103
33.7,2.808,7248.45,0.00253,0.00103
33.8,2.817,7259.54,0.00255,0.00104
33.9,2.825,7267.48,0.00256,0.00104
34,2.833,7280.52,0.00257,0.00105
34.1,2.842,7301.62,0.00258,0.00105
34.2,2.85,7316.26,0.00259,0.00106
34.3,2.858,7353.97,0.0026,0.00106
34.4,2.867,7386.58,0.00262,0.00107
34.5,2.875,7413.57,0.00262,0.00107
34.6,2.883,7443.8,0.00264,0.00108
34.7,2.892,7482.14,0.00265,0.00108
34.8,2.9,7522.13,0.00266,0.00108
34.9,2.908,7548.59,0.00267,0.00109
35,2.917,7580.5,0.00268,0.00109
35.1,2.925,7638.32,0.00269,0.0011
35.2,2.933,7711.01,0.0027,0.0011
35.3,2.942,7746.63,0.00271,0.00111
35.4,2.95,7764.16,0.00273,0.00111
35.5,2.958,7781.03,0.00274,0.00112
35.6,2.967,7802.42,0.00275,0.00112
35.7,2.975,7831.69,0.00276,0.00112
35.8,2.983,7863.78,0.00277,0.00113
35.9,2.992,7908.31,0.00278,0.00113
36,3,7973.23,0.00279,0.00114
36.1,3.008,8007.36,0.0028,0.00114
36.2,3.017,8043.1,0.00281,0.00115
36.3,3.025,8077.26,0.00283,0.00115
36.4,3.033,8096.4,0.00284,0.00116
36.5,3.042,8115.59,0.00285,0.00116
36.6,3.05,8151.61,0.00286,0.00116
36.7,3.058,8187.73,0.00287,0.00117
36.8,3.067,8206.77,0.00288,0.00117
36.9,3.075,8225.35,0.00289,0.00118
37,3.083,8248.04,0.0029,0.00118
37.1,3.092,8271.08,0.00292,0.00119
37.2,3.1,8301.96,0.00293,0.00119
37.3,3.108,8341.3,0.00294,0.00119
37.4,3.117,8389.31,0.00295,0.0012
37.5,3.125,8441.19,0.00296,0.00121
37.6,3.134,8480.99,0.00298,0.00121
37.7,3.142,8536.62,0.00299,0.00122
37.8,3.15,8601.38,0.003,0.00122
37.9,3.158,8653.4,0.00301,0.00122
38,3.167,8679.35,0.00302,0.00123
38.1,3.175,8721.83,0.00303,0.00124
38.2,3.183,8781.5,0.00305,0.00124
38.3,3.192,8801.59,0.00306,0.00124
38.4,3.2,8811.08,0.00307,0.00125
38.5,3.208,8811.52,0.00308,0.00125
38.6,3.217,8811.89,0.00309,0.00126
38.7,3.225,8814.61,0.0031,0.00126
38.8,3.233,8836.91,0.00312,0.00127
38.9,3.242,8894.17,0.00313,0.00127
39,3.25,8947.87,0.00314,0.00128
39.1,3.259,8987.88,0.00315,0.00128
39.2,3.267,9033.43,0.00316,0.00129
39.3,3.275,9091.97,0.00317,0.00129
39.4,3.283,9135.88,0.00319,0.00129
39.5,3.292,9199.72,0.0032,0.0013
39.6,3.3,9262.32,0.00321,0.0013
39.7,3.309,9288.81,0.00322,0.00131
39.8,3.317,9308.59,0.00324,0.00131
39.9,3.325,9325.84,0.00324,0.00132
40,3.333,9361.96,0.00325,0.00132
40.1,3.342,9404.36,0.00327,0.00133
40.2,3.35,9446.3,0.00328,0.00133
40.3,3.358,9488.7,0.00329,0.00133
40.4,3.367,9512.82,0.0033,0.00134
40.5,3.375,9529.8,0.00331,0.00135
40.6,3.383,9552.67,0.00333,0.00135
40.7,3.392,9587.75,0.00334,0.00135
40.8,3.4,9604.76,0.00335,0.00136
40.9,3.408,9630.38,0.00336,0.00136
41,3.417,9671.3,0.00337,0.00137
41.1,3.425,9725.67,0.00338,0.00137
41.2,3.433,9779.32,0.00339,0.00137
41.3,3.442,9808.54,0.0034,0.00138
41.4,3.45,9822.08,0.00342,0.00139
41.5,3.458,9842.5,0.00343,0.00139
41.6,3.467,9869.61,0.00344,0.00139
41.7,3.475,9910.19,0.00345,0.0014
41.8,3.483,9974.22,0.00346,0.0014
41.9,3.492,10026.2,0.00348,0.00141
42,3.5,10066.89,0.00349,0.00141
42.1,3.508,10130.8,0.0035,0.00142
42.2,3.517,10187.27,0.00351,0.00142
42.3,3.525,10227.35,0.00352,0.00143
42.4,3.533,10261.43,0.00353,0.00143
42.5,3.542,10297.37,0.00354,0.00144
42.6,3.55,10316.68,0.00356,0.00144
42.7,3.558,10316.52,0.00357,0.00145
42.8,3.567,10316.86,0.00358,0.00145
42.9,3.575,10317.48,0.00359,0.00145
43,3.583,10326.82,0.0036,0.00146
43.1,3.592,10360.3,0.00361,0.00146
43.2,3.6,10431.41,0.00362,0.00147
43.3,3.608,10502.68,0.00364,0.00147
43.4,3.617,10541.47,0.00365,0.00148
43.5,3.625,10588.96,0.00366,0.00148
43.6,3.633,10642.26,0.00368,0.00149
43.7,3.642,10688.55,0.00368,0.00149
43.8,3.65,10737.57,0.0037,0.0015
43.9,3.658,10798.43,0.00371,0.0015
44,3.667,10844.25,0.00372,0.00151
44.1,3.675,10886.87,0.00374,0.00151
44.2,3.683,10914.43,0.00374,0.00152
44.3,3.692,10927.87,0.00376,0.00152
44.4,3.7,10932,0.00377,0.00153
44.5,3.708,10949.04,0.00379,0.00153
44.6,3.717,10990.95,0.0038,0.00154
44.7,3.725,11032.2,0.00381,0.00154
44.8,3.733,11055.57,0.00382,0.00155
44.9,3.742,11096.66,0.00383,0.00155
45,3.75,11143.43,0.00385,0.00156
45.1,3.758,11193.7,0.00386,0.00156
45.2,3.767,11267.96,0.00388,0.00157
45.3,3.775,11323.02,0.00389,0.00157
45.4,3.783,11352.79,0.0039,0.00157
45.5,3.792,11382.67,0.00391,0.00158
45.6,3.8,11408.75,0.00393,0.00159
45.7,3.808,11432.79,0.00394,0.00159
45.8,3.817,11475.63,0.00395,0.0016
45.9,3.825,11532.67,0.00397,0.0016
46,3.833,11588.9,0.00398,0.0016
46.1,3.842,11648.6,0.00399,0.00161
46.2,3.85,11692.26,0.004,0.00162
46.3,3.858,11721.67,0.00402,0.00162
46.4,3.867,11738.39,0.00403,0.00162
46.5,3.875,11764.45,0.00404,0.00163
46.6,3.883,11807.58,0.00405,0.00163
46.7,3.892,11817.74,0.00407,0.00164
46.8,3.9,11834.68,0.00408,0.00164
46.9,3.908,11870.91,0.00409,0.00165
47,3.917,11906.13,0.00411,0.00165
47.1,3.925,11949.2,0.00412,0.00166
47.2,3.933,12023.33,0.00413,0.00166
47.3,3.942,12073.75,0.00414,0.00167
47.4,3.95,12112.53,0.00415,0.00167
47.5,3.958,12178.4,0.00417,0.00168
47.6,3.967,12241.39,0.00418,0.00168
47.7,3.975,12301.18,0.00419,0.00169
47.8,3.983,12361.36,0.00421,0.00169
47.9,3.992,12396.69,0.00422,0.0017
48,4,12418.27,0.00424,0.0017
48.1,4.008,12431.74,0.00425,0.00171
48.2,4.017,12436.56,0.00426,0.00172
48.3,4.025,12440.43,0.00428,0.00172
48.4,4.033,12475.5,0.00429,0.00173
48.5,4.042,12538.38,0.0043,0.00173
48.6,4.05,12578.19,0.00431,0.00174
48.7,4.058,12619.78,0.00433,0.00174
48.8,4.067,12667.81,0.00434,0.00174
48.9,4.075,12723.74,0.00436,0.00175
49,4.083,12803.9,0.00436,0.00175
49.1,4.092,12870.54,0.00438,0.00176
49.2,4.1,12895.23,0.0044,0.00177
49.3,4.108,12922.66,0.00441,0.00177
49.4,4.117,12957.87,0.00442,0.00178
49.5,4.125,12983.43,0.00443,0.00178
49.6,4.133,13010.58,0.00445,0.00179
49.7,4.142,13076.24,0.00446,0.00179
49.8,4.15,13137.49,0.00448,0.0018
49.9,4.158,13166.94,0.00449,0.0018
50,4.167,13202.11,0.0045,0.00181
50.1,4.175,13227.31,0.00452,0.00181
50.2,4.183,13277.1,0.00453,0.00182
50.3,4.192,13346.71,0.00454,0.00182
50.4,4.2,13381.57,0.00456,0.00183
50.5,4.208,13395.72,0.00457,0.00183
50.6,4.217,13424.55,0.00458,0.00184
50.7,4.225,13457.93,0.0046,0.00185
50.8,4.233,13495.11,0.00461,0.00185
50.9,4.242,13566.89,0.00462,0.00186
51,4.25,13638.71,0.00464,0.00186
51.1,4.258,13693.63,0.00465,0.00187
51.2,4.267,13753,0.00467,0.00187
51.3,4.275,13787.37,0.00468,0.00188
51.4,4.283,13823.83,0.00469,0.00188
51.5,4.292,13894.97,0.00471,0.00189
51.6,4.3,13923.87,0.00472,0.00189
51.7,4.308,13939.81,0.00473,0.0019
51.8,4.317,13960.95,0.00475,0.0019
51.9,4.325,13985.75,0.00476,0.00191
52,4.333,14010.15,0.00478,0.00191
52.1,4.342,14069.04,0.00479,0.00192
52.2,4.35,14117.37,0.00481,0.00193
52.3,4.358,14161.66,0.00482,0.00193
52.4,4.367,14226.1,0.00483,0.00194
52.5,4.375,14283.11,0.00485,0.00194
52.6,4.383,14353.57,0.00486,0.00195
52.7,4.392,14421.87,0.00487,0.00195
52.8,4.4,14459.05,0.00489,0.00196
52.9,4.408,14479.01,0.0049,0.00196
53,4.417,14488.29,0.00491,0.00197
53.1,4.425,14500.92,0.00493,0.00197
53.2,4.433,14546.63,0.00494,0.00198
53.3,4.442,14613.16,0.00495,0.00199
53.4,4.45,14650.43,0.00497,0.00199
53.5,4.458,14697.92,0.00498,0.002
53.6,4.467,14763.42,0.00499,0.002
53.7,4.475,14801.92,0.00501,0.00201
53.8,4.483,14847.45,0.00502,0.00201
53.9,4.492,14900.69,0.00504,0.00202
54,4.5,14926.13,0.00505,0.00202
54.1,4.508,14956.12,0.00506,0.00203
54.2,4.517,14999.68,0.00508,0.00203
54.3,4.525,15043.36,0.00509,0.00204
54.4,4.533,15090.01,0.00511,0.00204
54.5,4.542,15158.29,0.00512,0.00205
54.6,4.55,15203.26,0.00513,0.00205
54.7,4.558,15242.46,0.00515,0.00206
54.8,4.567,15285.08,0.00516,0.00207
54.9,4.575,15320.87,0.00517,0.00207
55,4.583,15396.9,0.00519,0.00208
55.1,4.592,15467.76,0.0052,0.00208
55.2,4.6,15492.8,0.00522,0.00209
55.3,4.608,15504.34,0.00523,0.00209
55.4,4.617,15517.27,0.00524,0.0021
55.5,4.625,15538.35,0.00526,0.0021
55.6,4.633,15595.84,0.00527,0.00211
55.7,4.642,15650.08,0.00528,0.00211
55.8,4.65,15687.51,0.0053,0.00212
55.9,4.659,15767.03,0.00531,0.00212
56,4.667,15838.91,0.00533,0.00213
56.1,4.675,15882.76,0.00534,0.00213
56.2,4.683,15940.85,0.00535,0.00214
56.3,4.692,15980.95,0.00537,0.00214
56.4,4.7,15993.17,0.00538,0.00215
56.5,4.708,16004.81,0.00539,0.00215
56.6,4.717,16039.46,0.00541,0.00216
56.7,4.725,16076.34,0.00542,0.00217
56.8,4.733,16153.86,0.00544,0.00217
56.9,4.742,16227.29,0.00545,0.00218
57,4.75,16261.91,0.00547,0.00218
57.1,4.758,16309.55,0.00548,0.00219
57.2,4.767,16345.27,0.00549,0.00219
57.3,4.775,16404.64,0.0055,0.0022
57.4,4.783,16479.04,0.00552,0.0022
57.5,4.792,16516.96,0.00553,0.00221
57.6,4.8,16548.93,0.00555,0.00221
57.7,4.808,16561.82,0.00556,0.00222
57.8,4.817,16585.15,0.00558,0.00223
57.9,4.825,16636.64,0.00559,0.00223
58,4.833,16684.09,0.0056,0.00224
58.1,4.842,16733.99,0.00562,0.00224
58.2,4.85,16803.39,0.00564,0.00225
58.3,4.858,16864.03,0.00565,0.00225
58.4,4.867,16912.01,0.00566,0.00226
58.5,4.875,16991.29,0.00568,0.00226
58.6,4.883,17027.03,0.00569,0.00227
58.7,4.892,17050.01,0.00571,0.00228
58.8,4.9,17062.68,0.00572,0.00228
58.9,4.908,17076.11,0.00574,0.00229
59,4.917,17126.54,0.00575,0.00229
59.1,4.925,17204.96,0.00576,0.0023
59.2,4.933,17253.86,0.00578,0.0023
59.3,4.942,17310.82,0.00579,0.00231
59.4,4.95,17352.71,0.00581,0.00231
59.5,4.958,17397.61,0.00582,0.00232
59.6,4.967,17467.86,0.00584,0.00233
59.7,4.975,17493.96,0.00585,0.00233
59.8,4.983,17521.81,0.00586,0.00234
59.9,4.992,17572.67,0.00588,0.00234
60,5,17620.81,0.00589,0.00235
60.1,5.008,17669.4,0.00591,0.00235
60.2,5.017,17732.99,0.00592,0.00236
60.3,5.025,17766.92,0.00594,0.00236
60.4,5.033,17824.39,0.00595,0.00237
60.5,5.042,17895.4,0.00597,0.00237
60.6,5.05,17929.77,0.00598,0.00238
60.7,5.058,17984.61,0.006,0.00239
60.8,5.067,18040.74,0.00601,0.00239
60.9,5.075,18059.49,0.00602,0.0024
61,5.083,18071.95,0.00604,0.0024
61.1,5.092,18085.77,0.00605,0.00241
61.2,5.1,18133.41,0.00607,0.00241
61.3,5.108,18210.38,0.00608,0.00242
