38.62,0,0.093235
38.63,-18.578,0.094939
38.64,-1.8142,0.093674
38.65,-11.321,0.094641
38.66,-3.1931,0.09409
38.67,-5.0799,0.094413
38.68,-4.209,0.09449
38.69,-4.4993,0.094664
38.7,-5.167,0.094887
38.71,-8.1278,0.095289
38.72,-4.209,0.095119
38.73,-6.5023,0.095465
38.74,-7.5473,0.095709
38.75,-6.0959,0.095759
38.76,-4.3542,0.095778
38.77,1.3063,0.095462
38.78,-14.514,0.096976
38.79,-3.7156,0.096219
38.8,-7.8375,0.096703
38.81,-4.209,0.096574
38.82,-0.58056,0.09643
38.83,-0.29028,0.096566
38.84,1.4514,0.096565
38.85,-7.6198,0.097493
38.86,1.1611,0.096912
38.87,-9.8695,0.098005
38.88,-4.5719,0.097736
38.89,-3.3382,0.097794
38.9,-3.1931,0.097956
38.91,-4.0639,0.098251
38.92,2.6125,0.097911
38.93,-8.273,0.099031
38.94,-0.14514,0.09859
38.95,-8.9987,0.099583
38.96,2.1771,0.098839
38.97,0,0.099246
38.98,-2.3222,0.099666
38.99,4.0639,0.099327
39,-8.4181,0.10061
39.01,11.756,0.099145
39.02,-12.714,0.10142
39.03,10.45,0.099724
39.04,-4.3542,0.10117
39.05,5.2976,0.10058
39.06,-4.4993,0.10163
39.07,6.0959,0.10096
39.08,0.58056,0.10163
39.09,1.4514,0.1018
39.1,4.9928,0.10171
39.11,-0.87084,0.10244
39.12,6.0959,0.10205
39.13,-0.43542,0.10285
39.14,6.9667,0.10243
39.15,-0.58056,0.10331
39.16,4.6445,0.10307
39.17,0,0.10369
39.18,5.1283,0.10348
39.19,6.6764,0.10357
39.2,2.6125,0.10414
39.21,6.2894,0.10406
39.22,4.3542,0.10446
39.23,15.24,0.10376
39.24,-1.4514,0.10542
39.25,9.3857,0.1047
39.26,6.8216,0.10514
39.27,4.7896,0.10554
39.28,13.643,0.10501
39.29,7.6924,0.10574
39.3,12.192,0.10561
39.31,5.5153,0.10646
39.32,9.7534,0.10637
39.33,14.514,0.10624
39.34,6.8216,0.10718
39.35,11.079,0.1071
39.36,9.5792,0.10752
39.37,6.6764,0.10805
39.38,6.3861,0.10836
39.39,10.015,0.10834
39.4,9.9421,0.10865
39.41,9.8695,0.10892
39.42,13.353,0.10894
39.43,13.991,0.10916
39.44,9.1438,0.10986
39.45,21.19,0.1091
39.46,3.3382,0.11089
39.47,21.916,0.10961
39.48,9.2889,0.11096
39.49,17.997,0.11054
39.5,17.223,0.1109
39.51,13.643,0.11144
39.52,14.804,0.11162
39.53,12.192,0.11211
39.54,15.095,0.11213
39.55,10.015,0.11282
39.56,12.047,0.11289
39.57,13.063,0.11306
39.58,12.482,0.11337
39.59,14.659,0.11345
39.6,18.723,0.11337
39.61,9.2889,0.11443
39.62,19.216,0.11388
39.63,13.788,0.11461
39.64,20.9,0.11424
39.65,20.029,0.11461
39.66,14.224,0.11539
39.67,21.19,0.11504
39.68,9.7244,0.11627
39.69,21.771,0.11552
39.7,16.546,0.1162
39.71,16.401,0.11647
39.72,17.707,0.11658
39.73,17.707,0.11684
39.74,22.642,0.11667
39.75,21.365,0.11703
39.76,17.126,0.11763
39.77,20.755,0.11757
39.78,13.643,0.11839
39.79,23.609,0.11781
39.8,20.755,0.11829
39.81,24.674,0.1182
39.82,22.642,0.11861
39.83,14.514,0.11954
39.84,26.415,0.11878
39.85,10.74,0.12035
39.86,22.932,0.11956
39.87,19.739,0.12008
39.88,26.706,0.11973
39.89,18.65,0.12066
39.9,20.029,0.12081
39.91,28.447,0.12032
39.92,19.594,0.12134
39.93,24.819,0.12112
39.94,26.851,0.1212
39.95,20.61,0.12198
39.96,34.108,0.12112
39.97,24.021,0.12218
39.98,35.559,0.12146
39.99,21.771,0.12289
40,28.351,0.12259
40.01,26.415,0.123
40.02,22.787,0.12355
40.03,29.899,0.12317
40.04,28.931,0.12352
40.05,26.996,0.12392
40.06,28.012,0.12408
40.07,23.222,0.12473
40.08,28.447,0.12454
40.09,24.093,0.12515
40.1,28.157,0.12506
40.11,36.285,0.12459
40.12,22.642,0.12595
40.13,33.498,0.12524
40.14,24.819,0.12618
40.15,27.286,0.12618
40.16,29.899,0.12617
40.17,27.577,0.12658
40.18,36.43,0.12602
40.19,21.336,0.1275
40.2,37.736,0.12633
40.21,28.447,0.12734
40.22,33.382,0.12711
40.23,29.608,0.12766
40.24,35.414,0.12736
40.25,31.737,0.12789
40.26,38.607,0.12753
40.27,29.463,0.12851
40.28,40.929,0.12773
40.29,25.545,0.12924
40.3,39.768,0.12824
40.31,26.415,0.12956
40.32,35.511,0.12898
40.33,34.543,0.12926
40.34,31.35,0.12974
40.35,38.897,0.12928
40.36,24.674,0.13067
40.37,37.446,0.12978
40.38,24.238,0.13112
40.39,32.656,0.13057
40.4,32.802,0.13076
40.41,34.833,0.13077
40.42,35.995,0.13089
40.43,38.665,0.13084
40.44,28.883,0.13185
40.45,41.22,0.131
40.46,25.719,0.13252
40.47,44.558,0.13111
40.48,27.286,0.13276
40.49,38.897,0.13199
40.5,36.188,0.13243
40.51,40.349,0.1323
40.52,39.768,0.13263
40.53,35.414,0.13324
40.54,44.993,0.13266
40.55,35.704,0.13371
40.56,43.832,0.13325
40.57,38.607,0.13394
40.58,39.768,0.13409
40.59,41.945,0.13419
40.6,36.865,0.13485
40.61,41.8,0.13466
40.62,39.478,0.1351
40.63,42.961,0.13508
40.64,41.51,0.13543
40.65,47.606,0.13519
40.66,40.349,0.13602
40.67,40.421,0.1363
40.68,33.092,0.13713
